"trace_id","activities","owner","employed","car_owner","g"
"4","activity_02","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"4","activity_13","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"4","activity_14","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"5","activity_05","no","yes","yes","activity_05__+__activity_04__+__activity_02__+__activity_05"
"5","activity_04","no","yes","yes","activity_05__+__activity_04__+__activity_02__+__activity_05"
"5","activity_02","no","yes","yes","activity_05__+__activity_04__+__activity_02__+__activity_05"
"5","activity_05","no","yes","yes","activity_05__+__activity_04__+__activity_02__+__activity_05"
"6","noise_0","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_12","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_07","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_06","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_05","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_02","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_05","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_03","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_13","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"6","activity_14","yes","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_02","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_07","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_14","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","noise_4","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_06","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_05","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_02","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"7","activity_13","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"8","activity_12","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"8","activity_07","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"8","activity_06","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"8","activity_05","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"8","activity_02","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"8","activity_13","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"8","activity_14","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"9","activity_13","yes","no","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"9","activity_08","yes","no","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"9","activity_02","yes","no","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"9","activity_10","yes","no","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"10","activity_02","no","yes","no","activity_02__+__activity_12__+__activity_10__+__activity_15"
"10","activity_15","no","yes","no","activity_02__+__activity_12__+__activity_10__+__activity_15"
"10","activity_15","no","yes","no","activity_02__+__activity_12__+__activity_10__+__activity_15"
"10","noise_2","no","yes","no","activity_02__+__activity_12__+__activity_10__+__activity_15"
"10","activity_10","no","yes","no","activity_02__+__activity_12__+__activity_10__+__activity_15"
"11","activity_12","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"11","activity_07","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"11","activity_06","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"11","activity_05","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"11","activity_02","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"11","activity_13","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"11","activity_14","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"12","activity_12","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"12","activity_07","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"12","activity_06","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"12","activity_05","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"12","activity_02","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"12","activity_13","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"12","activity_13","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"13","activity_12","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"13","activity_07","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"13","activity_06","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"13","activity_05","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"13","activity_02","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"13","activity_13","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"13","activity_14","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"14","activity_10","yes","no","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"14","activity_13","yes","no","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"14","activity_08","yes","no","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"14","activity_02","yes","no","no","activity_10__+__activity_13__+__activity_08__+__activity_02"
"15","activity_02","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"15","activity_06","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"15","activity_12","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"15","activity_07","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"15","activity_10","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"15","activity_15","no","yes","yes","activity_02__+__activity_12__+__activity_10__+__activity_15"
"16","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"16","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"16","activity_08","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"16","activity_05","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"16","activity_13","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"16","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"16","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"16","activity_14","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"17","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"17","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"17","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"17","activity_05","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"17","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"17","activity_13","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"17","activity_14","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_12","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_07","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_06","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_08","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_05","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_02","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_13","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_10","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","noise_3","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"18","activity_14","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"19","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"19","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"19","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"19","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"19","activity_14","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"19","activity_05","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"20","activity_03","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"20","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"20","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"20","activity_05","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"20","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"20","activity_14","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"20","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"21","noise_2","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"21","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"21","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"21","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"21","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"21","activity_05","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"21","activity_13","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"22","activity_06","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"22","activity_12","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"22","activity_05","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"22","activity_07","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"22","activity_13","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"22","activity_14","no","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"23","activity_12","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"23","noise_3","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"23","activity_07","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"23","activity_05","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"23","activity_02","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"23","activity_13","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"24","activity_12","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"24","activity_07","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"24","activity_06","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"24","activity_05","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"24","activity_02","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"24","activity_13","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"24","activity_14","no","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"25","activity_12","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"25","activity_02","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"25","activity_06","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"25","activity_05","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"25","noise_2","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"25","activity_07","yes","no","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"26","activity_12","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"26","activity_07","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"26","activity_06","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"26","activity_05","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"26","activity_02","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"26","activity_13","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"26","activity_14","yes","no","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"27","activity_12","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"27","activity_07","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"27","activity_06","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"27","activity_05","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"27","activity_13","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"27","activity_14","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"28","noise_0","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"28","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"28","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"28","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"28","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"28","activity_13","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"29","activity_12","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"29","activity_07","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"29","activity_06","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"29","activity_05","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"29","activity_02","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"29","activity_13","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"29","activity_14","no","yes","yes","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"30","activity_02","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"30","activity_12","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"30","activity_07","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"30","activity_06","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"30","activity_05","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"30","activity_14","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"31","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"31","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"31","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"31","activity_05","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"31","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"31","noise_0","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"31","activity_13","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"31","activity_14","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"32","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"32","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"32","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"32","activity_05","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"32","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"32","activity_13","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"32","activity_14","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"33","activity_12","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"33","activity_07","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"33","activity_06","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"33","activity_05","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"33","activity_02","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"33","activity_13","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"33","activity_14","yes","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"34","activity_07","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"34","activity_05","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"34","activity_06","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"34","activity_02","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"34","activity_13","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"34","activity_14","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"35","activity_12","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"35","activity_07","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
"35","activity_06","no","yes","no","activity_12__+__activity_07__+__activity_06__+__activity_05__+__activity_02__+__activity_13__+__activity_14"
