"trace_id","activities","owner","employed","age","income","g"
"10","activity_01","no","yes","40-59yo","middle","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"10","activity_04","no","yes","40-59yo","middle","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"10","activity_01","no","yes","40-59yo","middle","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"10","activity_05","no","yes","40-59yo","middle","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"11","activity_01","no","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"11","activity_04","no","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"11","activity_07","no","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"11","activity_06","no","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"11","activity_05","no","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"11","activity_05","no","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"11","activity_02","no","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"11","activity_03","no","no","80yo+","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"12","activity_10","yes","yes","20-39yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"12","activity_06","yes","yes","20-39yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"12","activity_02","yes","yes","20-39yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"13","activity_06","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"13","activity_03","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"13","activity_02","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"13","activity_10","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"13","activity_07","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"14","activity_03","no","yes","80yo+","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"14","activity_01","no","yes","80yo+","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"14","activity_04","no","yes","80yo+","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"14","activity_01","no","yes","80yo+","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"14","activity_05","no","yes","80yo+","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"15","activity_10","no","no","80yo+","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"15","activity_07","no","no","80yo+","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"15","activity_08","no","no","80yo+","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"15","activity_09","no","no","80yo+","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"16","activity_05","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_01","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_07","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_02","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_06","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_04","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_05","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_03","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_02","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"16","activity_03","yes","no","80yo+","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"17","activity_10","no","no","80yo+","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"17","activity_07","no","no","80yo+","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"17","activity_08","no","no","80yo+","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"17","activity_09","no","no","80yo+","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"18","activity_09","no","yes","60-79yo","low","activity_09__+__activity_04__+__activity_02"
"18","activity_04","no","yes","60-79yo","low","activity_09__+__activity_04__+__activity_02"
"18","activity_02","no","yes","60-79yo","low","activity_09__+__activity_04__+__activity_02"
"19","activity_08","no","yes","40-59yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"19","activity_09","no","yes","40-59yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"19","activity_10","no","yes","40-59yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"19","activity_07","no","yes","40-59yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"20","activity_09","yes","yes","0-19yo","middle","activity_09__+__activity_04__+__activity_02"
"20","activity_04","yes","yes","0-19yo","middle","activity_09__+__activity_04__+__activity_02"
"20","activity_02","yes","yes","0-19yo","middle","activity_09__+__activity_04__+__activity_02"
"21","activity_10","no","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"21","activity_06","no","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"21","activity_02","no","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"21","activity_03","no","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"21","activity_07","no","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"22","activity_09","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"22","activity_04","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"22","activity_02","yes","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"23","activity_10","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"23","activity_10","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"23","activity_03","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"23","activity_10","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"23","activity_02","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"23","activity_07","no","yes","40-59yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"24","activity_03","yes","yes","20-39yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"24","activity_01","yes","yes","20-39yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"24","activity_04","yes","yes","20-39yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"24","activity_01","yes","yes","20-39yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"24","activity_05","yes","yes","20-39yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"25","activity_01","yes","no","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"25","activity_01","yes","no","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"25","activity_05","yes","no","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"25","activity_04","yes","no","0-19yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"26","activity_10","no","no","0-19yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"26","activity_06","no","no","0-19yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"26","activity_02","no","no","0-19yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"26","activity_03","no","no","0-19yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"26","activity_07","no","no","0-19yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"27","activity_08","no","yes","20-39yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"27","activity_09","no","yes","20-39yo","low","activity_10__+__activity_07__+__activity_08__+__activity_09"
"28","activity_09","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"28","activity_04","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"28","activity_02","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"29","activity_01","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"29","activity_07","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"29","activity_06","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"29","activity_05","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"29","activity_02","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"29","activity_03","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"30","noise_3","no","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"30","activity_09","no","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"30","activity_02","no","no","60-79yo","high","activity_09__+__activity_04__+__activity_02"
"31","activity_01","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"31","activity_04","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"31","activity_07","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"31","activity_06","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"31","activity_05","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"31","activity_05","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"31","activity_02","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"31","activity_03","yes","no","80yo+","middle","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"32","activity_01","yes","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"32","activity_04","yes","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"32","activity_07","yes","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"32","activity_06","yes","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"32","activity_05","yes","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"32","activity_05","yes","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"32","activity_02","yes","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"32","activity_03","yes","no","20-39yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"33","activity_10","yes","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"33","activity_06","yes","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"33","activity_02","yes","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"33","activity_03","yes","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"33","activity_07","yes","yes","60-79yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"34","activity_10","yes","no","40-59yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"34","activity_07","yes","no","40-59yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"34","activity_08","yes","no","40-59yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"34","activity_09","yes","no","40-59yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"35","activity_07","no","no","80yo+","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"35","activity_09","no","no","80yo+","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"35","activity_09","no","no","80yo+","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"36","activity_05","yes","yes","60-79yo","middle","activity_09__+__activity_04__+__activity_02"
"36","activity_09","yes","yes","60-79yo","middle","activity_09__+__activity_04__+__activity_02"
"36","noise_1","yes","yes","60-79yo","middle","activity_09__+__activity_04__+__activity_02"
"36","noise_2","yes","yes","60-79yo","middle","activity_09__+__activity_04__+__activity_02"
"37","activity_10","no","no","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"37","activity_06","no","no","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"37","activity_02","no","no","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"37","activity_03","no","no","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"37","activity_07","no","no","40-59yo","high","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"38","activity_05","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"38","activity_09","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"38","activity_08","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"38","activity_04","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"38","activity_02","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"38","activity_04","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"39","activity_07","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"39","activity_10","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"39","noise_4","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"39","activity_09","no","no","0-19yo","middle","activity_10__+__activity_07__+__activity_08__+__activity_09"
"40","activity_09","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"40","activity_04","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"40","activity_02","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"41","activity_07","yes","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"41","activity_06","yes","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"41","activity_05","yes","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"41","activity_05","yes","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"41","activity_04","yes","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"41","activity_07","yes","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"41","activity_02","yes","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"41","activity_03","yes","no","20-39yo","high","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"42","activity_09","yes","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"42","activity_04","yes","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"42","activity_02","yes","yes","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"43","activity_01","no","yes","60-79yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"43","activity_04","no","yes","60-79yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"43","activity_07","no","yes","60-79yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"43","activity_06","no","yes","60-79yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"43","activity_05","no","yes","60-79yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"43","activity_05","no","yes","60-79yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"43","activity_02","no","yes","60-79yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"43","activity_03","no","yes","60-79yo","low","activity_01__+__activity_04__+__activity_07__+__activity_06__+__activity_05__+__activity_05__+__activity_02__+__activity_03"
"44","activity_04","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"44","activity_09","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"44","activity_04","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"44","noise_4","no","no","20-39yo","high","activity_09__+__activity_04__+__activity_02"
"45","activity_10","no","yes","40-59yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"45","activity_06","no","yes","40-59yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"45","activity_02","no","yes","40-59yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"45","activity_03","no","yes","40-59yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"45","activity_07","no","yes","40-59yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"46","activity_03","yes","yes","60-79yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"46","activity_04","yes","yes","60-79yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"46","activity_01","yes","yes","60-79yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"46","activity_05","yes","yes","60-79yo","low","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"47","activity_03","yes","yes","40-59yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"47","activity_01","yes","yes","40-59yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"47","activity_04","yes","yes","40-59yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"47","activity_01","yes","yes","40-59yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"47","activity_05","yes","yes","40-59yo","high","activity_03__+__activity_01__+__activity_04__+__activity_01__+__activity_05"
"48","activity_09","yes","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"48","activity_04","yes","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"48","activity_02","yes","no","80yo+","high","activity_09__+__activity_04__+__activity_02"
"49","activity_02","yes","no","0-19yo","middle","activity_09__+__activity_04__+__activity_02"
"49","activity_04","yes","no","0-19yo","middle","activity_09__+__activity_04__+__activity_02"
"49","activity_09","yes","no","0-19yo","middle","activity_09__+__activity_04__+__activity_02"
"50","activity_10","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"50","activity_06","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"50","activity_02","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"50","activity_03","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"50","activity_07","no","yes","60-79yo","low","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"51","activity_09","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"51","activity_04","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"51","activity_02","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"52","activity_06","yes","no","60-79yo","low","activity_09__+__activity_04__+__activity_02"
"52","activity_02","yes","no","60-79yo","low","activity_09__+__activity_04__+__activity_02"
"52","activity_09","yes","no","60-79yo","low","activity_09__+__activity_04__+__activity_02"
"53","activity_09","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"53","activity_04","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"53","activity_02","no","no","0-19yo","high","activity_09__+__activity_04__+__activity_02"
"54","activity_09","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
"54","activity_04","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
"54","activity_02","no","yes","80yo+","high","activity_09__+__activity_04__+__activity_02"
"55","activity_10","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"55","activity_06","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
"55","noise_0","no","yes","0-19yo","middle","activity_10__+__activity_06__+__activity_02__+__activity_03__+__activity_07"
