"trace_id","activities","owner","employed","age","income"
"15","activity_06","yes","no","80yo+","high"
"15","activity_05","yes","no","80yo+","high"
"15","activity_05","yes","no","80yo+","high"
"15","activity_02","yes","no","80yo+","high"
"15","activity_03","yes","no","80yo+","high"
"16","activity_09","yes","yes","60-79yo","high"
"16","activity_04","yes","yes","60-79yo","high"
"16","activity_02","yes","yes","60-79yo","high"
"17","activity_03","yes","yes","20-39yo","high"
"17","activity_01","yes","yes","20-39yo","high"
"17","activity_04","yes","yes","20-39yo","high"
"17","activity_01","yes","yes","20-39yo","high"
"17","activity_05","yes","yes","20-39yo","high"
"18","activity_10","no","yes","40-59yo","middle"
"18","activity_06","no","yes","40-59yo","middle"
"18","activity_02","no","yes","40-59yo","middle"
"18","activity_03","no","yes","40-59yo","middle"
"18","activity_07","no","yes","40-59yo","middle"
"19","activity_09","no","yes","80yo+","high"
"19","activity_04","no","yes","80yo+","high"
"19","activity_02","no","yes","80yo+","high"
"20","activity_10","no","no","80yo+","low"
"20","activity_07","no","no","80yo+","low"
"20","activity_08","no","no","80yo+","low"
"20","activity_09","no","no","80yo+","low"
"21","activity_09","yes","yes","80yo+","high"
"21","activity_04","yes","yes","80yo+","high"
"21","activity_02","yes","yes","80yo+","high"
"22","activity_09","yes","yes","40-59yo","high"
"22","activity_04","yes","yes","40-59yo","high"
"22","activity_02","yes","yes","40-59yo","high"
"23","activity_10","no","no","20-39yo","middle"
"23","activity_07","no","no","20-39yo","middle"
"23","activity_08","no","no","20-39yo","middle"
"23","activity_09","no","no","20-39yo","middle"
"24","activity_09","yes","yes","80yo+","high"
"24","activity_04","yes","yes","80yo+","high"
"24","activity_02","yes","yes","80yo+","high"
"25","activity_09","yes","yes","0-19yo","high"
"25","activity_04","yes","yes","0-19yo","high"
"25","activity_02","yes","yes","0-19yo","high"
"26","activity_10","yes","yes","40-59yo","high"
"26","activity_06","yes","yes","40-59yo","high"
"26","activity_02","yes","yes","40-59yo","high"
"26","activity_03","yes","yes","40-59yo","high"
"26","activity_07","yes","yes","40-59yo","high"
"27","activity_09","no","yes","80yo+","high"
"27","activity_04","no","yes","80yo+","high"
"27","activity_02","no","yes","80yo+","high"
"28","activity_10","no","no","40-59yo","high"
"28","activity_07","no","no","40-59yo","high"
"28","activity_08","no","no","40-59yo","high"
"28","activity_09","no","no","40-59yo","high"
"29","activity_09","yes","no","80yo+","high"
"29","activity_04","yes","no","80yo+","high"
"29","activity_02","yes","no","80yo+","high"
"30","activity_09","yes","yes","0-19yo","high"
"30","activity_04","yes","yes","0-19yo","high"
"30","activity_02","yes","yes","0-19yo","high"
"31","activity_10","no","yes","60-79yo","high"
"31","activity_06","no","yes","60-79yo","high"
"31","activity_02","no","yes","60-79yo","high"
"31","activity_03","no","yes","60-79yo","high"
"31","activity_07","no","yes","60-79yo","high"
"32","activity_01","no","no","60-79yo","middle"
"32","activity_04","no","no","60-79yo","middle"
"32","activity_07","no","no","60-79yo","middle"
"32","activity_06","no","no","60-79yo","middle"
"32","activity_05","no","no","60-79yo","middle"
"32","activity_05","no","no","60-79yo","middle"
"32","activity_02","no","no","60-79yo","middle"
"32","activity_03","no","no","60-79yo","middle"
"33","activity_10","no","yes","20-39yo","high"
"33","activity_06","no","yes","20-39yo","high"
"33","activity_02","no","yes","20-39yo","high"
"33","activity_03","no","yes","20-39yo","high"
"33","activity_07","no","yes","20-39yo","high"
"34","activity_09","no","no","80yo+","high"
"34","activity_04","no","no","80yo+","high"
"34","activity_02","no","no","80yo+","high"
"35","activity_09","yes","no","80yo+","high"
"35","activity_04","yes","no","80yo+","high"
"35","activity_02","yes","no","80yo+","high"
"36","activity_10","no","no","0-19yo","middle"
"36","activity_07","no","no","0-19yo","middle"
"36","activity_08","no","no","0-19yo","middle"
"36","activity_09","no","no","0-19yo","middle"
"37","activity_10","yes","yes","60-79yo","low"
"37","activity_06","yes","yes","60-79yo","low"
"37","activity_02","yes","yes","60-79yo","low"
"37","activity_03","yes","yes","60-79yo","low"
"37","activity_07","yes","yes","60-79yo","low"
"38","activity_09","yes","no","80yo+","high"
"38","activity_04","yes","no","80yo+","high"
"38","activity_02","yes","no","80yo+","high"
"39","activity_10","no","yes","0-19yo","high"
"39","activity_07","no","yes","0-19yo","high"
"39","activity_08","no","yes","0-19yo","high"
"39","activity_09","no","yes","0-19yo","high"
"40","activity_10","no","yes","40-59yo","low"
"40","activity_06","no","yes","40-59yo","low"
"40","activity_02","no","yes","40-59yo","low"
"40","activity_03","no","yes","40-59yo","low"
"40","activity_07","no","yes","40-59yo","low"
"41","activity_10","no","no","60-79yo","low"
"41","activity_07","no","no","60-79yo","low"
"41","activity_08","no","no","60-79yo","low"
"41","activity_09","no","no","60-79yo","low"
"42","activity_09","yes","yes","80yo+","high"
"42","activity_04","yes","yes","80yo+","high"
"42","activity_02","yes","yes","80yo+","high"
"43","activity_10","no","yes","80yo+","high"
"43","activity_06","no","yes","80yo+","high"
"43","activity_02","no","yes","80yo+","high"
"43","activity_03","no","yes","80yo+","high"
"43","activity_07","no","yes","80yo+","high"
"44","activity_01","no","no","20-39yo","low"
"44","activity_04","no","no","20-39yo","low"
"44","activity_07","no","no","20-39yo","low"
"44","activity_06","no","no","20-39yo","low"
"44","activity_05","no","no","20-39yo","low"
"44","activity_05","no","no","20-39yo","low"
"44","activity_02","no","no","20-39yo","low"
"44","activity_03","no","no","20-39yo","low"
"45","activity_10","no","no","20-39yo","high"
"45","activity_07","no","no","20-39yo","high"
"45","activity_08","no","no","20-39yo","high"
"45","activity_09","no","no","20-39yo","high"
"46","activity_09","no","no","0-19yo","high"
"46","activity_04","no","no","0-19yo","high"
"46","activity_02","no","no","0-19yo","high"
"47","activity_09","yes","yes","80yo+","high"
"47","activity_04","yes","yes","80yo+","high"
"47","activity_02","yes","yes","80yo+","high"
"48","activity_09","no","yes","0-19yo","high"
"48","activity_04","no","yes","0-19yo","high"
"48","activity_02","no","yes","0-19yo","high"
"49","activity_09","yes","yes","80yo+","high"
"49","activity_04","yes","yes","80yo+","high"
"49","activity_02","yes","yes","80yo+","high"
"50","activity_03","yes","yes","80yo+","low"
"50","activity_01","yes","yes","80yo+","low"
"50","activity_04","yes","yes","80yo+","low"
"50","activity_01","yes","yes","80yo+","low"
"50","activity_05","yes","yes","80yo+","low"
"51","activity_10","yes","yes","20-39yo","middle"
"51","activity_06","yes","yes","20-39yo","middle"
"51","activity_02","yes","yes","20-39yo","middle"
"51","activity_03","yes","yes","20-39yo","middle"
"51","activity_07","yes","yes","20-39yo","middle"
"52","activity_03","yes","yes","80yo+","low"
"52","activity_01","yes","yes","80yo+","low"
"52","activity_04","yes","yes","80yo+","low"
"52","activity_01","yes","yes","80yo+","low"
"52","activity_05","yes","yes","80yo+","low"
"53","activity_10","no","yes","20-39yo","high"
"53","activity_07","no","yes","20-39yo","high"
"53","activity_08","no","yes","20-39yo","high"
"53","activity_09","no","yes","20-39yo","high"
"54","activity_01","no","no","60-79yo","middle"
"54","activity_04","no","no","60-79yo","middle"
"54","activity_07","no","no","60-79yo","middle"
"54","activity_06","no","no","60-79yo","middle"
"54","activity_05","no","no","60-79yo","middle"
"54","activity_05","no","no","60-79yo","middle"
"54","activity_02","no","no","60-79yo","middle"
"54","activity_03","no","no","60-79yo","middle"
"55","activity_01","yes","no","60-79yo","middle"
"55","activity_04","yes","no","60-79yo","middle"
"55","activity_07","yes","no","60-79yo","middle"
"55","activity_06","yes","no","60-79yo","middle"
"55","activity_05","yes","no","60-79yo","middle"
"55","activity_05","yes","no","60-79yo","middle"
"55","activity_02","yes","no","60-79yo","middle"
"55","activity_03","yes","no","60-79yo","middle"
"56","activity_10","no","yes","0-19yo","high"
"56","activity_07","no","yes","0-19yo","high"
"56","activity_08","no","yes","0-19yo","high"
"56","activity_09","no","yes","0-19yo","high"
"57","activity_03","yes","no","0-19yo","low"
"57","activity_01","yes","no","0-19yo","low"
"57","activity_04","yes","no","0-19yo","low"
"57","activity_01","yes","no","0-19yo","low"
"57","activity_05","yes","no","0-19yo","low"
"58","activity_09","no","no","40-59yo","high"
"58","activity_04","no","no","40-59yo","high"
"58","activity_02","no","no","40-59yo","high"
"59","activity_09","no","yes","20-39yo","high"
"59","activity_04","no","yes","20-39yo","high"
"59","activity_02","no","yes","20-39yo","high"
"60","activity_10","no","no","20-39yo","low"
"60","activity_07","no","no","20-39yo","low"
"60","activity_08","no","no","20-39yo","low"
"60","activity_09","no","no","20-39yo","low"
"61","activity_10","no","no","40-59yo","high"
"61","activity_07","no","no","40-59yo","high"
"61","activity_08","no","no","40-59yo","high"
"61","activity_09","no","no","40-59yo","high"
"62","activity_09","yes","no","40-59yo","high"
"62","activity_04","yes","no","40-59yo","high"
"62","activity_02","yes","no","40-59yo","high"
"63","activity_10","no","yes","40-59yo","middle"
"63","activity_07","no","yes","40-59yo","middle"
"63","activity_08","no","yes","40-59yo","middle"
"63","activity_09","no","yes","40-59yo","middle"
"64","activity_01","no","no","0-19yo","low"
"64","activity_04","no","no","0-19yo","low"
"64","activity_07","no","no","0-19yo","low"
"64","activity_06","no","no","0-19yo","low"
"64","activity_05","no","no","0-19yo","low"
"64","activity_05","no","no","0-19yo","low"
"64","activity_02","no","no","0-19yo","low"
"64","activity_03","no","no","0-19yo","low"
"65","activity_09","yes","yes","0-19yo","high"
"65","activity_04","yes","yes","0-19yo","high"
"65","activity_02","yes","yes","0-19yo","high"
"66","activity_01","yes","no","40-59yo","low"
"66","activity_04","yes","no","40-59yo","low"
"66","activity_07","yes","no","40-59yo","low"
"66","activity_06","yes","no","40-59yo","low"
"66","activity_05","yes","no","40-59yo","low"
"66","activity_05","yes","no","40-59yo","low"
"66","activity_02","yes","no","40-59yo","low"
"66","activity_03","yes","no","40-59yo","low"
"67","activity_09","yes","no","0-19yo","high"
"67","activity_04","yes","no","0-19yo","high"
"67","activity_02","yes","no","0-19yo","high"
"68","activity_09","no","yes","40-59yo","high"
"68","activity_04","no","yes","40-59yo","high"
"68","activity_02","no","yes","40-59yo","high"
"69","activity_10","no","yes","60-79yo","middle"
"69","activity_06","no","yes","60-79yo","middle"
"69","activity_02","no","yes","60-79yo","middle"
"69","activity_03","no","yes","60-79yo","middle"
"69","activity_07","no","yes","60-79yo","middle"
"70","activity_09","yes","yes","40-59yo","high"
"70","activity_04","yes","yes","40-59yo","high"
"70","activity_02","yes","yes","40-59yo","high"
"71","activity_10","no","yes","60-79yo","middle"
"71","activity_07","no","yes","60-79yo","middle"
"71","activity_08","no","yes","60-79yo","middle"
"71","activity_09","no","yes","60-79yo","middle"
"72","activity_10","yes","yes","20-39yo","high"
"72","activity_06","yes","yes","20-39yo","high"
"72","activity_02","yes","yes","20-39yo","high"
"72","activity_03","yes","yes","20-39yo","high"
"72","activity_07","yes","yes","20-39yo","high"
"73","activity_10","no","no","60-79yo","middle"
"73","activity_07","no","no","60-79yo","middle"
"73","activity_08","no","no","60-79yo","middle"
"73","activity_09","no","no","60-79yo","middle"
"74","activity_10","yes","yes","80yo+","middle"
"74","activity_06","yes","yes","80yo+","middle"
"74","activity_02","yes","yes","80yo+","middle"
"74","activity_03","yes","yes","80yo+","middle"
"74","activity_07","yes","yes","80yo+","middle"
"75","activity_09","no","no","80yo+","high"
"75","activity_04","no","no","80yo+","high"
"75","activity_02","no","no","80yo+","high"
"76","activity_10","yes","yes","40-59yo","high"
"76","activity_06","yes","yes","40-59yo","high"
"76","activity_02","yes","yes","40-59yo","high"
"76","activity_03","yes","yes","40-59yo","high"
"76","activity_07","yes","yes","40-59yo","high"
"77","activity_09","yes","no","40-59yo","high"
"77","activity_04","yes","no","40-59yo","high"
"77","activity_02","yes","no","40-59yo","high"
"78","activity_03","yes","no","40-59yo","high"
"78","activity_01","yes","no","40-59yo","high"
"78","activity_04","yes","no","40-59yo","high"
"78","activity_01","yes","no","40-59yo","high"
"78","activity_05","yes","no","40-59yo","high"
"79","activity_09","yes","yes","20-39yo","high"
"79","activity_04","yes","yes","20-39yo","high"
"79","activity_02","yes","yes","20-39yo","high"
"80","activity_09","yes","yes","40-59yo","high"
"80","activity_04","yes","yes","40-59yo","high"
"80","activity_02","yes","yes","40-59yo","high"
"81","activity_03","yes","no","80yo+","high"
"81","activity_01","yes","no","80yo+","high"
"81","activity_04","yes","no","80yo+","high"
"81","activity_01","yes","no","80yo+","high"
"81","activity_05","yes","no","80yo+","high"
"82","activity_10","yes","yes","60-79yo","low"
"82","activity_06","yes","yes","60-79yo","low"
"82","activity_02","yes","yes","60-79yo","low"
"82","activity_03","yes","yes","60-79yo","low"
"82","activity_07","yes","yes","60-79yo","low"
"83","activity_10","no","yes","20-39yo","low"
"83","activity_06","no","yes","20-39yo","low"
"83","activity_02","no","yes","20-39yo","low"
"83","activity_03","no","yes","20-39yo","low"
"83","activity_07","no","yes","20-39yo","low"
"84","activity_09","yes","yes","60-79yo","high"
"84","activity_04","yes","yes","60-79yo","high"
"84","activity_02","yes","yes","60-79yo","high"
"85","activity_10","no","yes","20-39yo","high"
"85","activity_07","no","yes","20-39yo","high"
"85","activity_08","no","yes","20-39yo","high"
"85","activity_09","no","yes","20-39yo","high"
"86","activity_01","yes","no","0-19yo","low"
"86","activity_04","yes","no","0-19yo","low"
"86","activity_07","yes","no","0-19yo","low"
"86","activity_06","yes","no","0-19yo","low"
"86","activity_05","yes","no","0-19yo","low"
"86","activity_05","yes","no","0-19yo","low"
"86","activity_02","yes","no","0-19yo","low"
"86","activity_03","yes","no","0-19yo","low"
"87","activity_09","yes","no","0-19yo","high"
"87","activity_04","yes","no","0-19yo","high"
"87","activity_02","yes","no","0-19yo","high"
"88","activity_10","yes","yes","20-39yo","middle"
"88","activity_06","yes","yes","20-39yo","middle"
"88","activity_02","yes","yes","20-39yo","middle"
"88","activity_03","yes","yes","20-39yo","middle"
"88","activity_07","yes","yes","20-39yo","middle"
"89","activity_10","no","yes","40-59yo","high"
"89","activity_07","no","yes","40-59yo","high"
"89","activity_08","no","yes","40-59yo","high"
"89","activity_09","no","yes","40-59yo","high"
"90","activity_10","no","yes","20-39yo","middle"
"90","activity_07","no","yes","20-39yo","middle"
"90","activity_08","no","yes","20-39yo","middle"
"90","activity_09","no","yes","20-39yo","middle"
"91","activity_10","no","yes","0-19yo","low"
"91","activity_07","no","yes","0-19yo","low"
"91","activity_08","no","yes","0-19yo","low"
"91","activity_09","no","yes","0-19yo","low"
"92","activity_10","no","yes","80yo+","high"
"92","activity_06","no","yes","80yo+","high"
"92","activity_02","no","yes","80yo+","high"
"92","activity_03","no","yes","80yo+","high"
"92","activity_07","no","yes","80yo+","high"
"93","activity_10","no","yes","60-79yo","low"
"93","activity_07","no","yes","60-79yo","low"
"93","activity_08","no","yes","60-79yo","low"
"93","activity_09","no","yes","60-79yo","low"
"94","activity_09","no","yes","60-79yo","high"
"94","activity_04","no","yes","60-79yo","high"
"94","activity_02","no","yes","60-79yo","high"
"95","activity_09","yes","no","20-39yo","high"
"95","activity_04","yes","no","20-39yo","high"
"95","activity_02","yes","no","20-39yo","high"
"96","activity_09","no","no","0-19yo","high"
"96","activity_04","no","no","0-19yo","high"
"96","activity_02","no","no","0-19yo","high"
"97","activity_03","yes","no","0-19yo","low"
"97","activity_01","yes","no","0-19yo","low"
"97","activity_04","yes","no","0-19yo","low"
"97","activity_01","yes","no","0-19yo","low"
"97","activity_05","yes","no","0-19yo","low"
"98","activity_10","yes","yes","20-39yo","low"
"98","activity_06","yes","yes","20-39yo","low"
"98","activity_02","yes","yes","20-39yo","low"
"98","activity_03","yes","yes","20-39yo","low"
"98","activity_07","yes","yes","20-39yo","low"
"99","activity_03","yes","yes","80yo+","low"
"99","activity_01","yes","yes","80yo+","low"
"99","activity_04","yes","yes","80yo+","low"
"99","activity_01","yes","yes","80yo+","low"
"99","activity_05","yes","yes","80yo+","low"
