"trace_id","activities","owner","employed","age","income"
"38","activity_02","no","no","40-59yo","high"
"38","activity_07","no","no","40-59yo","high"
"38","activity_03","no","no","40-59yo","high"
"38","activity_05","no","no","40-59yo","high"
"39","activity_10","no","no","0-19yo","low"
"39","activity_07","no","no","0-19yo","low"
"39","activity_08","no","no","0-19yo","low"
"39","activity_06","no","no","0-19yo","low"
"40","activity_09","yes","yes","40-59yo","high"
"40","activity_04","yes","yes","40-59yo","high"
"40","activity_02","yes","yes","40-59yo","high"
"41","noise_3","yes","no","80yo+","low"
"41","activity_10","yes","no","80yo+","low"
"41","activity_07","yes","no","80yo+","low"
"41","activity_09","yes","no","80yo+","low"
"41","activity_08","yes","no","80yo+","low"
"42","activity_09","yes","no","0-19yo","high"
"42","activity_04","yes","no","0-19yo","high"
"42","noise_2","yes","no","0-19yo","high"
"43","activity_04","yes","no","20-39yo","high"
"43","activity_09","yes","no","20-39yo","high"
"44","activity_10","yes","yes","0-19yo","middle"
"44","activity_06","yes","yes","0-19yo","middle"
"44","noise_3","yes","yes","0-19yo","middle"
"44","activity_02","yes","yes","0-19yo","middle"
"44","activity_03","yes","yes","0-19yo","middle"
"44","activity_07","yes","yes","0-19yo","middle"
"45","activity_08","yes","yes","40-59yo","high"
"45","activity_10","yes","yes","40-59yo","high"
"45","activity_07","yes","yes","40-59yo","high"
"45","activity_08","yes","yes","40-59yo","high"
"45","activity_09","yes","yes","40-59yo","high"
"46","activity_01","no","no","20-39yo","low"
"46","activity_04","no","no","20-39yo","low"
"46","activity_07","no","no","20-39yo","low"
"46","activity_05","no","no","20-39yo","low"
"46","activity_06","no","no","20-39yo","low"
"46","noise_0","no","no","20-39yo","low"
"46","activity_05","no","no","20-39yo","low"
"47","activity_03","no","yes","80yo+","high"
"47","activity_01","no","yes","80yo+","high"
"47","activity_04","no","yes","80yo+","high"
"47","activity_01","no","yes","80yo+","high"
"47","activity_05","no","yes","80yo+","high"
"48","activity_10","no","yes","40-59yo","middle"
"48","activity_07","no","yes","40-59yo","middle"
"48","activity_08","no","yes","40-59yo","middle"
"48","activity_09","no","yes","40-59yo","middle"
"49","activity_10","no","yes","60-79yo","low"
"49","activity_07","no","yes","60-79yo","low"
"49","activity_08","no","yes","60-79yo","low"
"49","activity_09","no","yes","60-79yo","low"
"50","activity_03","yes","yes","80yo+","low"
"50","activity_01","yes","yes","80yo+","low"
"50","activity_04","yes","yes","80yo+","low"
"50","activity_01","yes","yes","80yo+","low"
"50","activity_05","yes","yes","80yo+","low"
"51","activity_08","no","no","0-19yo","middle"
"51","activity_10","no","no","0-19yo","middle"
"51","activity_07","no","no","0-19yo","middle"
"51","activity_09","no","no","0-19yo","middle"
"52","activity_01","yes","no","40-59yo","middle"
"52","activity_07","yes","no","40-59yo","middle"
"52","activity_04","yes","no","40-59yo","middle"
"52","activity_05","yes","no","40-59yo","middle"
"52","activity_06","yes","no","40-59yo","middle"
"52","activity_05","yes","no","40-59yo","middle"
"52","noise_0","yes","no","40-59yo","middle"
"52","activity_03","yes","no","40-59yo","middle"
"53","activity_09","no","yes","20-39yo","middle"
"53","activity_04","no","yes","20-39yo","middle"
"54","activity_10","yes","no","40-59yo","middle"
"54","activity_07","yes","no","40-59yo","middle"
"54","activity_06","yes","no","40-59yo","middle"
"54","activity_07","yes","no","40-59yo","middle"
"54","activity_02","yes","no","40-59yo","middle"
"54","activity_03","yes","no","40-59yo","middle"
"55","activity_08","no","yes","20-39yo","low"
"55","activity_10","no","yes","20-39yo","low"
"55","activity_07","no","yes","20-39yo","low"
"55","activity_09","no","yes","20-39yo","low"
"56","activity_09","yes","no","0-19yo","high"
"56","activity_04","yes","no","0-19yo","high"
"56","activity_02","yes","no","0-19yo","high"
"57","activity_09","no","yes","0-19yo","high"
"57","activity_04","no","yes","0-19yo","high"
"57","activity_02","no","yes","0-19yo","high"
"58","activity_03","no","no","40-59yo","high"
"58","activity_09","no","no","40-59yo","high"
"58","activity_04","no","no","40-59yo","high"
"58","activity_02","no","no","40-59yo","high"
"59","activity_09","yes","yes","80yo+","high"
"59","activity_04","yes","yes","80yo+","high"
"59","activity_02","yes","yes","80yo+","high"
"60","activity_02","no","no","20-39yo","middle"
"60","activity_08","no","no","20-39yo","middle"
"60","activity_07","no","no","20-39yo","middle"
"60","noise_4","no","no","20-39yo","middle"
"60","activity_09","no","no","20-39yo","middle"
"61","activity_01","yes","yes","20-39yo","high"
"61","activity_04","yes","yes","20-39yo","high"
"61","activity_07","yes","yes","20-39yo","high"
"61","activity_06","yes","yes","20-39yo","high"
"61","activity_05","yes","yes","20-39yo","high"
"61","activity_05","yes","yes","20-39yo","high"
"61","activity_02","yes","yes","20-39yo","high"
"61","activity_03","yes","yes","20-39yo","high"
"62","activity_10","yes","yes","60-79yo","low"
"62","noise_1","yes","yes","60-79yo","low"
"62","activity_06","yes","yes","60-79yo","low"
"62","activity_02","yes","yes","60-79yo","low"
"62","activity_03","yes","yes","60-79yo","low"
"62","activity_03","yes","yes","60-79yo","low"
"62","noise_3","yes","yes","60-79yo","low"
"62","activity_07","yes","yes","60-79yo","low"
"63","activity_01","yes","yes","40-59yo","low"
"63","activity_04","yes","yes","40-59yo","low"
"63","activity_05","yes","yes","40-59yo","low"
"63","activity_01","yes","yes","40-59yo","low"
"63","activity_03","yes","yes","40-59yo","low"
"64","activity_09","no","no","80yo+","low"
"64","activity_04","no","no","80yo+","low"
"64","noise_3","no","no","80yo+","low"
"64","activity_02","no","no","80yo+","low"
"65","activity_10","no","no","80yo+","high"
"65","activity_07","no","no","80yo+","high"
"65","noise_4","no","no","80yo+","high"
"65","activity_08","no","no","80yo+","high"
"65","activity_08","no","no","80yo+","high"
"65","activity_09","no","no","80yo+","high"
"66","activity_09","no","yes","80yo+","high"
"66","activity_04","no","yes","80yo+","high"
"66","activity_02","no","yes","80yo+","high"
"67","activity_09","no","yes","80yo+","high"
"67","activity_04","no","yes","80yo+","high"
"67","activity_02","no","yes","80yo+","high"
"68","activity_06","no","yes","20-39yo","low"
"68","activity_02","no","yes","20-39yo","low"
"68","activity_03","no","yes","20-39yo","low"
"68","activity_07","no","yes","20-39yo","low"
"69","activity_01","yes","no","20-39yo","low"
"69","noise_1","yes","no","20-39yo","low"
"69","activity_05","yes","no","20-39yo","low"
"69","activity_04","yes","no","20-39yo","low"
"69","activity_02","yes","no","20-39yo","low"
"69","activity_06","yes","no","20-39yo","low"
"69","activity_03","yes","no","20-39yo","low"
"70","activity_03","yes","no","80yo+","middle"
"70","activity_01","yes","no","80yo+","middle"
"70","activity_04","yes","no","80yo+","middle"
"70","activity_01","yes","no","80yo+","middle"
"70","activity_04","yes","no","80yo+","middle"
"70","activity_05","yes","no","80yo+","middle"
"71","activity_10","yes","yes","0-19yo","high"
"71","activity_06","yes","yes","0-19yo","high"
"71","activity_02","yes","yes","0-19yo","high"
"71","activity_03","yes","yes","0-19yo","high"
"71","activity_07","yes","yes","0-19yo","high"
"72","activity_09","no","yes","0-19yo","high"
"72","activity_04","no","yes","0-19yo","high"
"72","activity_02","no","yes","0-19yo","high"
"73","noise_2","yes","yes","20-39yo","high"
"74","activity_01","yes","no","80yo+","high"
"74","activity_03","yes","no","80yo+","high"
"74","activity_01","yes","no","80yo+","high"
"74","noise_1","yes","no","80yo+","high"
"74","activity_05","yes","no","80yo+","high"
"75","activity_10","yes","no","60-79yo","high"
"75","activity_06","yes","no","60-79yo","high"
"75","activity_02","yes","no","60-79yo","high"
"75","activity_03","yes","no","60-79yo","high"
"75","activity_07","yes","no","60-79yo","high"
"76","activity_10","yes","yes","60-79yo","low"
"76","activity_06","yes","yes","60-79yo","low"
"76","activity_02","yes","yes","60-79yo","low"
"76","activity_03","yes","yes","60-79yo","low"
"76","activity_07","yes","yes","60-79yo","low"
"77","activity_10","yes","no","60-79yo","middle"
"77","activity_07","yes","no","60-79yo","middle"
"77","activity_08","yes","no","60-79yo","middle"
"77","activity_09","yes","no","60-79yo","middle"
"78","activity_10","no","yes","20-39yo","low"
"78","activity_07","no","yes","20-39yo","low"
"78","activity_08","no","yes","20-39yo","low"
"78","activity_07","no","yes","20-39yo","low"
"78","activity_09","no","yes","20-39yo","low"
"79","activity_09","yes","yes","80yo+","high"
"79","activity_04","yes","yes","80yo+","high"
"79","noise_1","yes","yes","80yo+","high"
"79","activity_02","yes","yes","80yo+","high"
"80","activity_09","no","yes","60-79yo","high"
"80","activity_06","no","yes","60-79yo","high"
"80","activity_04","no","yes","60-79yo","high"
"80","activity_02","no","yes","60-79yo","high"
"81","activity_04","yes","yes","80yo+","high"
"81","activity_09","yes","yes","80yo+","high"
"81","activity_02","yes","yes","80yo+","high"
"82","activity_10","no","no","0-19yo","low"
"82","activity_07","no","no","0-19yo","low"
"82","activity_08","no","no","0-19yo","low"
"82","activity_09","no","no","0-19yo","low"
"83","activity_10","yes","no","80yo+","high"
"83","activity_07","yes","no","80yo+","high"
"83","activity_08","yes","no","80yo+","high"
"83","activity_09","yes","no","80yo+","high"
"84","activity_09","no","no","0-19yo","high"
"84","activity_04","no","no","0-19yo","high"
"84","activity_02","no","no","0-19yo","high"
"85","activity_10","yes","yes","60-79yo","middle"
"85","activity_02","yes","yes","60-79yo","middle"
"85","activity_07","yes","yes","60-79yo","middle"
"85","activity_06","yes","yes","60-79yo","middle"
"85","activity_03","yes","yes","60-79yo","middle"
"86","activity_02","yes","yes","80yo+","high"
"86","activity_06","yes","yes","80yo+","high"
"86","activity_03","yes","yes","80yo+","high"
"86","activity_10","yes","yes","80yo+","high"
"87","noise_2","yes","no","0-19yo","high"
"87","activity_07","yes","no","0-19yo","high"
"87","activity_10","yes","no","0-19yo","high"
"87","activity_09","yes","no","0-19yo","high"
"88","activity_10","no","yes","0-19yo","high"
"88","activity_07","no","yes","0-19yo","high"
"88","activity_09","no","yes","0-19yo","high"
"88","activity_05","no","yes","0-19yo","high"
"89","activity_03","yes","no","20-39yo","low"
"89","activity_01","yes","no","20-39yo","low"
"89","activity_06","yes","no","20-39yo","low"
"89","activity_01","yes","no","20-39yo","low"
"89","activity_05","yes","no","20-39yo","low"
"90","activity_10","no","no","60-79yo","middle"
"90","activity_06","no","no","60-79yo","middle"
"90","activity_02","no","no","60-79yo","middle"
"90","activity_03","no","no","60-79yo","middle"
"90","activity_07","no","no","60-79yo","middle"
"91","activity_04","no","no","60-79yo","high"
"91","activity_09","no","no","60-79yo","high"
"91","activity_05","no","no","60-79yo","high"
"91","activity_02","no","no","60-79yo","high"
"92","activity_01","yes","yes","80yo+","high"
"92","activity_04","yes","yes","80yo+","high"
"92","activity_07","yes","yes","80yo+","high"
"92","activity_06","yes","yes","80yo+","high"
"92","activity_05","yes","yes","80yo+","high"
"92","activity_05","yes","yes","80yo+","high"
"92","activity_02","yes","yes","80yo+","high"
"92","activity_03","yes","yes","80yo+","high"
"93","noise_2","yes","yes","20-39yo","middle"
"94","activity_03","yes","yes","0-19yo","high"
"94","activity_01","yes","yes","0-19yo","high"
"94","activity_04","yes","yes","0-19yo","high"
"94","activity_01","yes","yes","0-19yo","high"
"94","activity_05","yes","yes","0-19yo","high"
"95","activity_09","yes","no","60-79yo","high"
"95","activity_04","yes","no","60-79yo","high"
"95","activity_02","yes","no","60-79yo","high"
"96","activity_09","yes","yes","40-59yo","high"
"96","activity_06","yes","yes","40-59yo","high"
"96","activity_04","yes","yes","40-59yo","high"
"96","noise_4","yes","yes","40-59yo","high"
"96","activity_02","yes","yes","40-59yo","high"
"97","activity_09","no","no","40-59yo","middle"
"97","activity_04","no","no","40-59yo","middle"
"97","activity_02","no","no","40-59yo","middle"
"98","activity_10","no","yes","0-19yo","middle"
"98","activity_06","no","yes","0-19yo","middle"
"98","activity_02","no","yes","0-19yo","middle"
"98","activity_03","no","yes","0-19yo","middle"
"99","activity_04","no","yes","80yo+","high"
"99","activity_02","no","yes","80yo+","high"
"99","noise_4","no","yes","80yo+","high"
