"trace_id","activities","owner","employed","age","income"
"19","activity_04","yes","no","0-19yo","middle"
"19","activity_07","yes","no","0-19yo","middle"
"19","activity_06","yes","no","0-19yo","middle"
"19","activity_05","yes","no","0-19yo","middle"
"19","activity_05","yes","no","0-19yo","middle"
"19","activity_02","yes","no","0-19yo","middle"
"19","activity_03","yes","no","0-19yo","middle"
"20","activity_09","yes","no","0-19yo","high"
"20","activity_04","yes","no","0-19yo","high"
"20","activity_02","yes","no","0-19yo","high"
"21","activity_09","no","yes","80yo+","high"
"21","activity_04","no","yes","80yo+","high"
"21","activity_02","no","yes","80yo+","high"
"22","activity_10","no","no","20-39yo","high"
"22","activity_07","no","no","20-39yo","high"
"22","activity_08","no","no","20-39yo","high"
"22","activity_09","no","no","20-39yo","high"
"23","activity_09","no","no","20-39yo","high"
"23","activity_04","no","no","20-39yo","high"
"23","activity_02","no","no","20-39yo","high"
"24","activity_10","no","no","0-19yo","middle"
"24","activity_07","no","no","0-19yo","middle"
"24","activity_08","no","no","0-19yo","middle"
"24","activity_09","no","no","0-19yo","middle"
"25","activity_10","no","yes","40-59yo","high"
"25","activity_06","no","yes","40-59yo","high"
"25","activity_02","no","yes","40-59yo","high"
"25","activity_03","no","yes","40-59yo","high"
"25","activity_07","no","yes","40-59yo","high"
"26","activity_09","no","yes","60-79yo","high"
"26","activity_04","no","yes","60-79yo","high"
"26","activity_02","no","yes","60-79yo","high"
"27","activity_09","no","yes","0-19yo","high"
"27","activity_04","no","yes","0-19yo","high"
"27","activity_02","no","yes","0-19yo","high"
"28","activity_04","yes","no","80yo+","high"
"28","activity_06","yes","no","80yo+","high"
"28","activity_09","yes","no","80yo+","high"
"28","activity_02","yes","no","80yo+","high"
"29","activity_10","no","yes","60-79yo","high"
"29","activity_07","no","yes","60-79yo","high"
"29","activity_08","no","yes","60-79yo","high"
"29","activity_09","no","yes","60-79yo","high"
"30","activity_09","yes","yes","60-79yo","high"
"30","noise_3","yes","yes","60-79yo","high"
"30","activity_06","yes","yes","60-79yo","high"
"30","activity_02","yes","yes","60-79yo","high"
"31","activity_10","yes","no","20-39yo","high"
"31","activity_09","yes","no","20-39yo","high"
"31","activity_09","yes","no","20-39yo","high"
"31","activity_04","yes","no","20-39yo","high"
"31","activity_02","yes","no","20-39yo","high"
"32","activity_10","no","yes","60-79yo","low"
"32","activity_06","no","yes","60-79yo","low"
"32","activity_02","no","yes","60-79yo","low"
"32","activity_03","no","yes","60-79yo","low"
"32","activity_07","no","yes","60-79yo","low"
"33","activity_09","yes","no","60-79yo","high"
"33","activity_04","yes","no","60-79yo","high"
"33","activity_02","yes","no","60-79yo","high"
"34","activity_09","no","yes","80yo+","high"
"34","activity_04","no","yes","80yo+","high"
"34","activity_02","no","yes","80yo+","high"
"35","activity_09","no","no","60-79yo","high"
"35","activity_04","no","no","60-79yo","high"
"35","activity_02","no","no","60-79yo","high"
"36","activity_10","no","yes","0-19yo","low"
"36","activity_06","no","yes","0-19yo","low"
"36","activity_02","no","yes","0-19yo","low"
"36","activity_03","no","yes","0-19yo","low"
"36","activity_07","no","yes","0-19yo","low"
"37","activity_10","yes","yes","60-79yo","high"
"37","noise_3","yes","yes","60-79yo","high"
"37","activity_06","yes","yes","60-79yo","high"
"37","activity_01","yes","yes","60-79yo","high"
"37","activity_07","yes","yes","60-79yo","high"
"38","activity_10","no","no","0-19yo","high"
"38","activity_07","no","no","0-19yo","high"
"38","activity_08","no","no","0-19yo","high"
"38","activity_09","no","no","0-19yo","high"
"39","activity_10","no","no","0-19yo","high"
"39","activity_07","no","no","0-19yo","high"
"39","activity_08","no","no","0-19yo","high"
"39","activity_09","no","no","0-19yo","high"
"40","activity_03","yes","yes","0-19yo","middle"
"40","activity_01","yes","yes","0-19yo","middle"
"40","activity_04","yes","yes","0-19yo","middle"
"40","activity_01","yes","yes","0-19yo","middle"
"40","activity_05","yes","yes","0-19yo","middle"
"41","activity_09","no","yes","0-19yo","high"
"41","activity_07","no","yes","0-19yo","high"
"41","activity_04","no","yes","0-19yo","high"
"41","activity_02","no","yes","0-19yo","high"
"42","activity_09","no","no","40-59yo","high"
"42","activity_04","no","no","40-59yo","high"
"42","activity_02","no","no","40-59yo","high"
"43","activity_09","no","yes","80yo+","high"
"43","activity_04","no","yes","80yo+","high"
"43","activity_02","no","yes","80yo+","high"
"44","activity_01","yes","no","40-59yo","high"
"44","activity_04","yes","no","40-59yo","high"
"44","activity_07","yes","no","40-59yo","high"
"44","activity_06","yes","no","40-59yo","high"
"44","activity_05","yes","no","40-59yo","high"
"44","activity_05","yes","no","40-59yo","high"
"44","activity_02","yes","no","40-59yo","high"
"44","activity_03","yes","no","40-59yo","high"
"45","activity_10","no","yes","60-79yo","high"
"45","activity_07","no","yes","60-79yo","high"
"45","activity_08","no","yes","60-79yo","high"
"45","activity_09","no","yes","60-79yo","high"
"46","activity_01","no","no","20-39yo","middle"
"46","activity_04","no","no","20-39yo","middle"
"46","activity_07","no","no","20-39yo","middle"
"46","activity_06","no","no","20-39yo","middle"
"46","activity_05","no","no","20-39yo","middle"
"46","activity_05","no","no","20-39yo","middle"
"46","activity_02","no","no","20-39yo","middle"
"46","activity_03","no","no","20-39yo","middle"
"47","activity_09","yes","no","0-19yo","low"
"47","activity_04","yes","no","0-19yo","low"
"47","activity_02","yes","no","0-19yo","low"
"48","activity_10","no","no","80yo+","high"
"48","activity_07","no","no","80yo+","high"
"48","activity_08","no","no","80yo+","high"
"48","activity_09","no","no","80yo+","high"
"49","activity_09","yes","no","60-79yo","high"
"49","activity_04","yes","no","60-79yo","high"
"49","activity_02","yes","no","60-79yo","high"
"50","activity_10","no","no","0-19yo","low"
"50","activity_07","no","no","0-19yo","low"
"50","activity_09","no","no","0-19yo","low"
"51","activity_03","no","yes","0-19yo","middle"
"51","activity_01","no","yes","0-19yo","middle"
"51","activity_04","no","yes","0-19yo","middle"
"51","activity_01","no","yes","0-19yo","middle"
"51","activity_05","no","yes","0-19yo","middle"
"52","activity_10","no","yes","40-59yo","high"
"52","activity_07","no","yes","40-59yo","high"
"52","activity_08","no","yes","40-59yo","high"
"52","activity_09","no","yes","40-59yo","high"
"53","activity_10","no","no","40-59yo","middle"
"53","activity_07","no","no","40-59yo","middle"
"53","activity_08","no","no","40-59yo","middle"
"54","activity_10","no","no","0-19yo","high"
"54","activity_06","no","no","0-19yo","high"
"54","activity_02","no","no","0-19yo","high"
"54","activity_03","no","no","0-19yo","high"
"54","activity_07","no","no","0-19yo","high"
"55","activity_09","yes","no","0-19yo","middle"
"55","activity_04","yes","no","0-19yo","middle"
"55","activity_02","yes","no","0-19yo","middle"
"56","activity_10","no","yes","40-59yo","low"
"56","activity_02","no","yes","40-59yo","low"
"56","noise_2","no","yes","40-59yo","low"
"56","noise_1","no","yes","40-59yo","low"
"56","activity_03","no","yes","40-59yo","low"
"56","activity_07","no","yes","40-59yo","low"
"57","activity_10","yes","yes","80yo+","low"
"57","activity_06","yes","yes","80yo+","low"
"57","activity_02","yes","yes","80yo+","low"
"57","activity_03","yes","yes","80yo+","low"
"57","activity_07","yes","yes","80yo+","low"
"58","activity_03","yes","yes","80yo+","high"
"58","activity_01","yes","yes","80yo+","high"
"58","activity_04","yes","yes","80yo+","high"
"58","activity_01","yes","yes","80yo+","high"
"58","activity_05","yes","yes","80yo+","high"
"59","activity_01","yes","no","80yo+","high"
"59","activity_04","yes","no","80yo+","high"
"59","activity_07","yes","no","80yo+","high"
"59","activity_06","yes","no","80yo+","high"
"59","activity_05","yes","no","80yo+","high"
"59","activity_05","yes","no","80yo+","high"
"59","activity_02","yes","no","80yo+","high"
"59","activity_03","yes","no","80yo+","high"
"60","activity_09","no","yes","20-39yo","high"
"60","activity_04","no","yes","20-39yo","high"
"60","activity_02","no","yes","20-39yo","high"
"61","activity_03","yes","yes","40-59yo","middle"
"61","activity_01","yes","yes","40-59yo","middle"
"61","activity_04","yes","yes","40-59yo","middle"
"61","noise_3","yes","yes","40-59yo","middle"
"61","activity_01","yes","yes","40-59yo","middle"
"61","noise_3","yes","yes","40-59yo","middle"
"61","activity_05","yes","yes","40-59yo","middle"
"62","activity_10","no","yes","40-59yo","low"
"62","activity_06","no","yes","40-59yo","low"
"62","activity_02","no","yes","40-59yo","low"
"62","activity_03","no","yes","40-59yo","low"
"62","activity_07","no","yes","40-59yo","low"
"63","activity_01","no","no","80yo+","high"
"63","activity_04","no","no","80yo+","high"
"63","activity_07","no","no","80yo+","high"
"63","activity_06","no","no","80yo+","high"
"63","activity_05","no","no","80yo+","high"
"63","activity_05","no","no","80yo+","high"
"63","activity_02","no","no","80yo+","high"
"63","activity_03","no","no","80yo+","high"
"64","activity_09","yes","yes","20-39yo","high"
"64","activity_04","yes","yes","20-39yo","high"
"64","activity_02","yes","yes","20-39yo","high"
"65","noise_4","yes","no","80yo+","high"
"65","activity_04","yes","no","80yo+","high"
"65","noise_3","yes","no","80yo+","high"
"65","activity_02","yes","no","80yo+","high"
"66","activity_10","no","yes","80yo+","low"
"66","activity_07","no","yes","80yo+","low"
"66","activity_08","no","yes","80yo+","low"
"66","activity_09","no","yes","80yo+","low"
"67","activity_09","no","yes","0-19yo","high"
"67","activity_04","no","yes","0-19yo","high"
"67","activity_02","no","yes","0-19yo","high"
"68","activity_09","yes","no","40-59yo","middle"
"68","activity_04","yes","no","40-59yo","middle"
"68","activity_02","yes","no","40-59yo","middle"
"69","activity_09","yes","yes","80yo+","middle"
"69","activity_04","yes","yes","80yo+","middle"
"69","activity_02","yes","yes","80yo+","middle"
"70","activity_03","yes","no","80yo+","middle"
"70","activity_01","yes","no","80yo+","middle"
"70","activity_04","yes","no","80yo+","middle"
"70","activity_01","yes","no","80yo+","middle"
"70","activity_05","yes","no","80yo+","middle"
"71","activity_04","yes","yes","0-19yo","high"
"71","activity_05","yes","yes","0-19yo","high"
"71","activity_09","yes","yes","0-19yo","high"
"72","activity_09","yes","yes","80yo+","high"
"72","activity_04","yes","yes","80yo+","high"
"72","activity_02","yes","yes","80yo+","high"
"73","activity_03","yes","yes","40-59yo","low"
"73","activity_01","yes","yes","40-59yo","low"
"73","activity_04","yes","yes","40-59yo","low"
"73","activity_01","yes","yes","40-59yo","low"
"73","activity_05","yes","yes","40-59yo","low"
"74","activity_10","no","yes","80yo+","high"
"74","activity_06","no","yes","80yo+","high"
"74","activity_02","no","yes","80yo+","high"
"74","activity_03","no","yes","80yo+","high"
"74","activity_07","no","yes","80yo+","high"
"75","activity_09","no","no","40-59yo","high"
"75","activity_04","no","no","40-59yo","high"
"75","activity_02","no","no","40-59yo","high"
"76","activity_10","yes","yes","40-59yo","low"
"76","activity_06","yes","yes","40-59yo","low"
"76","activity_02","yes","yes","40-59yo","low"
"76","activity_03","yes","yes","40-59yo","low"
"76","activity_07","yes","yes","40-59yo","low"
"77","activity_09","yes","no","40-59yo","high"
"77","activity_04","yes","no","40-59yo","high"
"77","activity_02","yes","no","40-59yo","high"
"78","activity_10","no","no","80yo+","middle"
"78","activity_07","no","no","80yo+","middle"
"78","activity_08","no","no","80yo+","middle"
"78","activity_09","no","no","80yo+","middle"
"79","activity_09","yes","yes","40-59yo","high"
"79","activity_04","yes","yes","40-59yo","high"
"79","activity_02","yes","yes","40-59yo","high"
"80","activity_09","no","no","40-59yo","low"
"80","activity_04","no","no","40-59yo","low"
"80","activity_02","no","no","40-59yo","low"
"81","activity_01","yes","yes","80yo+","low"
"81","activity_03","yes","yes","80yo+","low"
"81","noise_1","yes","yes","80yo+","low"
"81","activity_04","yes","yes","80yo+","low"
"81","activity_01","yes","yes","80yo+","low"
"82","activity_02","no","no","60-79yo","high"
"83","activity_10","no","no","40-59yo","high"
"83","activity_06","no","no","40-59yo","high"
"83","activity_02","no","no","40-59yo","high"
"83","activity_03","no","no","40-59yo","high"
"83","activity_07","no","no","40-59yo","high"
"84","activity_10","no","yes","0-19yo","high"
"84","activity_07","no","yes","0-19yo","high"
"84","activity_08","no","yes","0-19yo","high"
"84","activity_09","no","yes","0-19yo","high"
"85","activity_10","no","yes","20-39yo","high"
"85","activity_06","no","yes","20-39yo","high"
"85","activity_02","no","yes","20-39yo","high"
"85","activity_03","no","yes","20-39yo","high"
"85","activity_07","no","yes","20-39yo","high"
"86","activity_10","yes","no","20-39yo","high"
"86","activity_07","yes","no","20-39yo","high"
"86","activity_08","yes","no","20-39yo","high"
"86","activity_09","yes","no","20-39yo","high"
"87","activity_09","yes","yes","0-19yo","low"
"87","activity_04","yes","yes","0-19yo","low"
"87","activity_02","yes","yes","0-19yo","low"
"88","activity_06","no","no","20-39yo","high"
"88","activity_07","no","no","20-39yo","high"
"88","activity_08","no","no","20-39yo","high"
"88","noise_4","no","no","20-39yo","high"
"88","activity_09","no","no","20-39yo","high"
"89","activity_10","yes","yes","40-59yo","middle"
"89","activity_06","yes","yes","40-59yo","middle"
"89","activity_02","yes","yes","40-59yo","middle"
"89","activity_03","yes","yes","40-59yo","middle"
"89","activity_07","yes","yes","40-59yo","middle"
"90","activity_03","yes","yes","80yo+","low"
"90","activity_01","yes","yes","80yo+","low"
"90","activity_04","yes","yes","80yo+","low"
"90","activity_01","yes","yes","80yo+","low"
"90","activity_05","yes","yes","80yo+","low"
"91","activity_09","yes","yes","80yo+","high"
"91","activity_04","yes","yes","80yo+","high"
"91","activity_02","yes","yes","80yo+","high"
"92","activity_10","no","yes","60-79yo","high"
"92","activity_06","no","yes","60-79yo","high"
"92","activity_02","no","yes","60-79yo","high"
"92","activity_03","no","yes","60-79yo","high"
"92","activity_07","no","yes","60-79yo","high"
"93","activity_10","no","no","80yo+","low"
"93","activity_06","no","no","80yo+","low"
"93","activity_02","no","no","80yo+","low"
"93","activity_03","no","no","80yo+","low"
"93","activity_07","no","no","80yo+","low"
"94","noise_3","no","yes","80yo+","high"
"94","activity_10","no","yes","80yo+","high"
"94","activity_06","no","yes","80yo+","high"
"94","activity_02","no","yes","80yo+","high"
"94","activity_03","no","yes","80yo+","high"
"94","activity_03","no","yes","80yo+","high"
"95","activity_09","yes","yes","60-79yo","high"
"95","activity_04","yes","yes","60-79yo","high"
"95","activity_02","yes","yes","60-79yo","high"
"96","noise_4","no","yes","80yo+","high"
"96","activity_09","no","yes","80yo+","high"
"96","activity_09","no","yes","80yo+","high"
"96","activity_02","no","yes","80yo+","high"
"96","activity_04","no","yes","80yo+","high"
"97","activity_09","yes","no","80yo+","high"
"97","activity_04","yes","no","80yo+","high"
"97","activity_02","yes","no","80yo+","high"
"98","activity_09","no","yes","0-19yo","high"
"98","activity_04","no","yes","0-19yo","high"
"98","activity_02","no","yes","0-19yo","high"
"99","activity_01","yes","no","40-59yo","middle"
"99","activity_04","yes","no","40-59yo","middle"
"99","activity_07","yes","no","40-59yo","middle"
"99","activity_06","yes","no","40-59yo","middle"
"99","activity_05","yes","no","40-59yo","middle"
"99","activity_05","yes","no","40-59yo","middle"
"99","activity_02","yes","no","40-59yo","middle"
"99","activity_03","yes","no","40-59yo","middle"
