"trace_id","activities","owner","employed","age","income"
"59","activity_04","no","no","80yo+","middle"
"60","activity_10","no","yes","0-19yo","low"
"60","activity_09","no","yes","0-19yo","low"
"60","activity_08","no","yes","0-19yo","low"
"61","activity_05","no","no","40-59yo","high"
"61","activity_03","no","no","40-59yo","high"
"61","activity_01","no","no","40-59yo","high"
"61","activity_04","no","no","40-59yo","high"
"61","activity_04","no","no","40-59yo","high"
"61","activity_01","no","no","40-59yo","high"
"61","activity_07","no","no","40-59yo","high"
"61","activity_05","no","no","40-59yo","high"
"62","activity_10","yes","no","20-39yo","low"
"63","activity_01","yes","yes","80yo+","low"
"63","activity_07","yes","yes","80yo+","low"
"63","activity_06","yes","yes","80yo+","low"
"63","activity_05","yes","yes","80yo+","low"
"63","activity_05","yes","yes","80yo+","low"
"63","activity_02","yes","yes","80yo+","low"
"63","activity_03","yes","yes","80yo+","low"
"64","activity_01","yes","no","60-79yo","low"
"64","activity_03","yes","no","60-79yo","low"
"64","activity_04","yes","no","60-79yo","low"
"64","activity_01","yes","no","60-79yo","low"
"64","activity_05","yes","no","60-79yo","low"
"64","activity_01","yes","no","60-79yo","low"
"65","activity_02","no","no","0-19yo","high"
"65","activity_04","no","no","0-19yo","high"
"65","activity_09","no","no","0-19yo","high"
"65","noise_0","no","no","0-19yo","high"
"66","activity_09","no","no","0-19yo","low"
"66","activity_10","no","no","0-19yo","low"
"66","activity_07","no","no","0-19yo","low"
"66","noise_2","no","no","0-19yo","low"
"66","activity_08","no","no","0-19yo","low"
"66","activity_09","no","no","0-19yo","low"
"66","noise_4","no","no","0-19yo","low"
"67","activity_10","no","no","60-79yo","low"
"67","activity_07","no","no","60-79yo","low"
"67","activity_08","no","no","60-79yo","low"
"67","activity_09","no","no","60-79yo","low"
"68","activity_10","no","no","20-39yo","high"
"68","activity_07","no","no","20-39yo","high"
"68","activity_08","no","no","20-39yo","high"
"68","activity_06","no","no","20-39yo","high"
"68","activity_09","no","no","20-39yo","high"
"69","noise_2","yes","no","20-39yo","high"
"69","activity_10","yes","no","20-39yo","high"
"69","activity_07","yes","no","20-39yo","high"
"69","activity_09","yes","no","20-39yo","high"
"70","activity_07","no","yes","40-59yo","high"
"70","activity_10","no","yes","40-59yo","high"
"70","activity_09","no","yes","40-59yo","high"
"71","noise_1","no","no","80yo+","high"
"71","activity_01","no","no","80yo+","high"
"71","activity_04","no","no","80yo+","high"
"71","activity_07","no","no","80yo+","high"
"71","activity_05","no","no","80yo+","high"
"71","activity_02","no","no","80yo+","high"
"71","activity_05","no","no","80yo+","high"
"71","activity_03","no","no","80yo+","high"
"71","activity_06","no","no","80yo+","high"
"72","activity_02","yes","yes","20-39yo","high"
"72","activity_01","yes","yes","20-39yo","high"
"72","activity_04","yes","yes","20-39yo","high"
"72","activity_06","yes","yes","20-39yo","high"
"72","activity_05","yes","yes","20-39yo","high"
"72","activity_05","yes","yes","20-39yo","high"
"72","activity_03","yes","yes","20-39yo","high"
"73","activity_10","yes","yes","60-79yo","high"
"73","activity_09","yes","yes","60-79yo","high"
"73","activity_07","yes","yes","60-79yo","high"
"73","activity_08","yes","yes","60-79yo","high"
"74","activity_09","yes","yes","40-59yo","high"
"74","activity_04","yes","yes","40-59yo","high"
"74","activity_02","yes","yes","40-59yo","high"
"75","activity_09","yes","yes","60-79yo","middle"
"75","activity_02","yes","yes","60-79yo","middle"
"75","activity_04","yes","yes","60-79yo","middle"
"75","noise_0","yes","yes","60-79yo","middle"
"76","activity_09","yes","no","20-39yo","high"
"76","activity_04","yes","no","20-39yo","high"
"76","activity_02","yes","no","20-39yo","high"
"77","activity_07","no","no","60-79yo","high"
"77","activity_08","no","no","60-79yo","high"
"77","activity_10","no","no","60-79yo","high"
"77","activity_07","no","no","60-79yo","high"
"77","activity_09","no","no","60-79yo","high"
"78","noise_1","no","yes","80yo+","high"
"78","activity_10","no","yes","80yo+","high"
"78","activity_10","no","yes","80yo+","high"
"78","activity_06","no","yes","80yo+","high"
"78","activity_02","no","yes","80yo+","high"
"78","activity_07","no","yes","80yo+","high"
"78","activity_03","no","yes","80yo+","high"
"79","activity_10","no","yes","80yo+","middle"
"79","activity_06","no","yes","80yo+","middle"
"79","activity_02","no","yes","80yo+","middle"
"79","activity_02","no","yes","80yo+","middle"
"79","activity_07","no","yes","80yo+","middle"
"80","activity_07","yes","yes","40-59yo","low"
"80","noise_3","yes","yes","40-59yo","low"
"80","activity_03","yes","yes","40-59yo","low"
"80","noise_2","yes","yes","40-59yo","low"
"80","activity_04","yes","yes","40-59yo","low"
"80","activity_05","yes","yes","40-59yo","low"
"81","activity_02","yes","yes","20-39yo","middle"
"81","activity_10","yes","yes","20-39yo","middle"
"81","activity_04","yes","yes","20-39yo","middle"
"82","activity_10","no","yes","0-19yo","high"
"82","activity_06","no","yes","0-19yo","high"
"82","activity_03","no","yes","0-19yo","high"
"83","activity_10","yes","no","60-79yo","high"
"83","activity_07","yes","no","60-79yo","high"
"83","activity_08","yes","no","60-79yo","high"
"83","activity_09","yes","no","60-79yo","high"
"84","activity_09","no","no","60-79yo","low"
"85","activity_02","no","no","80yo+","low"
"85","noise_2","no","no","80yo+","low"
"85","activity_09","no","no","80yo+","low"
"85","activity_08","no","no","80yo+","low"
"86","activity_07","no","yes","0-19yo","middle"
"86","activity_10","no","yes","0-19yo","middle"
"86","activity_09","no","yes","0-19yo","middle"
"86","activity_08","no","yes","0-19yo","middle"
"87","activity_07","no","no","20-39yo","high"
"87","activity_08","no","no","20-39yo","high"
"87","activity_05","no","no","20-39yo","high"
"87","activity_06","no","no","20-39yo","high"
"87","noise_1","no","no","20-39yo","high"
"87","activity_09","no","no","20-39yo","high"
"88","activity_06","yes","no","60-79yo","high"
"88","activity_10","yes","no","60-79yo","high"
"88","activity_07","yes","no","60-79yo","high"
"88","activity_03","yes","no","60-79yo","high"
"89","noise_4","no","yes","40-59yo","low"
"89","activity_04","no","yes","40-59yo","low"
"89","activity_02","no","yes","40-59yo","low"
"90","activity_08","yes","yes","0-19yo","high"
"90","activity_04","yes","yes","0-19yo","high"
"90","activity_02","yes","yes","0-19yo","high"
"91","activity_04","no","yes","60-79yo","low"
"91","activity_09","no","yes","60-79yo","low"
"91","activity_02","no","yes","60-79yo","low"
"92","activity_09","yes","no","60-79yo","high"
"92","noise_1","yes","no","60-79yo","high"
"92","activity_02","yes","no","60-79yo","high"
"93","activity_10","no","no","40-59yo","middle"
"93","activity_02","no","no","40-59yo","middle"
"93","noise_1","no","no","40-59yo","middle"
"93","activity_03","no","no","40-59yo","middle"
"93","activity_07","no","no","40-59yo","middle"
"94","activity_01","yes","yes","20-39yo","high"
"94","activity_07","yes","yes","20-39yo","high"
"94","activity_06","yes","yes","20-39yo","high"
"94","activity_04","yes","yes","20-39yo","high"
"94","activity_05","yes","yes","20-39yo","high"
"94","activity_05","yes","yes","20-39yo","high"
"94","activity_02","yes","yes","20-39yo","high"
"94","activity_03","yes","yes","20-39yo","high"
"95","activity_09","yes","yes","80yo+","high"
"95","activity_04","yes","yes","80yo+","high"
"95","activity_02","yes","yes","80yo+","high"
"96","activity_02","no","yes","80yo+","middle"
"96","activity_05","no","yes","80yo+","middle"
"96","activity_02","no","yes","80yo+","middle"
"96","activity_03","no","yes","80yo+","middle"
"96","activity_07","no","yes","80yo+","middle"
"97","noise_0","yes","yes","20-39yo","middle"
"97","activity_10","yes","yes","20-39yo","middle"
"97","activity_08","yes","yes","20-39yo","middle"
"97","activity_09","yes","yes","20-39yo","middle"
"98","activity_01","no","yes","20-39yo","high"
"98","activity_04","no","yes","20-39yo","high"
"98","activity_07","no","yes","20-39yo","high"
"98","activity_06","no","yes","20-39yo","high"
"98","activity_05","no","yes","20-39yo","high"
"98","activity_05","no","yes","20-39yo","high"
"98","activity_02","no","yes","20-39yo","high"
"98","activity_03","no","yes","20-39yo","high"
"99","activity_04","no","no","0-19yo","middle"
"99","activity_02","no","no","0-19yo","middle"
"99","activity_09","no","no","0-19yo","middle"
