"trace_id","activities","employed","age","income"
"51","activity_03","no","80yo+","middle"
"51","activity_01","no","80yo+","middle"
"51","activity_03","no","80yo+","middle"
"51","activity_05","no","80yo+","middle"
"52","activity_01","yes","0-19yo","low"
"52","activity_02","yes","0-19yo","low"
"52","activity_03","yes","0-19yo","low"
"52","activity_07","yes","0-19yo","low"
"53","activity_05","no","60-79yo","high"
"53","activity_02","no","60-79yo","high"
"53","activity_04","no","60-79yo","high"
"53","activity_01","no","60-79yo","high"
"54","activity_05","no","60-79yo","high"
"54","activity_02","no","60-79yo","high"
"54","activity_04","no","60-79yo","high"
"54","activity_01","no","60-79yo","high"
"55","activity_05","no","60-79yo","high"
"55","activity_02","no","60-79yo","high"
"55","activity_04","no","60-79yo","high"
"55","activity_01","no","60-79yo","high"
"56","activity_03","no","80yo+","middle"
"56","activity_01","no","80yo+","middle"
"56","activity_03","no","80yo+","middle"
"56","activity_05","no","80yo+","middle"
"57","activity_03","no","80yo+","middle"
"57","activity_01","no","80yo+","middle"
"57","activity_03","no","80yo+","middle"
"57","activity_05","no","80yo+","middle"
"58","activity_05","no","60-79yo","high"
"58","activity_02","no","60-79yo","high"
"58","activity_04","no","60-79yo","high"
"58","activity_01","no","60-79yo","high"
"59","activity_03","no","80yo+","middle"
"59","activity_01","no","80yo+","middle"
"59","activity_03","no","80yo+","middle"
"59","activity_05","no","80yo+","middle"
"60","activity_03","no","80yo+","middle"
"60","activity_01","no","80yo+","middle"
"60","activity_03","no","80yo+","middle"
"60","activity_05","no","80yo+","middle"
"61","activity_03","no","80yo+","middle"
"61","activity_01","no","80yo+","middle"
"61","activity_03","no","80yo+","middle"
"61","activity_05","no","80yo+","middle"
"62","activity_03","no","80yo+","middle"
"62","activity_01","no","80yo+","middle"
"62","activity_03","no","80yo+","middle"
"62","activity_05","no","80yo+","middle"
"63","activity_03","no","80yo+","middle"
"63","activity_01","no","80yo+","middle"
"63","activity_03","no","80yo+","middle"
"63","activity_05","no","80yo+","middle"
"64","activity_03","no","80yo+","middle"
"64","activity_01","no","80yo+","middle"
"64","activity_03","no","80yo+","middle"
"64","activity_05","no","80yo+","middle"
"65","activity_03","no","80yo+","middle"
"65","activity_01","no","80yo+","middle"
"65","activity_03","no","80yo+","middle"
"65","activity_05","no","80yo+","middle"
"66","activity_04","yes","40-59yo","middle"
"66","activity_01","yes","40-59yo","middle"
"66","activity_02","yes","40-59yo","middle"
"66","activity_03","yes","40-59yo","middle"
"66","activity_04","yes","40-59yo","middle"
"67","activity_05","no","60-79yo","high"
"67","activity_02","no","60-79yo","high"
"67","activity_04","no","60-79yo","high"
"67","activity_01","no","60-79yo","high"
"68","activity_01","yes","0-19yo","low"
"68","activity_02","yes","0-19yo","low"
"68","activity_03","yes","0-19yo","low"
"68","activity_07","yes","0-19yo","low"
"69","activity_05","no","60-79yo","high"
"69","activity_02","no","60-79yo","high"
"69","activity_04","no","60-79yo","high"
"69","activity_01","no","60-79yo","high"
"70","activity_05","no","60-79yo","high"
"70","activity_02","no","60-79yo","high"
"70","activity_04","no","60-79yo","high"
"70","activity_01","no","60-79yo","high"
"71","activity_03","no","80yo+","middle"
"71","activity_01","no","80yo+","middle"
"71","activity_03","no","80yo+","middle"
"71","activity_05","no","80yo+","middle"
"72","activity_03","no","80yo+","middle"
"72","activity_01","no","80yo+","middle"
"72","activity_03","no","80yo+","middle"
"72","activity_05","no","80yo+","middle"
"73","activity_05","no","60-79yo","high"
"73","activity_02","no","60-79yo","high"
"73","activity_04","no","60-79yo","high"
"73","activity_01","no","60-79yo","high"
"74","activity_03","no","80yo+","middle"
"74","activity_01","no","80yo+","middle"
"74","activity_03","no","80yo+","middle"
"74","activity_05","no","80yo+","middle"
"75","activity_03","no","80yo+","middle"
"75","activity_01","no","80yo+","middle"
"75","activity_03","no","80yo+","middle"
"75","activity_05","no","80yo+","middle"
"76","activity_03","no","80yo+","middle"
"76","activity_01","no","80yo+","middle"
"76","activity_03","no","80yo+","middle"
"76","activity_05","no","80yo+","middle"
"77","activity_03","no","80yo+","middle"
"77","activity_01","no","80yo+","middle"
"77","activity_03","no","80yo+","middle"
"77","activity_05","no","80yo+","middle"
"78","activity_05","no","60-79yo","high"
"78","activity_02","no","60-79yo","high"
"78","activity_04","no","60-79yo","high"
"78","activity_01","no","60-79yo","high"
"79","activity_03","no","80yo+","middle"
"79","activity_01","no","80yo+","middle"
"79","activity_03","no","80yo+","middle"
"79","activity_05","no","80yo+","middle"
"80","activity_03","no","80yo+","middle"
"80","activity_01","no","80yo+","middle"
"80","activity_03","no","80yo+","middle"
"80","activity_05","no","80yo+","middle"
"81","activity_05","no","60-79yo","high"
"81","activity_02","no","60-79yo","high"
"81","activity_04","no","60-79yo","high"
"81","activity_01","no","60-79yo","high"
"82","activity_05","no","60-79yo","high"
"82","activity_02","no","60-79yo","high"
"82","activity_04","no","60-79yo","high"
"82","activity_01","no","60-79yo","high"
"83","activity_05","no","60-79yo","high"
"83","activity_02","no","60-79yo","high"
"83","activity_04","no","60-79yo","high"
"83","activity_01","no","60-79yo","high"
"84","activity_01","yes","0-19yo","low"
"84","activity_02","yes","0-19yo","low"
"84","activity_03","yes","0-19yo","low"
"84","activity_07","yes","0-19yo","low"
"85","activity_03","no","80yo+","middle"
"85","activity_01","no","80yo+","middle"
"85","activity_03","no","80yo+","middle"
"85","activity_05","no","80yo+","middle"
"86","activity_03","no","80yo+","middle"
"86","activity_01","no","80yo+","middle"
"86","activity_03","no","80yo+","middle"
"86","activity_05","no","80yo+","middle"
"87","activity_03","no","80yo+","middle"
"87","activity_01","no","80yo+","middle"
"87","activity_03","no","80yo+","middle"
"87","activity_05","no","80yo+","middle"
"88","activity_04","yes","40-59yo","middle"
"88","activity_01","yes","40-59yo","middle"
"88","activity_02","yes","40-59yo","middle"
"88","activity_03","yes","40-59yo","middle"
"88","activity_04","yes","40-59yo","middle"
"89","activity_01","yes","0-19yo","low"
"89","activity_02","yes","0-19yo","low"
"89","activity_03","yes","0-19yo","low"
"89","activity_07","yes","0-19yo","low"
"90","activity_05","no","60-79yo","high"
"90","activity_02","no","60-79yo","high"
"90","activity_04","no","60-79yo","high"
"90","activity_01","no","60-79yo","high"
"91","activity_05","no","60-79yo","high"
"91","activity_02","no","60-79yo","high"
"91","activity_04","no","60-79yo","high"
"91","activity_01","no","60-79yo","high"
"92","activity_05","no","60-79yo","high"
"92","activity_02","no","60-79yo","high"
"92","activity_04","no","60-79yo","high"
"92","activity_01","no","60-79yo","high"
"93","activity_03","no","80yo+","middle"
"93","activity_01","no","80yo+","middle"
"93","activity_03","no","80yo+","middle"
"93","activity_05","no","80yo+","middle"
"94","activity_03","no","80yo+","middle"
"94","activity_01","no","80yo+","middle"
"94","activity_03","no","80yo+","middle"
"94","activity_05","no","80yo+","middle"
"95","activity_05","no","60-79yo","high"
"95","activity_02","no","60-79yo","high"
"95","activity_04","no","60-79yo","high"
"95","activity_01","no","60-79yo","high"
"96","activity_01","yes","0-19yo","low"
"96","activity_02","yes","0-19yo","low"
"96","activity_03","yes","0-19yo","low"
"96","activity_07","yes","0-19yo","low"
"97","activity_01","yes","0-19yo","low"
"97","activity_02","yes","0-19yo","low"
"97","activity_03","yes","0-19yo","low"
"97","activity_07","yes","0-19yo","low"
"98","activity_05","no","60-79yo","high"
"98","activity_02","no","60-79yo","high"
"98","activity_04","no","60-79yo","high"
"98","activity_01","no","60-79yo","high"
"99","activity_05","no","60-79yo","high"
"99","activity_02","no","60-79yo","high"
"99","activity_04","no","60-79yo","high"
"99","activity_01","no","60-79yo","high"
