"trace_id","activities","employed","age","income"
"37","activity_05","no","80yo+","middle"
"38","activity_04","yes","40-59yo","middle"
"38","activity_01","yes","40-59yo","middle"
"38","noise_1","yes","40-59yo","middle"
"38","activity_02","yes","40-59yo","middle"
"38","activity_04","yes","40-59yo","middle"
"39","activity_03","yes","80yo+","middle"
"39","activity_01","yes","80yo+","middle"
"39","activity_03","yes","80yo+","middle"
"39","activity_05","yes","80yo+","middle"
"40","activity_05","no","20-39yo","low"
"40","activity_02","no","20-39yo","low"
"40","activity_04","no","20-39yo","low"
"40","activity_01","no","20-39yo","low"
"41","activity_03","yes","20-39yo","high"
"41","activity_03","yes","20-39yo","high"
"41","activity_05","yes","20-39yo","high"
"42","activity_01","no","80yo+","middle"
"42","noise_2","no","80yo+","middle"
"42","activity_03","no","80yo+","middle"
"42","activity_03","no","80yo+","middle"
"42","noise_4","no","80yo+","middle"
"43","activity_03","yes","40-59yo","high"
"43","activity_05","yes","40-59yo","high"
"43","activity_03","yes","40-59yo","high"
"43","activity_05","yes","40-59yo","high"
"44","activity_07","yes","0-19yo","low"
"44","noise_3","yes","0-19yo","low"
"44","noise_1","yes","0-19yo","low"
"44","activity_01","yes","0-19yo","low"
"44","activity_02","yes","0-19yo","low"
"44","activity_03","yes","0-19yo","low"
"45","activity_03","yes","60-79yo","middle"
"45","activity_01","yes","60-79yo","middle"
"45","activity_03","yes","60-79yo","middle"
"45","activity_05","yes","60-79yo","middle"
"46","activity_01","yes","60-79yo","low"
"46","activity_03","yes","60-79yo","low"
"46","activity_05","yes","60-79yo","low"
"47","activity_03","no","80yo+","middle"
"47","activity_01","no","80yo+","middle"
"47","activity_03","no","80yo+","middle"
"47","activity_05","no","80yo+","middle"
"48","activity_03","no","0-19yo","high"
"48","noise_2","no","0-19yo","high"
"48","activity_01","no","0-19yo","high"
"49","activity_03","yes","40-59yo","middle"
"49","activity_03","yes","40-59yo","middle"
"49","activity_01","yes","40-59yo","middle"
"49","activity_04","yes","40-59yo","middle"
"50","activity_03","yes","20-39yo","middle"
"50","activity_01","yes","20-39yo","middle"
"50","activity_03","yes","20-39yo","middle"
"50","activity_05","yes","20-39yo","middle"
"51","activity_02","yes","20-39yo","middle"
"51","noise_1","yes","20-39yo","middle"
"51","activity_05","yes","20-39yo","middle"
"51","activity_04","yes","20-39yo","middle"
"51","activity_01","yes","20-39yo","middle"
"52","activity_04","yes","40-59yo","middle"
"52","activity_01","yes","40-59yo","middle"
"52","activity_02","yes","40-59yo","middle"
"52","activity_03","yes","40-59yo","middle"
"52","activity_04","yes","40-59yo","middle"
"53","activity_03","no","0-19yo","high"
"53","activity_01","no","0-19yo","high"
"53","activity_03","no","0-19yo","high"
"53","activity_05","no","0-19yo","high"
"54","activity_05","no","80yo+","middle"
"54","activity_01","no","80yo+","middle"
"54","activity_03","no","80yo+","middle"
"55","activity_05","no","20-39yo","high"
"55","activity_02","no","20-39yo","high"
"55","noise_4","no","20-39yo","high"
"55","activity_01","no","20-39yo","high"
"55","noise_0","no","20-39yo","high"
"55","activity_04","no","20-39yo","high"
"56","activity_03","no","80yo+","middle"
"56","activity_02","no","80yo+","middle"
"56","activity_01","no","80yo+","middle"
"57","activity_05","no","0-19yo","middle"
"57","noise_0","no","0-19yo","middle"
"57","noise_4","no","0-19yo","middle"
"57","noise_2","no","0-19yo","middle"
"57","activity_02","no","0-19yo","middle"
"57","activity_04","no","0-19yo","middle"
"57","activity_03","no","0-19yo","middle"
"57","activity_01","no","0-19yo","middle"
"58","activity_05","yes","40-59yo","high"
"58","activity_02","yes","40-59yo","high"
"58","activity_04","yes","40-59yo","high"
"58","activity_01","yes","40-59yo","high"
"59","activity_03","no","20-39yo","low"
"59","activity_05","no","20-39yo","low"
"59","activity_05","no","20-39yo","low"
"60","activity_03","yes","40-59yo","middle"
"60","activity_07","yes","40-59yo","middle"
"60","activity_03","yes","40-59yo","middle"
"60","activity_01","yes","40-59yo","middle"
"60","activity_05","yes","40-59yo","middle"
"61","activity_04","yes","40-59yo","middle"
"61","activity_01","yes","40-59yo","middle"
"61","activity_03","yes","40-59yo","middle"
"61","activity_03","yes","40-59yo","middle"
"61","activity_04","yes","40-59yo","middle"
"62","activity_01","no","40-59yo","low"
"62","activity_07","no","40-59yo","low"
"62","activity_02","no","40-59yo","low"
"62","activity_02","no","40-59yo","low"
"62","activity_03","no","40-59yo","low"
"63","activity_05","no","60-79yo","high"
"63","activity_03","no","60-79yo","high"
"63","activity_01","no","60-79yo","high"
"64","activity_03","yes","80yo+","high"
"64","noise_3","yes","80yo+","high"
"64","activity_03","yes","80yo+","high"
"64","activity_05","yes","80yo+","high"
"65","noise_3","yes","40-59yo","low"
"65","activity_05","yes","40-59yo","low"
"65","activity_04","yes","40-59yo","low"
"65","noise_2","yes","40-59yo","low"
"65","noise_2","yes","40-59yo","low"
"65","activity_01","yes","40-59yo","low"
"66","activity_03","yes","80yo+","high"
"66","activity_01","yes","80yo+","high"
"66","activity_03","yes","80yo+","high"
"66","activity_05","yes","80yo+","high"
"67","activity_07","no","40-59yo","middle"
"67","activity_05","no","40-59yo","middle"
"67","activity_02","no","40-59yo","middle"
"67","activity_01","no","40-59yo","middle"
"68","activity_05","no","60-79yo","middle"
"68","activity_03","no","60-79yo","middle"
"68","activity_02","no","60-79yo","middle"
"68","activity_01","no","60-79yo","middle"
"69","activity_05","no","60-79yo","high"
"69","activity_01","no","60-79yo","high"
"69","activity_04","no","60-79yo","high"
"69","activity_02","no","60-79yo","high"
"70","activity_01","no","80yo+","middle"
"70","activity_03","no","80yo+","middle"
"70","activity_03","no","80yo+","middle"
"70","activity_05","no","80yo+","middle"
"71","activity_03","no","80yo+","middle"
"71","noise_2","no","80yo+","middle"
"71","activity_01","no","80yo+","middle"
"71","activity_05","no","80yo+","middle"
"72","activity_03","yes","20-39yo","middle"
"72","activity_01","yes","20-39yo","middle"
"72","activity_03","yes","20-39yo","middle"
"72","activity_05","yes","20-39yo","middle"
"73","activity_04","no","80yo+","middle"
"73","activity_04","no","80yo+","middle"
"73","activity_01","no","80yo+","middle"
"73","noise_2","no","80yo+","middle"
"73","activity_02","no","80yo+","middle"
"73","activity_03","no","80yo+","middle"
"74","activity_07","no","80yo+","middle"
"74","activity_03","no","80yo+","middle"
"74","activity_01","no","80yo+","middle"
"74","activity_05","no","80yo+","middle"
"75","activity_03","no","60-79yo","high"
"75","activity_02","no","60-79yo","high"
"75","activity_05","no","60-79yo","high"
"75","activity_04","no","60-79yo","high"
"76","activity_01","no","60-79yo","low"
"76","activity_02","no","60-79yo","low"
"76","activity_03","no","60-79yo","low"
"76","activity_07","no","60-79yo","low"
"77","activity_03","no","80yo+","middle"
"77","activity_01","no","80yo+","middle"
"77","activity_05","no","80yo+","middle"
"78","activity_03","no","80yo+","middle"
"78","activity_01","no","80yo+","middle"
"78","activity_03","no","80yo+","middle"
"78","activity_05","no","80yo+","middle"
"79","noise_4","no","80yo+","middle"
"79","activity_03","no","80yo+","middle"
"79","activity_02","no","80yo+","middle"
"79","activity_03","no","80yo+","middle"
"80","activity_03","no","0-19yo","low"
"80","activity_01","no","0-19yo","low"
"80","activity_03","no","0-19yo","low"
"80","activity_05","no","0-19yo","low"
"81","activity_05","no","60-79yo","high"
"81","activity_02","no","60-79yo","high"
"81","activity_04","no","60-79yo","high"
"81","activity_01","no","60-79yo","high"
"82","activity_03","no","80yo+","middle"
"82","activity_01","no","80yo+","middle"
"82","activity_03","no","80yo+","middle"
"82","activity_05","no","80yo+","middle"
"83","activity_01","yes","60-79yo","low"
"83","activity_02","yes","60-79yo","low"
"83","activity_03","yes","60-79yo","low"
"83","activity_07","yes","60-79yo","low"
"84","activity_05","yes","20-39yo","low"
"84","activity_07","yes","20-39yo","low"
"84","activity_02","yes","20-39yo","low"
"84","activity_04","yes","20-39yo","low"
"84","activity_02","yes","20-39yo","low"
"84","activity_01","yes","20-39yo","low"
"85","activity_03","no","80yo+","middle"
"85","activity_01","no","80yo+","middle"
"85","activity_03","no","80yo+","middle"
"85","activity_05","no","80yo+","middle"
"86","activity_03","no","80yo+","middle"
"86","activity_01","no","80yo+","middle"
"86","activity_03","no","80yo+","middle"
"86","activity_05","no","80yo+","middle"
"87","activity_01","yes","0-19yo","low"
"87","activity_02","yes","0-19yo","low"
"87","activity_03","yes","0-19yo","low"
"87","activity_07","yes","0-19yo","low"
"88","activity_02","yes","60-79yo","low"
"88","activity_04","yes","60-79yo","low"
"89","activity_01","no","80yo+","middle"
"89","activity_03","no","80yo+","middle"
"89","activity_05","no","80yo+","middle"
"90","activity_03","no","80yo+","low"
"90","activity_03","no","80yo+","low"
"91","activity_01","no","0-19yo","low"
"91","activity_02","no","0-19yo","low"
"91","activity_03","no","0-19yo","low"
"91","activity_07","no","0-19yo","low"
"92","activity_01","no","60-79yo","low"
"92","activity_04","no","60-79yo","low"
"92","activity_01","no","60-79yo","low"
"92","activity_02","no","60-79yo","low"
"92","activity_03","no","60-79yo","low"
"92","activity_04","no","60-79yo","low"
"93","noise_4","no","60-79yo","high"
"93","activity_02","no","60-79yo","high"
"93","activity_04","no","60-79yo","high"
"93","activity_05","no","60-79yo","high"
"93","activity_01","no","60-79yo","high"
"94","activity_05","no","60-79yo","high"
"94","activity_02","no","60-79yo","high"
"94","activity_04","no","60-79yo","high"
"94","activity_01","no","60-79yo","high"
"95","activity_05","no","40-59yo","low"
"95","activity_03","no","40-59yo","low"
"96","activity_02","yes","40-59yo","middle"
"96","activity_01","yes","40-59yo","middle"
"96","activity_07","yes","40-59yo","middle"
"97","activity_03","no","80yo+","middle"
"97","activity_01","no","80yo+","middle"
"97","activity_03","no","80yo+","middle"
"97","activity_05","no","80yo+","middle"
"98","activity_03","yes","0-19yo","low"
"98","activity_01","yes","0-19yo","low"
"98","activity_03","yes","0-19yo","low"
"98","activity_05","yes","0-19yo","low"
"99","activity_05","no","60-79yo","high"
"99","activity_02","no","60-79yo","high"
"99","activity_04","no","60-79yo","high"
"99","activity_01","no","60-79yo","high"
