"trace_id","activities","employed","age","income"
"15","activity_01","yes","0-19yo","low"
"15","activity_02","yes","0-19yo","low"
"15","activity_03","yes","0-19yo","low"
"15","activity_07","yes","0-19yo","low"
"16","activity_03","no","80yo+","middle"
"16","activity_05","no","80yo+","middle"
"17","activity_05","no","0-19yo","low"
"17","activity_02","no","0-19yo","low"
"17","activity_04","no","0-19yo","low"
"17","activity_01","no","0-19yo","low"
"18","activity_01","yes","0-19yo","low"
"18","activity_02","yes","0-19yo","low"
"18","activity_03","yes","0-19yo","low"
"18","activity_07","yes","0-19yo","low"
"19","activity_05","no","60-79yo","high"
"19","activity_02","no","60-79yo","high"
"19","activity_04","no","60-79yo","high"
"19","activity_01","no","60-79yo","high"
"20","activity_03","no","80yo+","middle"
"20","activity_01","no","80yo+","middle"
"20","activity_03","no","80yo+","middle"
"20","activity_05","no","80yo+","middle"
"21","activity_03","no","80yo+","middle"
"21","activity_01","no","80yo+","middle"
"21","activity_03","no","80yo+","middle"
"21","activity_05","no","80yo+","middle"
"22","activity_03","yes","80yo+","middle"
"22","activity_01","yes","80yo+","middle"
"22","activity_03","yes","80yo+","middle"
"22","activity_05","yes","80yo+","middle"
"23","activity_03","no","80yo+","middle"
"23","activity_01","no","80yo+","middle"
"23","activity_03","no","80yo+","middle"
"23","activity_05","no","80yo+","middle"
"24","activity_01","yes","40-59yo","middle"
"24","activity_04","yes","40-59yo","middle"
"24","activity_03","yes","40-59yo","middle"
"24","activity_04","yes","40-59yo","middle"
"25","activity_03","no","80yo+","middle"
"25","activity_01","no","80yo+","middle"
"25","activity_03","no","80yo+","middle"
"25","activity_05","no","80yo+","middle"
"26","noise_0","no","80yo+","middle"
"26","activity_03","no","80yo+","middle"
"26","activity_01","no","80yo+","middle"
"26","activity_03","no","80yo+","middle"
"27","activity_04","yes","40-59yo","middle"
"27","activity_01","yes","40-59yo","middle"
"27","activity_02","yes","40-59yo","middle"
"27","activity_03","yes","40-59yo","middle"
"27","activity_04","yes","40-59yo","middle"
"28","activity_03","no","80yo+","middle"
"28","activity_01","no","80yo+","middle"
"29","activity_04","yes","40-59yo","middle"
"29","activity_01","yes","40-59yo","middle"
"29","activity_02","yes","40-59yo","middle"
"29","activity_03","yes","40-59yo","middle"
"29","activity_04","yes","40-59yo","middle"
"30","activity_04","yes","40-59yo","middle"
"30","activity_01","yes","40-59yo","middle"
"30","activity_02","yes","40-59yo","middle"
"30","activity_03","yes","40-59yo","middle"
"30","activity_04","yes","40-59yo","middle"
"31","activity_03","yes","80yo+","low"
"31","activity_01","yes","80yo+","low"
"31","activity_03","yes","80yo+","low"
"31","activity_05","yes","80yo+","low"
"32","activity_03","no","80yo+","middle"
"32","activity_01","no","80yo+","middle"
"32","activity_03","no","80yo+","middle"
"32","activity_05","no","80yo+","middle"
"33","activity_03","no","80yo+","middle"
"33","activity_01","no","80yo+","middle"
"33","activity_03","no","80yo+","middle"
"33","activity_05","no","80yo+","middle"
"34","activity_03","no","80yo+","middle"
"34","activity_01","no","80yo+","middle"
"34","activity_03","no","80yo+","middle"
"34","activity_05","no","80yo+","middle"
"35","activity_01","yes","0-19yo","low"
"35","activity_02","yes","0-19yo","low"
"35","activity_03","yes","0-19yo","low"
"35","activity_07","yes","0-19yo","low"
"36","activity_03","no","80yo+","middle"
"36","activity_01","no","80yo+","middle"
"36","activity_03","no","80yo+","middle"
"36","activity_05","no","80yo+","middle"
"37","activity_01","no","80yo+","middle"
"37","activity_03","no","80yo+","middle"
"37","noise_2","no","80yo+","middle"
"37","activity_05","no","80yo+","middle"
"38","activity_01","no","80yo+","middle"
"38","activity_03","no","80yo+","middle"
"39","activity_04","yes","40-59yo","middle"
"39","activity_01","yes","40-59yo","middle"
"39","activity_02","yes","40-59yo","middle"
"39","activity_03","yes","40-59yo","middle"
"39","activity_04","yes","40-59yo","middle"
"40","activity_03","no","80yo+","middle"
"40","activity_01","no","80yo+","middle"
"40","activity_03","no","80yo+","middle"
"40","activity_05","no","80yo+","middle"
"41","activity_03","no","80yo+","middle"
"41","activity_01","no","80yo+","middle"
"41","activity_03","no","80yo+","middle"
"41","activity_05","no","80yo+","middle"
"42","activity_04","no","0-19yo","low"
"42","activity_01","no","0-19yo","low"
"42","activity_02","no","0-19yo","low"
"42","activity_03","no","0-19yo","low"
"42","activity_04","no","0-19yo","low"
"43","activity_03","yes","0-19yo","middle"
"43","activity_01","yes","0-19yo","middle"
"43","activity_03","yes","0-19yo","middle"
"43","activity_05","yes","0-19yo","middle"
"44","activity_05","no","60-79yo","high"
"44","activity_02","no","60-79yo","high"
"44","activity_04","no","60-79yo","high"
"44","activity_01","no","60-79yo","high"
"45","activity_03","no","80yo+","middle"
"45","activity_01","no","80yo+","middle"
"45","activity_03","no","80yo+","middle"
"45","activity_05","no","80yo+","middle"
"46","activity_01","no","60-79yo","high"
"46","activity_04","no","60-79yo","high"
"46","activity_05","no","60-79yo","high"
"46","activity_02","no","60-79yo","high"
"46","activity_04","no","60-79yo","high"
"46","noise_4","no","60-79yo","high"
"47","activity_03","no","80yo+","middle"
"47","activity_01","no","80yo+","middle"
"47","activity_03","no","80yo+","middle"
"47","activity_05","no","80yo+","middle"
"48","activity_03","no","80yo+","middle"
"48","activity_01","no","80yo+","middle"
"48","activity_03","no","80yo+","middle"
"48","activity_05","no","80yo+","middle"
"49","activity_03","no","80yo+","middle"
"49","activity_01","no","80yo+","middle"
"49","activity_03","no","80yo+","middle"
"49","activity_05","no","80yo+","middle"
"50","activity_05","no","60-79yo","high"
"50","activity_02","no","60-79yo","high"
"50","activity_04","no","60-79yo","high"
"50","activity_01","no","60-79yo","high"
"51","activity_05","no","80yo+","middle"
"51","activity_03","no","80yo+","middle"
"52","activity_03","no","80yo+","middle"
"52","activity_01","no","80yo+","middle"
"52","activity_03","no","80yo+","middle"
"52","activity_05","no","80yo+","middle"
"53","activity_05","no","60-79yo","high"
"53","activity_02","no","60-79yo","high"
"53","activity_04","no","60-79yo","high"
"53","activity_01","no","60-79yo","high"
"54","activity_05","no","60-79yo","high"
"54","activity_02","no","60-79yo","high"
"54","activity_04","no","60-79yo","high"
"54","activity_01","no","60-79yo","high"
"55","activity_03","no","80yo+","middle"
"55","activity_01","no","80yo+","middle"
"55","activity_03","no","80yo+","middle"
"55","activity_05","no","80yo+","middle"
"56","activity_03","no","80yo+","middle"
"56","activity_01","no","80yo+","middle"
"56","activity_03","no","80yo+","middle"
"56","activity_05","no","80yo+","middle"
"57","activity_05","yes","40-59yo","middle"
"57","activity_02","yes","40-59yo","middle"
"57","activity_04","yes","40-59yo","middle"
"57","activity_01","yes","40-59yo","middle"
"58","activity_01","yes","0-19yo","low"
"58","activity_02","yes","0-19yo","low"
"58","activity_03","yes","0-19yo","low"
"58","activity_07","yes","0-19yo","low"
"59","activity_03","no","80yo+","middle"
"59","activity_01","no","80yo+","middle"
"59","activity_03","no","80yo+","middle"
"59","activity_05","no","80yo+","middle"
"60","activity_03","no","80yo+","middle"
"60","activity_01","no","80yo+","middle"
"60","activity_03","no","80yo+","middle"
"60","activity_05","no","80yo+","middle"
"61","activity_03","no","80yo+","middle"
"61","activity_01","no","80yo+","middle"
"61","activity_03","no","80yo+","middle"
"61","activity_05","no","80yo+","middle"
"62","activity_05","no","60-79yo","high"
"62","activity_02","no","60-79yo","high"
"62","activity_04","no","60-79yo","high"
"62","activity_01","no","60-79yo","high"
"63","activity_05","no","60-79yo","high"
"63","activity_02","no","60-79yo","high"
"63","activity_04","no","60-79yo","high"
"63","activity_01","no","60-79yo","high"
"64","activity_05","no","60-79yo","high"
"64","activity_02","no","60-79yo","high"
"64","activity_04","no","60-79yo","high"
"64","activity_01","no","60-79yo","high"
"65","activity_03","yes","0-19yo","high"
"65","activity_01","yes","0-19yo","high"
"65","activity_03","yes","0-19yo","high"
"65","activity_05","yes","0-19yo","high"
"66","activity_05","no","60-79yo","high"
"66","activity_02","no","60-79yo","high"
"66","activity_04","no","60-79yo","high"
"66","activity_01","no","60-79yo","high"
"67","activity_03","no","80yo+","middle"
"67","activity_01","no","80yo+","middle"
"67","activity_03","no","80yo+","middle"
"67","activity_05","no","80yo+","middle"
"68","activity_05","no","60-79yo","high"
"68","activity_02","no","60-79yo","high"
"68","activity_04","no","60-79yo","high"
"68","activity_01","no","60-79yo","high"
"69","activity_03","yes","80yo+","middle"
"69","activity_01","yes","80yo+","middle"
"69","activity_03","yes","80yo+","middle"
"69","activity_05","yes","80yo+","middle"
"70","activity_03","no","80yo+","middle"
"70","activity_01","no","80yo+","middle"
"70","activity_03","no","80yo+","middle"
"70","activity_05","no","80yo+","middle"
"71","activity_03","yes","0-19yo","low"
"71","activity_02","yes","0-19yo","low"
"72","activity_03","no","80yo+","high"
"72","activity_01","no","80yo+","high"
"72","activity_03","no","80yo+","high"
"72","activity_05","no","80yo+","high"
"73","activity_01","yes","0-19yo","low"
"73","activity_02","yes","0-19yo","low"
"73","activity_03","yes","0-19yo","low"
"73","activity_07","yes","0-19yo","low"
"74","activity_03","no","80yo+","middle"
"74","activity_01","no","80yo+","middle"
"74","activity_03","no","80yo+","middle"
"74","activity_05","no","80yo+","middle"
"75","activity_02","no","60-79yo","high"
"75","activity_04","no","60-79yo","high"
"75","activity_04","no","60-79yo","high"
"75","activity_05","no","60-79yo","high"
"75","noise_4","no","60-79yo","high"
"75","activity_01","no","60-79yo","high"
"76","activity_03","no","80yo+","middle"
"76","activity_01","no","80yo+","middle"
"76","activity_03","no","80yo+","middle"
"76","activity_05","no","80yo+","middle"
"77","activity_03","no","80yo+","middle"
"77","activity_01","no","80yo+","middle"
"77","activity_03","no","80yo+","middle"
"77","activity_05","no","80yo+","middle"
"78","activity_01","no","80yo+","middle"
"78","activity_05","no","80yo+","middle"
"78","activity_03","no","80yo+","middle"
"78","activity_05","no","80yo+","middle"
"78","activity_03","no","80yo+","middle"
"79","activity_05","no","60-79yo","high"
"79","activity_02","no","60-79yo","high"
"79","activity_04","no","60-79yo","high"
"79","activity_01","no","60-79yo","high"
"80","activity_01","yes","0-19yo","low"
"80","activity_02","yes","0-19yo","low"
"80","activity_03","yes","0-19yo","low"
"80","activity_07","yes","0-19yo","low"
"81","activity_03","no","80yo+","middle"
"81","activity_01","no","80yo+","middle"
"81","activity_03","no","80yo+","middle"
"81","activity_05","no","80yo+","middle"
"82","activity_05","no","60-79yo","high"
"82","activity_02","no","60-79yo","high"
"82","activity_04","no","60-79yo","high"
"82","activity_01","no","60-79yo","high"
"83","activity_03","no","80yo+","middle"
"83","activity_01","no","80yo+","middle"
"83","activity_03","no","80yo+","middle"
"83","activity_05","no","80yo+","middle"
"84","activity_03","no","80yo+","middle"
"84","activity_01","no","80yo+","middle"
"84","activity_03","no","80yo+","middle"
"84","activity_05","no","80yo+","middle"
"85","activity_03","no","80yo+","middle"
"85","activity_01","no","80yo+","middle"
"85","activity_03","no","80yo+","middle"
"85","activity_05","no","80yo+","middle"
"86","activity_01","no","80yo+","low"
"86","activity_03","no","80yo+","low"
"86","activity_03","no","80yo+","low"
"86","activity_05","no","80yo+","low"
"87","activity_05","no","60-79yo","high"
"87","activity_02","no","60-79yo","high"
"87","activity_04","no","60-79yo","high"
"87","activity_01","no","60-79yo","high"
"88","activity_04","no","60-79yo","high"
"88","activity_01","no","60-79yo","high"
"88","activity_02","no","60-79yo","high"
"89","activity_05","no","20-39yo","high"
"89","activity_02","no","20-39yo","high"
"89","activity_04","no","20-39yo","high"
"89","activity_01","no","20-39yo","high"
"90","activity_05","no","60-79yo","high"
"90","activity_02","no","60-79yo","high"
"90","activity_04","no","60-79yo","high"
"90","activity_01","no","60-79yo","high"
"91","activity_04","yes","40-59yo","middle"
"91","activity_01","yes","40-59yo","middle"
"91","activity_02","yes","40-59yo","middle"
"91","activity_03","yes","40-59yo","middle"
"91","activity_04","yes","40-59yo","middle"
"92","activity_01","yes","20-39yo","middle"
"92","activity_02","yes","20-39yo","middle"
"92","activity_03","yes","20-39yo","middle"
"92","activity_07","yes","20-39yo","middle"
"93","activity_04","yes","0-19yo","high"
"93","activity_01","yes","0-19yo","high"
"93","activity_02","yes","0-19yo","high"
"93","activity_03","yes","0-19yo","high"
"93","activity_04","yes","0-19yo","high"
"94","activity_04","yes","40-59yo","middle"
"94","activity_01","yes","40-59yo","middle"
"94","activity_02","yes","40-59yo","middle"
"94","activity_03","yes","40-59yo","middle"
"94","activity_04","yes","40-59yo","middle"
"95","activity_04","yes","60-79yo","high"
"95","activity_04","yes","60-79yo","high"
"95","activity_01","yes","60-79yo","high"
"96","activity_05","no","60-79yo","high"
"96","activity_02","no","60-79yo","high"
"96","activity_04","no","60-79yo","high"
"96","activity_01","no","60-79yo","high"
"97","noise_0","yes","40-59yo","middle"
"97","activity_01","yes","40-59yo","middle"
"97","activity_02","yes","40-59yo","middle"
"97","activity_03","yes","40-59yo","middle"
"97","activity_04","yes","40-59yo","middle"
"97","activity_04","yes","40-59yo","middle"
"98","activity_05","no","60-79yo","high"
"98","activity_02","no","60-79yo","high"
"98","activity_04","no","60-79yo","high"
"98","activity_01","no","60-79yo","high"
"99","activity_03","no","80yo+","middle"
"99","activity_01","no","80yo+","middle"
"99","activity_03","no","80yo+","middle"
"99","activity_05","no","80yo+","middle"
