"trace_id","activities","employed","age","income"
"41","activity_03","no","80yo+","middle"
"42","activity_05","no","60-79yo","high"
"42","activity_03","no","60-79yo","high"
"42","activity_01","no","60-79yo","high"
"42","activity_04","no","60-79yo","high"
"43","activity_01","yes","60-79yo","middle"
"43","activity_05","yes","60-79yo","middle"
"44","noise_1","no","60-79yo","high"
"44","activity_02","no","60-79yo","high"
"44","activity_04","no","60-79yo","high"
"44","activity_01","no","60-79yo","high"
"45","activity_02","no","80yo+","middle"
"45","noise_0","no","80yo+","middle"
"45","activity_02","no","80yo+","middle"
"45","activity_04","no","80yo+","middle"
"45","activity_01","no","80yo+","middle"
"46","activity_01","yes","40-59yo","low"
"46","activity_03","yes","40-59yo","low"
"46","activity_05","yes","40-59yo","low"
"46","activity_03","yes","40-59yo","low"
"47","activity_01","yes","20-39yo","low"
"47","activity_03","yes","20-39yo","low"
"48","activity_04","no","80yo+","middle"
"48","activity_01","no","80yo+","middle"
"48","noise_0","no","80yo+","middle"
"48","activity_02","no","80yo+","middle"
"48","activity_03","no","80yo+","middle"
"48","activity_04","no","80yo+","middle"
"49","noise_2","no","0-19yo","low"
"49","activity_04","no","0-19yo","low"
"49","activity_01","no","0-19yo","low"
"49","activity_02","no","0-19yo","low"
"49","activity_02","no","0-19yo","low"
"49","activity_03","no","0-19yo","low"
"49","activity_04","no","0-19yo","low"
"50","activity_02","no","0-19yo","low"
"50","activity_03","no","0-19yo","low"
"50","noise_2","no","0-19yo","low"
"50","activity_01","no","0-19yo","low"
"50","activity_01","no","0-19yo","low"
"50","activity_05","no","0-19yo","low"
"50","activity_03","no","0-19yo","low"
"51","activity_01","yes","0-19yo","low"
"51","activity_02","yes","0-19yo","low"
"51","activity_07","yes","0-19yo","low"
"51","activity_03","yes","0-19yo","low"
"52","activity_02","no","0-19yo","high"
"52","activity_01","no","0-19yo","high"
"52","activity_02","no","0-19yo","high"
"52","activity_07","no","0-19yo","high"
"52","activity_03","no","0-19yo","high"
"53","activity_05","no","20-39yo","middle"
"53","activity_01","no","20-39yo","middle"
"53","activity_04","no","20-39yo","middle"
"54","activity_03","no","0-19yo","middle"
"54","activity_01","no","0-19yo","middle"
"54","activity_05","no","0-19yo","middle"
"54","activity_03","no","0-19yo","middle"
"55","activity_03","no","80yo+","middle"
"55","activity_01","no","80yo+","middle"
"55","activity_03","no","80yo+","middle"
"55","activity_05","no","80yo+","middle"
"56","activity_01","no","80yo+","middle"
"57","activity_04","yes","80yo+","high"
"57","activity_01","yes","80yo+","high"
"57","activity_05","yes","80yo+","high"
"57","activity_02","yes","80yo+","high"
"57","activity_04","yes","80yo+","high"
"58","activity_01","no","40-59yo","middle"
"59","activity_03","yes","60-79yo","middle"
"59","noise_2","yes","60-79yo","middle"
"59","activity_01","yes","60-79yo","middle"
"59","activity_03","yes","60-79yo","middle"
"60","activity_05","no","40-59yo","high"
"60","activity_01","no","40-59yo","high"
"60","activity_02","no","40-59yo","high"
"60","activity_05","no","40-59yo","high"
"60","activity_04","no","40-59yo","high"
"60","noise_2","no","40-59yo","high"
"60","activity_01","no","40-59yo","high"
"61","activity_03","yes","40-59yo","high"
"61","activity_02","yes","40-59yo","high"
"61","noise_1","yes","40-59yo","high"
"61","activity_03","yes","40-59yo","high"
"61","activity_05","yes","40-59yo","high"
"62","activity_01","yes","40-59yo","low"
"62","activity_03","yes","40-59yo","low"
"63","activity_05","no","20-39yo","low"
"63","activity_02","no","20-39yo","low"
"63","noise_4","no","20-39yo","low"
"63","noise_4","no","20-39yo","low"
"63","activity_04","no","20-39yo","low"
"63","noise_0","no","20-39yo","low"
"63","activity_01","no","20-39yo","low"
"64","noise_4","yes","20-39yo","low"
"64","activity_01","yes","20-39yo","low"
"64","activity_03","yes","20-39yo","low"
"64","activity_05","yes","20-39yo","low"
"65","activity_05","yes","0-19yo","middle"
"65","activity_01","yes","0-19yo","middle"
"65","activity_02","yes","0-19yo","middle"
"66","activity_05","yes","20-39yo","low"
"66","activity_02","yes","20-39yo","low"
"66","activity_04","yes","20-39yo","low"
"66","activity_01","yes","20-39yo","low"
"67","activity_03","no","80yo+","high"
"67","activity_01","no","80yo+","high"
"67","activity_03","no","80yo+","high"
"67","activity_05","no","80yo+","high"
"68","activity_03","no","80yo+","middle"
"68","activity_03","no","80yo+","middle"
"68","activity_04","no","80yo+","middle"
"68","activity_01","no","80yo+","middle"
"68","activity_05","no","80yo+","middle"
"69","activity_03","no","40-59yo","high"
"69","activity_03","no","40-59yo","high"
"69","noise_2","no","40-59yo","high"
"69","activity_01","no","40-59yo","high"
"69","activity_05","no","40-59yo","high"
"69","activity_03","no","40-59yo","high"
"70","activity_04","no","20-39yo","middle"
"70","activity_03","no","20-39yo","middle"
"70","activity_01","no","20-39yo","middle"
"70","activity_02","no","20-39yo","middle"
"71","noise_0","no","60-79yo","low"
"71","activity_03","no","60-79yo","low"
"71","activity_01","no","60-79yo","low"
"71","activity_03","no","60-79yo","low"
"71","activity_05","no","60-79yo","low"
"72","noise_0","yes","40-59yo","low"
"72","activity_01","yes","40-59yo","low"
"72","activity_03","yes","40-59yo","low"
"72","activity_05","yes","40-59yo","low"
"73","activity_07","no","40-59yo","high"
"73","activity_01","no","40-59yo","high"
"73","activity_02","no","40-59yo","high"
"74","activity_03","yes","60-79yo","high"
"74","activity_01","yes","60-79yo","high"
"74","activity_03","yes","60-79yo","high"
"74","activity_05","yes","60-79yo","high"
"75","noise_1","yes","80yo+","middle"
"75","activity_03","yes","80yo+","middle"
"75","activity_01","yes","80yo+","middle"
"76","noise_1","no","0-19yo","high"
"76","activity_05","no","0-19yo","high"
"76","activity_04","no","0-19yo","high"
"76","activity_01","no","0-19yo","high"
"77","activity_05","yes","0-19yo","high"
"77","activity_02","yes","0-19yo","high"
"77","activity_04","yes","0-19yo","high"
"77","activity_01","yes","0-19yo","high"
"78","activity_03","yes","40-59yo","middle"
"78","activity_01","yes","40-59yo","middle"
"78","activity_03","yes","40-59yo","middle"
"78","activity_05","yes","40-59yo","middle"
"79","activity_01","no","80yo+","middle"
"79","noise_3","no","80yo+","middle"
"79","noise_3","no","80yo+","middle"
"79","activity_05","no","80yo+","middle"
"79","activity_03","no","80yo+","middle"
"80","activity_03","no","80yo+","middle"
"80","activity_01","no","80yo+","middle"
"80","activity_05","no","80yo+","middle"
"80","activity_03","no","80yo+","middle"
"81","activity_03","yes","0-19yo","low"
"81","activity_05","yes","0-19yo","low"
"82","activity_05","yes","0-19yo","middle"
"82","activity_03","yes","0-19yo","middle"
"82","activity_03","yes","0-19yo","middle"
"83","activity_05","yes","60-79yo","low"
"83","activity_02","yes","60-79yo","low"
"83","noise_1","yes","60-79yo","low"
"83","activity_01","yes","60-79yo","low"
"84","activity_03","no","80yo+","low"
"84","activity_01","no","80yo+","low"
"84","activity_01","no","80yo+","low"
"84","activity_03","no","80yo+","low"
"84","activity_05","no","80yo+","low"
"85","activity_03","yes","40-59yo","middle"
"85","activity_01","yes","40-59yo","middle"
"85","activity_03","yes","40-59yo","middle"
"85","activity_05","yes","40-59yo","middle"
"86","activity_04","no","60-79yo","high"
"86","activity_05","no","60-79yo","high"
"86","activity_04","no","60-79yo","high"
"86","activity_01","no","60-79yo","high"
"87","activity_01","yes","0-19yo","low"
"87","activity_04","yes","0-19yo","low"
"88","activity_05","yes","20-39yo","low"
"88","activity_03","yes","20-39yo","low"
"88","activity_02","yes","20-39yo","low"
"88","activity_01","yes","20-39yo","low"
"89","activity_03","no","40-59yo","low"
"89","activity_01","no","40-59yo","low"
"89","activity_03","no","40-59yo","low"
"89","activity_05","no","40-59yo","low"
"90","activity_05","yes","60-79yo","middle"
"90","activity_03","yes","60-79yo","middle"
"90","activity_04","yes","60-79yo","middle"
"90","activity_03","yes","60-79yo","middle"
"91","activity_01","yes","40-59yo","middle"
"91","activity_04","yes","40-59yo","middle"
"91","activity_02","yes","40-59yo","middle"
"91","activity_07","yes","40-59yo","middle"
"91","activity_04","yes","40-59yo","middle"
"92","activity_05","no","60-79yo","high"
"92","activity_02","no","60-79yo","high"
"92","activity_04","no","60-79yo","high"
"92","activity_01","no","60-79yo","high"
"93","activity_01","no","20-39yo","middle"
"93","noise_3","no","20-39yo","middle"
"93","activity_03","no","20-39yo","middle"
"93","activity_03","no","20-39yo","middle"
"94","activity_05","no","20-39yo","high"
"94","activity_02","no","20-39yo","high"
"94","activity_04","no","20-39yo","high"
"94","activity_01","no","20-39yo","high"
"95","activity_03","no","20-39yo","low"
"95","activity_03","no","20-39yo","low"
"95","activity_01","no","20-39yo","low"
"95","activity_05","no","20-39yo","low"
"96","activity_01","no","0-19yo","high"
"96","activity_03","no","0-19yo","high"
"96","activity_03","no","0-19yo","high"
"96","activity_05","no","0-19yo","high"
"97","noise_0","yes","60-79yo","high"
"97","activity_05","yes","60-79yo","high"
"97","activity_02","yes","60-79yo","high"
"98","activity_04","no","60-79yo","high"
"98","activity_03","no","60-79yo","high"
"98","activity_01","no","60-79yo","high"
"99","activity_01","yes","80yo+","low"
"99","activity_05","yes","80yo+","low"
"99","noise_3","yes","80yo+","low"
"99","activity_03","yes","80yo+","low"
"99","activity_03","yes","80yo+","low"
