"trace_id","activities","owner","employed","age"
"14","activity_03","yes","yes","0-19yo"
"15","activity_05","yes","yes","60-79yo"
"15","activity_06","yes","yes","60-79yo"
"15","activity_07","yes","yes","60-79yo"
"15","activity_08","yes","yes","60-79yo"
"15","activity_01","yes","yes","60-79yo"
"15","activity_03","yes","yes","60-79yo"
"16","activity_02","yes","yes","0-19yo"
"16","activity_07","yes","yes","0-19yo"
"16","activity_06","yes","yes","0-19yo"
"17","activity_02","no","yes","0-19yo"
"17","activity_07","no","yes","0-19yo"
"17","activity_06","no","yes","0-19yo"
"18","activity_10","yes","no","60-79yo"
"18","activity_09","yes","no","60-79yo"
"18","activity_02","yes","no","60-79yo"
"18","activity_04","yes","no","60-79yo"
"19","activity_02","yes","yes","0-19yo"
"19","activity_07","yes","yes","0-19yo"
"19","activity_06","yes","yes","0-19yo"
"20","activity_10","no","no","0-19yo"
"20","activity_09","no","no","0-19yo"
"20","activity_02","no","no","0-19yo"
"20","activity_04","no","no","0-19yo"
"21","activity_02","no","no","0-19yo"
"21","activity_07","no","no","0-19yo"
"21","activity_06","no","no","0-19yo"
"22","activity_05","yes","yes","40-59yo"
"22","activity_06","yes","yes","40-59yo"
"22","activity_07","yes","yes","40-59yo"
"22","activity_08","yes","yes","40-59yo"
"22","activity_01","yes","yes","40-59yo"
"22","activity_03","yes","yes","40-59yo"
"23","activity_10","yes","no","60-79yo"
"23","activity_09","yes","no","60-79yo"
"23","activity_02","yes","no","60-79yo"
"23","activity_04","yes","no","60-79yo"
"24","activity_02","yes","yes","0-19yo"
"24","activity_07","yes","yes","0-19yo"
"24","activity_06","yes","yes","0-19yo"
"25","activity_05","yes","yes","60-79yo"
"25","activity_06","yes","yes","60-79yo"
"25","activity_07","yes","yes","60-79yo"
"25","activity_08","yes","yes","60-79yo"
"25","activity_01","yes","yes","60-79yo"
"25","activity_03","yes","yes","60-79yo"
"26","activity_01","yes","no","60-79yo"
"26","activity_02","yes","no","60-79yo"
"26","activity_09","yes","no","60-79yo"
"26","activity_05","yes","no","60-79yo"
"27","activity_02","no","yes","0-19yo"
"27","activity_07","no","yes","0-19yo"
"27","activity_06","no","yes","0-19yo"
"28","activity_02","no","yes","0-19yo"
"28","activity_07","no","yes","0-19yo"
"28","activity_06","no","yes","0-19yo"
"29","activity_05","yes","yes","40-59yo"
"29","activity_06","yes","yes","40-59yo"
"29","activity_07","yes","yes","40-59yo"
"29","activity_08","yes","yes","40-59yo"
"29","activity_01","yes","yes","40-59yo"
"29","activity_03","yes","yes","40-59yo"
"30","activity_02","no","yes","0-19yo"
"30","activity_07","no","yes","0-19yo"
"30","activity_06","no","yes","0-19yo"
"31","activity_10","no","no","20-39yo"
"31","activity_09","no","no","20-39yo"
"31","activity_02","no","no","20-39yo"
"31","activity_04","no","no","20-39yo"
"32","activity_10","yes","no","60-79yo"
"32","activity_09","yes","no","60-79yo"
"32","activity_02","yes","no","60-79yo"
"32","activity_04","yes","no","60-79yo"
"33","activity_02","no","yes","0-19yo"
"33","activity_07","no","yes","0-19yo"
"33","activity_06","no","yes","0-19yo"
"34","activity_05","yes","no","40-59yo"
"34","activity_06","yes","no","40-59yo"
"34","activity_07","yes","no","40-59yo"
"34","activity_08","yes","no","40-59yo"
"34","activity_01","yes","no","40-59yo"
"34","activity_03","yes","no","40-59yo"
"35","activity_05","yes","no","60-79yo"
"35","activity_06","yes","no","60-79yo"
"35","activity_07","yes","no","60-79yo"
"35","activity_08","yes","no","60-79yo"
"35","activity_01","yes","no","60-79yo"
"35","activity_03","yes","no","60-79yo"
"36","activity_05","yes","no","20-39yo"
"36","activity_06","yes","no","20-39yo"
"36","activity_07","yes","no","20-39yo"
"36","activity_08","yes","no","20-39yo"
"36","activity_01","yes","no","20-39yo"
"36","activity_03","yes","no","20-39yo"
"37","activity_05","yes","yes","0-19yo"
"37","activity_06","yes","yes","0-19yo"
"37","activity_07","yes","yes","0-19yo"
"37","activity_08","yes","yes","0-19yo"
"37","activity_01","yes","yes","0-19yo"
"37","activity_03","yes","yes","0-19yo"
"38","activity_02","no","yes","0-19yo"
"38","activity_07","no","yes","0-19yo"
"38","activity_06","no","yes","0-19yo"
"39","activity_02","no","yes","0-19yo"
"39","activity_07","no","yes","0-19yo"
"39","activity_06","no","yes","0-19yo"
"40","activity_02","yes","yes","0-19yo"
"40","activity_07","yes","yes","0-19yo"
"40","activity_06","yes","yes","0-19yo"
"41","activity_10","no","no","80yo+"
"41","activity_09","no","no","80yo+"
"41","activity_02","no","no","80yo+"
"41","activity_04","no","no","80yo+"
"42","activity_02","yes","no","0-19yo"
"42","activity_07","yes","no","0-19yo"
"42","activity_06","yes","no","0-19yo"
"43","activity_02","no","yes","0-19yo"
"43","activity_07","no","yes","0-19yo"
"43","activity_06","no","yes","0-19yo"
"44","activity_02","yes","no","0-19yo"
"44","activity_07","yes","no","0-19yo"
"44","activity_06","yes","no","0-19yo"
"45","activity_02","yes","yes","0-19yo"
"45","activity_07","yes","yes","0-19yo"
"45","activity_06","yes","yes","0-19yo"
"46","activity_02","yes","yes","0-19yo"
"46","activity_07","yes","yes","0-19yo"
"46","activity_06","yes","yes","0-19yo"
"47","activity_02","no","yes","0-19yo"
"47","activity_07","no","yes","0-19yo"
"47","activity_06","no","yes","0-19yo"
"48","activity_01","yes","no","20-39yo"
"48","activity_02","yes","no","20-39yo"
"48","activity_09","yes","no","20-39yo"
"48","activity_05","yes","no","20-39yo"
"49","activity_05","yes","yes","60-79yo"
"49","activity_06","yes","yes","60-79yo"
"49","activity_07","yes","yes","60-79yo"
"49","activity_08","yes","yes","60-79yo"
"49","activity_01","yes","yes","60-79yo"
"49","activity_03","yes","yes","60-79yo"
"50","activity_01","yes","no","40-59yo"
"50","activity_02","yes","no","40-59yo"
"50","activity_09","yes","no","40-59yo"
"50","activity_05","yes","no","40-59yo"
"51","activity_02","no","no","0-19yo"
"51","activity_07","no","no","0-19yo"
"51","activity_06","no","no","0-19yo"
"52","activity_05","yes","no","40-59yo"
"52","activity_06","yes","no","40-59yo"
"52","activity_07","yes","no","40-59yo"
"52","activity_08","yes","no","40-59yo"
"52","activity_01","yes","no","40-59yo"
"52","activity_03","yes","no","40-59yo"
"53","activity_02","no","yes","0-19yo"
"53","activity_07","no","yes","0-19yo"
"53","activity_06","no","yes","0-19yo"
"54","activity_02","yes","no","0-19yo"
"54","activity_07","yes","no","0-19yo"
"54","activity_06","yes","no","0-19yo"
"55","activity_02","no","yes","0-19yo"
"55","activity_07","no","yes","0-19yo"
"55","activity_06","no","yes","0-19yo"
"56","activity_02","no","yes","0-19yo"
"56","activity_07","no","yes","0-19yo"
"56","activity_06","no","yes","0-19yo"
"57","activity_02","yes","yes","0-19yo"
"57","activity_07","yes","yes","0-19yo"
"57","activity_06","yes","yes","0-19yo"
"58","activity_02","yes","yes","0-19yo"
"58","activity_07","yes","yes","0-19yo"
"58","activity_06","yes","yes","0-19yo"
"59","activity_02","yes","yes","0-19yo"
"59","activity_07","yes","yes","0-19yo"
"59","activity_06","yes","yes","0-19yo"
"60","activity_01","yes","yes","60-79yo"
"60","activity_02","yes","yes","60-79yo"
"60","activity_09","yes","yes","60-79yo"
"60","activity_05","yes","yes","60-79yo"
"61","activity_10","no","no","80yo+"
"61","activity_09","no","no","80yo+"
"61","activity_02","no","no","80yo+"
"61","activity_04","no","no","80yo+"
"62","activity_01","yes","no","20-39yo"
"62","activity_02","yes","no","20-39yo"
"62","activity_09","yes","no","20-39yo"
"62","activity_05","yes","no","20-39yo"
"63","activity_02","no","no","0-19yo"
"63","activity_07","no","no","0-19yo"
"63","activity_06","no","no","0-19yo"
"64","activity_02","no","yes","0-19yo"
"64","activity_07","no","yes","0-19yo"
"64","activity_06","no","yes","0-19yo"
"65","activity_02","no","no","0-19yo"
"65","activity_07","no","no","0-19yo"
"65","activity_06","no","no","0-19yo"
"66","activity_01","yes","yes","80yo+"
"66","activity_02","yes","yes","80yo+"
"66","activity_09","yes","yes","80yo+"
"66","activity_05","yes","yes","80yo+"
"67","activity_01","yes","no","20-39yo"
"67","activity_02","yes","no","20-39yo"
"67","activity_09","yes","no","20-39yo"
"67","activity_05","yes","no","20-39yo"
"68","activity_02","no","yes","0-19yo"
"68","activity_07","no","yes","0-19yo"
"68","activity_06","no","yes","0-19yo"
"69","activity_02","yes","no","0-19yo"
"69","activity_07","yes","no","0-19yo"
"69","activity_06","yes","no","0-19yo"
"70","activity_02","yes","yes","0-19yo"
"70","activity_07","yes","yes","0-19yo"
"70","activity_06","yes","yes","0-19yo"
"71","activity_05","yes","yes","40-59yo"
"71","activity_06","yes","yes","40-59yo"
"71","activity_07","yes","yes","40-59yo"
"71","activity_08","yes","yes","40-59yo"
"71","activity_01","yes","yes","40-59yo"
"71","activity_03","yes","yes","40-59yo"
"72","activity_02","no","yes","0-19yo"
"72","activity_07","no","yes","0-19yo"
"72","activity_06","no","yes","0-19yo"
"73","activity_02","yes","yes","0-19yo"
"73","activity_07","yes","yes","0-19yo"
"73","activity_06","yes","yes","0-19yo"
"74","activity_02","no","no","0-19yo"
"74","activity_07","no","no","0-19yo"
"74","activity_06","no","no","0-19yo"
"75","activity_05","yes","yes","40-59yo"
"75","activity_06","yes","yes","40-59yo"
"75","activity_07","yes","yes","40-59yo"
"75","activity_08","yes","yes","40-59yo"
"75","activity_01","yes","yes","40-59yo"
"75","activity_03","yes","yes","40-59yo"
"76","activity_02","no","no","0-19yo"
"76","activity_07","no","no","0-19yo"
"76","activity_06","no","no","0-19yo"
"77","activity_02","no","no","0-19yo"
"77","activity_07","no","no","0-19yo"
"77","activity_06","no","no","0-19yo"
"78","activity_02","no","yes","0-19yo"
"78","activity_07","no","yes","0-19yo"
"78","activity_06","no","yes","0-19yo"
"79","activity_02","no","no","0-19yo"
"79","activity_07","no","no","0-19yo"
"79","activity_06","no","no","0-19yo"
"80","activity_02","no","no","0-19yo"
"80","activity_07","no","no","0-19yo"
"80","activity_06","no","no","0-19yo"
"81","activity_02","no","no","0-19yo"
"81","activity_07","no","no","0-19yo"
"81","activity_06","no","no","0-19yo"
"82","activity_02","yes","no","0-19yo"
"82","activity_07","yes","no","0-19yo"
"82","activity_06","yes","no","0-19yo"
"83","activity_10","no","no","20-39yo"
"83","activity_09","no","no","20-39yo"
"83","activity_02","no","no","20-39yo"
"83","activity_04","no","no","20-39yo"
"84","activity_02","no","no","0-19yo"
"84","activity_07","no","no","0-19yo"
"84","activity_06","no","no","0-19yo"
"85","activity_02","no","no","0-19yo"
"85","activity_07","no","no","0-19yo"
"85","activity_06","no","no","0-19yo"
"86","activity_05","yes","no","0-19yo"
"86","activity_06","yes","no","0-19yo"
"86","activity_07","yes","no","0-19yo"
"86","activity_08","yes","no","0-19yo"
"86","activity_01","yes","no","0-19yo"
"86","activity_03","yes","no","0-19yo"
"87","activity_01","yes","no","0-19yo"
"87","activity_02","yes","no","0-19yo"
"87","activity_09","yes","no","0-19yo"
"87","activity_05","yes","no","0-19yo"
"88","activity_02","yes","no","0-19yo"
"88","activity_07","yes","no","0-19yo"
"88","activity_06","yes","no","0-19yo"
"89","activity_02","no","yes","0-19yo"
"89","activity_07","no","yes","0-19yo"
"89","activity_06","no","yes","0-19yo"
"90","activity_02","yes","yes","0-19yo"
"90","activity_07","yes","yes","0-19yo"
"90","activity_06","yes","yes","0-19yo"
"91","activity_10","yes","no","60-79yo"
"91","activity_09","yes","no","60-79yo"
"91","activity_02","yes","no","60-79yo"
"91","activity_04","yes","no","60-79yo"
"92","activity_02","yes","no","0-19yo"
"92","activity_07","yes","no","0-19yo"
"92","activity_06","yes","no","0-19yo"
"93","activity_02","yes","no","0-19yo"
"93","activity_07","yes","no","0-19yo"
"93","activity_06","yes","no","0-19yo"
"94","activity_02","no","no","0-19yo"
"94","activity_07","no","no","0-19yo"
"94","activity_06","no","no","0-19yo"
"95","activity_02","no","yes","0-19yo"
"95","activity_07","no","yes","0-19yo"
"95","activity_06","no","yes","0-19yo"
"96","activity_01","yes","no","60-79yo"
"96","activity_02","yes","no","60-79yo"
"96","activity_09","yes","no","60-79yo"
"96","activity_05","yes","no","60-79yo"
"97","activity_05","yes","no","60-79yo"
"97","activity_06","yes","no","60-79yo"
"97","activity_07","yes","no","60-79yo"
"97","activity_08","yes","no","60-79yo"
"97","activity_01","yes","no","60-79yo"
"97","activity_03","yes","no","60-79yo"
"98","activity_02","yes","yes","0-19yo"
"98","activity_07","yes","yes","0-19yo"
"98","activity_06","yes","yes","0-19yo"
"99","activity_02","no","yes","0-19yo"
"99","activity_07","no","yes","0-19yo"
"99","activity_06","no","yes","0-19yo"
