"trace_id","activities","owner","employed","age"
"34","activity_09","yes","no","0-19yo"
"34","noise_1","yes","no","0-19yo"
"34","activity_09","yes","no","0-19yo"
"34","activity_05","yes","no","0-19yo"
"35","activity_02","no","no","0-19yo"
"35","activity_07","no","no","0-19yo"
"35","activity_06","no","no","0-19yo"
"36","activity_02","no","yes","0-19yo"
"36","activity_01","no","yes","0-19yo"
"36","activity_09","no","yes","0-19yo"
"36","activity_07","no","yes","0-19yo"
"37","activity_02","no","no","40-59yo"
"37","activity_07","no","no","40-59yo"
"37","activity_06","no","no","40-59yo"
"38","activity_02","no","no","0-19yo"
"38","activity_07","no","no","0-19yo"
"38","activity_06","no","no","0-19yo"
"39","activity_06","no","yes","60-79yo"
"39","activity_07","no","yes","60-79yo"
"39","noise_4","no","yes","60-79yo"
"40","activity_09","yes","yes","40-59yo"
"40","activity_02","yes","yes","40-59yo"
"40","activity_01","yes","yes","40-59yo"
"41","activity_02","yes","yes","0-19yo"
"41","activity_07","yes","yes","0-19yo"
"41","activity_06","yes","yes","0-19yo"
"42","activity_02","yes","yes","20-39yo"
"42","activity_07","yes","yes","20-39yo"
"42","activity_06","yes","yes","20-39yo"
"43","activity_02","yes","yes","0-19yo"
"43","activity_07","yes","yes","0-19yo"
"43","activity_06","yes","yes","0-19yo"
"44","activity_05","no","no","80yo+"
"44","activity_06","no","no","80yo+"
"44","activity_07","no","no","80yo+"
"44","activity_08","no","no","80yo+"
"44","activity_01","no","no","80yo+"
"44","activity_03","no","no","80yo+"
"45","noise_1","yes","yes","40-59yo"
"45","activity_01","yes","yes","40-59yo"
"45","activity_02","yes","yes","40-59yo"
"45","noise_3","yes","yes","40-59yo"
"45","activity_05","yes","yes","40-59yo"
"46","activity_09","no","no","0-19yo"
"46","activity_10","no","no","0-19yo"
"46","activity_02","no","no","0-19yo"
"47","activity_02","no","yes","0-19yo"
"47","activity_07","no","yes","0-19yo"
"47","activity_06","no","yes","0-19yo"
"48","activity_02","yes","yes","0-19yo"
"48","activity_07","yes","yes","0-19yo"
"48","noise_4","yes","yes","0-19yo"
"48","activity_06","yes","yes","0-19yo"
"49","activity_06","yes","no","0-19yo"
"49","activity_07","yes","no","0-19yo"
"49","activity_08","yes","no","0-19yo"
"49","activity_01","yes","no","0-19yo"
"49","activity_05","yes","no","0-19yo"
"49","activity_03","yes","no","0-19yo"
"50","activity_01","yes","yes","40-59yo"
"50","activity_02","yes","yes","40-59yo"
"50","activity_09","yes","yes","40-59yo"
"50","activity_05","yes","yes","40-59yo"
"51","activity_01","yes","no","40-59yo"
"51","activity_02","yes","no","40-59yo"
"51","activity_09","yes","no","40-59yo"
"51","activity_05","yes","no","40-59yo"
"52","activity_05","no","no","40-59yo"
"52","activity_06","no","no","40-59yo"
"52","activity_07","no","no","40-59yo"
"52","activity_08","no","no","40-59yo"
"52","activity_01","no","no","40-59yo"
"52","activity_03","no","no","40-59yo"
"53","activity_02","yes","no","0-19yo"
"53","activity_05","yes","no","0-19yo"
"53","activity_07","yes","no","0-19yo"
"53","activity_06","yes","no","0-19yo"
"53","activity_01","yes","no","0-19yo"
"54","noise_1","no","yes","60-79yo"
"54","activity_07","no","yes","60-79yo"
"55","activity_02","no","no","0-19yo"
"55","activity_07","no","no","0-19yo"
"55","activity_06","no","no","0-19yo"
"56","activity_06","yes","yes","0-19yo"
"56","activity_02","yes","yes","0-19yo"
"56","activity_10","yes","yes","0-19yo"
"56","activity_02","yes","yes","0-19yo"
"57","activity_02","no","no","40-59yo"
"57","activity_07","no","no","40-59yo"
"57","activity_06","no","no","40-59yo"
"58","activity_10","no","yes","20-39yo"
"58","activity_09","no","yes","20-39yo"
"58","activity_02","no","yes","20-39yo"
"58","activity_04","no","yes","20-39yo"
"59","activity_02","yes","no","0-19yo"
"59","activity_07","yes","no","0-19yo"
"59","activity_06","yes","no","0-19yo"
"60","activity_02","yes","no","40-59yo"
"60","activity_07","yes","no","40-59yo"
"60","activity_06","yes","no","40-59yo"
"61","activity_02","yes","yes","0-19yo"
"61","activity_10","yes","yes","0-19yo"
"61","activity_07","yes","yes","0-19yo"
"62","activity_07","yes","yes","60-79yo"
"62","activity_05","yes","yes","60-79yo"
"62","activity_06","yes","yes","60-79yo"
"62","noise_1","yes","yes","60-79yo"
"62","activity_08","yes","yes","60-79yo"
"62","activity_01","yes","yes","60-79yo"
"63","activity_05","yes","no","20-39yo"
"63","activity_06","yes","no","20-39yo"
"63","activity_07","yes","no","20-39yo"
"63","activity_08","yes","no","20-39yo"
"63","activity_01","yes","no","20-39yo"
"63","activity_03","yes","no","20-39yo"
"64","activity_02","no","yes","40-59yo"
"64","activity_06","no","yes","40-59yo"
"64","activity_07","no","yes","40-59yo"
"65","activity_10","yes","no","80yo+"
"65","activity_09","yes","no","80yo+"
"65","activity_02","yes","no","80yo+"
"65","activity_04","yes","no","80yo+"
"66","activity_05","no","yes","0-19yo"
"66","activity_02","no","yes","0-19yo"
"66","activity_07","no","yes","0-19yo"
"66","activity_07","no","yes","0-19yo"
"67","noise_1","yes","yes","0-19yo"
"67","activity_02","yes","yes","0-19yo"
"67","activity_10","yes","yes","0-19yo"
"67","activity_07","yes","yes","0-19yo"
"68","activity_02","yes","no","40-59yo"
"68","activity_07","yes","no","40-59yo"
"68","activity_06","yes","no","40-59yo"
"69","activity_09","no","yes","60-79yo"
"69","activity_06","no","yes","60-79yo"
"69","activity_05","no","yes","60-79yo"
"69","activity_08","no","yes","60-79yo"
"69","activity_07","no","yes","60-79yo"
"69","activity_01","no","yes","60-79yo"
"69","activity_03","no","yes","60-79yo"
"70","noise_3","yes","yes","20-39yo"
"70","noise_2","yes","yes","20-39yo"
"70","activity_02","yes","yes","20-39yo"
"70","activity_07","yes","yes","20-39yo"
"70","noise_2","yes","yes","20-39yo"
"70","activity_06","yes","yes","20-39yo"
"71","activity_05","yes","no","0-19yo"
"71","activity_06","yes","no","0-19yo"
"71","activity_07","yes","no","0-19yo"
"71","activity_08","yes","no","0-19yo"
"71","activity_01","yes","no","0-19yo"
"71","activity_03","yes","no","0-19yo"
"72","noise_2","no","yes","0-19yo"
"72","activity_07","no","yes","0-19yo"
"72","activity_06","no","yes","0-19yo"
"73","activity_09","no","no","80yo+"
"73","activity_10","no","no","80yo+"
"73","noise_1","no","no","80yo+"
"73","activity_09","no","no","80yo+"
"73","activity_02","no","no","80yo+"
"73","activity_04","no","no","80yo+"
"74","activity_01","yes","yes","60-79yo"
"74","activity_05","yes","yes","60-79yo"
"74","noise_4","yes","yes","60-79yo"
"74","activity_03","yes","yes","60-79yo"
"74","activity_05","yes","yes","60-79yo"
"74","activity_09","yes","yes","60-79yo"
"75","activity_02","no","yes","80yo+"
"75","activity_02","no","yes","80yo+"
"75","activity_07","no","yes","80yo+"
"75","activity_06","no","yes","80yo+"
"76","activity_02","yes","no","0-19yo"
"76","activity_07","yes","no","0-19yo"
"76","activity_06","yes","no","0-19yo"
"77","activity_02","yes","yes","0-19yo"
"77","activity_07","yes","yes","0-19yo"
"77","activity_06","yes","yes","0-19yo"
"78","activity_02","yes","yes","0-19yo"
"78","activity_07","yes","yes","0-19yo"
"78","activity_06","yes","yes","0-19yo"
"79","activity_02","yes","no","0-19yo"
"79","activity_07","yes","no","0-19yo"
"79","activity_06","yes","no","0-19yo"
"80","activity_05","yes","no","0-19yo"
"80","activity_06","yes","no","0-19yo"
"80","activity_07","yes","no","0-19yo"
"80","activity_02","yes","no","0-19yo"
"80","activity_08","yes","no","0-19yo"
"80","activity_01","yes","no","0-19yo"
"80","activity_03","yes","no","0-19yo"
"81","activity_02","no","no","0-19yo"
"81","activity_07","no","no","0-19yo"
"81","activity_06","no","no","0-19yo"
"82","activity_02","no","no","0-19yo"
"82","activity_07","no","no","0-19yo"
"82","activity_06","no","no","0-19yo"
"83","activity_02","yes","yes","60-79yo"
"83","activity_07","yes","yes","60-79yo"
"83","activity_06","yes","yes","60-79yo"
"84","activity_09","yes","no","0-19yo"
"84","activity_03","yes","no","0-19yo"
"84","activity_02","yes","no","0-19yo"
"85","activity_06","no","no","20-39yo"
"85","activity_07","no","no","20-39yo"
"85","activity_02","no","no","20-39yo"
"86","activity_10","yes","no","40-59yo"
"86","activity_09","yes","no","40-59yo"
"86","activity_02","yes","no","40-59yo"
"86","activity_04","yes","no","40-59yo"
"87","activity_01","yes","yes","0-19yo"
"87","activity_02","yes","yes","0-19yo"
"87","activity_09","yes","yes","0-19yo"
"87","activity_05","yes","yes","0-19yo"
"88","activity_02","no","yes","0-19yo"
"88","activity_07","no","yes","0-19yo"
"88","activity_06","no","yes","0-19yo"
"89","activity_02","no","yes","0-19yo"
"89","activity_07","no","yes","0-19yo"
"89","activity_06","no","yes","0-19yo"
"90","activity_10","no","no","20-39yo"
"90","activity_09","no","no","20-39yo"
"90","activity_02","no","no","20-39yo"
"90","activity_04","no","no","20-39yo"
"91","activity_10","no","no","80yo+"
"91","activity_09","no","no","80yo+"
"91","activity_02","no","no","80yo+"
"91","activity_04","no","no","80yo+"
"92","noise_1","no","no","20-39yo"
"92","activity_07","no","no","20-39yo"
"92","activity_05","no","no","20-39yo"
"92","activity_06","no","no","20-39yo"
"93","activity_02","yes","yes","0-19yo"
"93","activity_07","yes","yes","0-19yo"
"93","activity_06","yes","yes","0-19yo"
"94","activity_02","yes","no","0-19yo"
"94","activity_07","yes","no","0-19yo"
"94","activity_06","yes","no","0-19yo"
"95","activity_09","yes","no","20-39yo"
"95","activity_10","yes","no","20-39yo"
"95","activity_04","yes","no","20-39yo"
"95","activity_02","yes","no","20-39yo"
"96","activity_02","no","yes","0-19yo"
"96","activity_07","no","yes","0-19yo"
"96","activity_06","no","yes","0-19yo"
"97","activity_02","no","no","0-19yo"
"97","noise_2","no","no","0-19yo"
"97","noise_0","no","no","0-19yo"
"97","activity_06","no","no","0-19yo"
"97","activity_07","no","no","0-19yo"
"98","activity_02","yes","no","0-19yo"
"98","activity_07","yes","no","0-19yo"
"98","activity_06","yes","no","0-19yo"
"99","activity_02","yes","no","20-39yo"
"99","activity_07","yes","no","20-39yo"
"99","activity_06","yes","no","20-39yo"
