"trace_id","activities","owner","employed","age"
"24","activity_06","yes","no","0-19yo"
"24","activity_08","yes","no","0-19yo"
"25","activity_09","no","yes","40-59yo"
"25","noise_4","no","yes","40-59yo"
"25","activity_02","no","yes","40-59yo"
"25","activity_04","no","yes","40-59yo"
"26","activity_06","yes","yes","0-19yo"
"26","activity_07","yes","yes","0-19yo"
"27","activity_02","yes","no","20-39yo"
"27","activity_07","yes","no","20-39yo"
"27","activity_06","yes","no","20-39yo"
"27","activity_06","yes","no","20-39yo"
"27","activity_06","yes","no","20-39yo"
"28","noise_4","yes","yes","40-59yo"
"28","activity_02","yes","yes","40-59yo"
"28","activity_07","yes","yes","40-59yo"
"28","activity_02","yes","yes","40-59yo"
"28","activity_06","yes","yes","40-59yo"
"29","activity_07","yes","no","20-39yo"
"29","activity_06","yes","no","20-39yo"
"29","activity_02","yes","no","20-39yo"
"30","activity_07","yes","yes","20-39yo"
"30","noise_0","yes","yes","20-39yo"
"30","noise_2","yes","yes","20-39yo"
"30","activity_06","yes","yes","20-39yo"
"30","activity_02","yes","yes","20-39yo"
"31","activity_08","no","no","40-59yo"
"31","activity_09","no","no","40-59yo"
"31","activity_01","no","no","40-59yo"
"31","activity_02","no","no","40-59yo"
"32","activity_02","yes","yes","80yo+"
"32","noise_4","yes","yes","80yo+"
"32","activity_09","yes","yes","80yo+"
"33","activity_01","no","no","20-39yo"
"33","activity_09","no","no","20-39yo"
"33","activity_07","no","no","20-39yo"
"33","activity_02","no","no","20-39yo"
"33","activity_06","no","no","20-39yo"
"34","noise_3","no","no","40-59yo"
"34","activity_09","no","no","40-59yo"
"34","activity_05","no","no","40-59yo"
"34","activity_06","no","no","40-59yo"
"34","activity_07","no","no","40-59yo"
"34","activity_07","no","no","40-59yo"
"34","activity_08","no","no","40-59yo"
"34","activity_03","no","no","40-59yo"
"35","activity_08","yes","no","60-79yo"
"35","activity_07","yes","no","60-79yo"
"35","activity_06","yes","no","60-79yo"
"35","noise_2","yes","no","60-79yo"
"36","activity_02","yes","yes","0-19yo"
"36","activity_07","yes","yes","0-19yo"
"36","activity_06","yes","yes","0-19yo"
"37","activity_02","no","no","0-19yo"
"37","activity_07","no","no","0-19yo"
"37","activity_06","no","no","0-19yo"
"38","activity_02","no","yes","0-19yo"
"39","activity_05","yes","yes","60-79yo"
"39","activity_06","yes","yes","60-79yo"
"39","activity_07","yes","yes","60-79yo"
"39","activity_08","yes","yes","60-79yo"
"39","activity_01","yes","yes","60-79yo"
"39","activity_04","yes","yes","60-79yo"
"39","activity_03","yes","yes","60-79yo"
"40","activity_01","yes","no","80yo+"
"40","activity_05","yes","no","80yo+"
"40","activity_05","yes","no","80yo+"
"40","activity_06","yes","no","80yo+"
"40","activity_07","yes","no","80yo+"
"40","activity_08","yes","no","80yo+"
"40","activity_03","yes","no","80yo+"
"41","activity_02","no","no","60-79yo"
"41","activity_01","no","no","60-79yo"
"41","activity_09","no","no","60-79yo"
"42","activity_07","yes","yes","40-59yo"
"42","activity_07","yes","yes","40-59yo"
"43","activity_01","no","yes","80yo+"
"43","activity_02","no","yes","80yo+"
"43","activity_07","no","yes","80yo+"
"43","noise_0","no","yes","80yo+"
"43","activity_06","no","yes","80yo+"
"44","activity_10","no","no","0-19yo"
"44","activity_09","no","no","0-19yo"
"44","noise_1","no","no","0-19yo"
"44","activity_04","no","no","0-19yo"
"45","noise_0","yes","no","40-59yo"
"45","activity_02","yes","no","40-59yo"
"45","activity_07","yes","no","40-59yo"
"46","activity_07","yes","no","60-79yo"
"46","activity_02","yes","no","60-79yo"
"46","noise_2","yes","no","60-79yo"
"47","activity_02","no","yes","0-19yo"
"47","activity_07","no","yes","0-19yo"
"47","activity_06","no","yes","0-19yo"
"48","activity_02","no","no","60-79yo"
"48","activity_07","no","no","60-79yo"
"48","activity_06","no","no","60-79yo"
"49","activity_02","no","yes","60-79yo"
"49","noise_1","no","yes","60-79yo"
"49","activity_08","no","yes","60-79yo"
"49","activity_06","no","yes","60-79yo"
"50","activity_05","yes","no","0-19yo"
"50","activity_07","yes","no","0-19yo"
"50","activity_01","yes","no","0-19yo"
"50","activity_08","yes","no","0-19yo"
"50","activity_03","yes","no","0-19yo"
"50","activity_06","yes","no","0-19yo"
"51","activity_06","no","no","0-19yo"
"51","activity_02","no","no","0-19yo"
"51","activity_03","no","no","0-19yo"
"51","activity_07","no","no","0-19yo"
"52","activity_01","yes","no","60-79yo"
"52","activity_02","yes","no","60-79yo"
"52","activity_09","yes","no","60-79yo"
"52","activity_05","yes","no","60-79yo"
"53","activity_05","yes","yes","80yo+"
"53","activity_06","yes","yes","80yo+"
"53","activity_07","yes","yes","80yo+"
"53","activity_08","yes","yes","80yo+"
"53","noise_1","yes","yes","80yo+"
"53","activity_03","yes","yes","80yo+"
"54","activity_02","no","no","40-59yo"
"54","activity_06","no","no","40-59yo"
"54","activity_07","no","no","40-59yo"
"55","activity_01","yes","yes","20-39yo"
"55","noise_3","yes","yes","20-39yo"
"55","activity_04","yes","yes","20-39yo"
"55","activity_09","yes","yes","20-39yo"
"55","activity_05","yes","yes","20-39yo"
"55","activity_02","yes","yes","20-39yo"
"56","activity_06","no","yes","0-19yo"
"56","activity_02","no","yes","0-19yo"
"56","activity_07","no","yes","0-19yo"
"57","activity_05","yes","yes","40-59yo"
"57","activity_06","yes","yes","40-59yo"
"57","activity_08","yes","yes","40-59yo"
"57","activity_07","yes","yes","40-59yo"
"57","activity_07","yes","yes","40-59yo"
"57","activity_01","yes","yes","40-59yo"
"57","activity_03","yes","yes","40-59yo"
"58","activity_05","yes","yes","0-19yo"
"58","activity_01","yes","yes","0-19yo"
"58","activity_08","yes","yes","0-19yo"
"59","activity_07","yes","no","0-19yo"
"59","activity_02","yes","no","0-19yo"
"59","noise_4","yes","no","0-19yo"
"59","activity_06","yes","no","0-19yo"
"60","activity_02","no","yes","80yo+"
"60","activity_07","no","yes","80yo+"
"60","activity_06","no","yes","80yo+"
"61","activity_02","no","no","0-19yo"
"61","activity_06","no","no","0-19yo"
"62","activity_02","no","yes","60-79yo"
"62","noise_3","no","yes","60-79yo"
"62","activity_07","no","yes","60-79yo"
"63","activity_06","yes","no","20-39yo"
"63","activity_02","yes","no","20-39yo"
"64","noise_4","yes","yes","80yo+"
"64","activity_07","yes","yes","80yo+"
"65","noise_4","yes","no","0-19yo"
"65","activity_06","yes","no","0-19yo"
"65","activity_02","yes","no","0-19yo"
"65","activity_07","yes","no","0-19yo"
"66","activity_02","yes","yes","20-39yo"
"66","activity_02","yes","yes","20-39yo"
"67","noise_0","yes","yes","60-79yo"
"67","activity_02","yes","yes","60-79yo"
"67","activity_06","yes","yes","60-79yo"
"68","activity_07","no","yes","80yo+"
"68","activity_02","no","yes","80yo+"
"69","activity_02","no","no","80yo+"
"69","activity_05","no","no","80yo+"
"69","activity_07","no","no","80yo+"
"69","activity_06","no","no","80yo+"
"69","activity_08","no","no","80yo+"
"69","activity_04","no","no","80yo+"
"70","activity_07","no","yes","60-79yo"
"70","noise_4","no","yes","60-79yo"
"70","activity_06","no","yes","60-79yo"
"70","noise_1","no","yes","60-79yo"
"71","activity_06","no","yes","80yo+"
"71","activity_10","no","yes","80yo+"
"71","activity_09","no","yes","80yo+"
"71","noise_3","no","yes","80yo+"
"71","activity_02","no","yes","80yo+"
"71","noise_1","no","yes","80yo+"
"71","activity_04","no","yes","80yo+"
"72","activity_02","yes","no","80yo+"
"72","noise_4","yes","no","80yo+"
"73","activity_01","no","yes","0-19yo"
"73","activity_07","no","yes","0-19yo"
"73","activity_06","no","yes","0-19yo"
"73","activity_02","no","yes","0-19yo"
"74","activity_09","yes","no","60-79yo"
"74","activity_02","yes","no","60-79yo"
"74","noise_2","yes","no","60-79yo"
"74","activity_05","yes","no","60-79yo"
"74","activity_08","yes","no","60-79yo"
"75","activity_02","yes","no","0-19yo"
"75","activity_07","yes","no","0-19yo"
"75","activity_06","yes","no","0-19yo"
"76","activity_02","yes","no","80yo+"
"76","activity_07","yes","no","80yo+"
"76","activity_06","yes","no","80yo+"
"77","activity_02","no","no","0-19yo"
"77","activity_07","no","no","0-19yo"
"77","activity_07","no","no","0-19yo"
"77","activity_06","no","no","0-19yo"
"78","activity_05","yes","yes","80yo+"
"78","activity_06","yes","yes","80yo+"
"78","activity_07","yes","yes","80yo+"
"78","activity_08","yes","yes","80yo+"
"78","activity_01","yes","yes","80yo+"
"78","activity_03","yes","yes","80yo+"
"79","activity_02","no","no","80yo+"
"79","activity_07","no","no","80yo+"
"79","noise_0","no","no","80yo+"
"80","activity_02","yes","no","60-79yo"
"80","activity_07","yes","no","60-79yo"
"80","activity_06","yes","no","60-79yo"
"81","activity_06","yes","yes","80yo+"
"81","activity_07","yes","yes","80yo+"
"81","activity_01","yes","yes","80yo+"
"81","activity_08","yes","yes","80yo+"
"81","activity_03","yes","yes","80yo+"
"82","activity_02","yes","no","40-59yo"
"82","activity_10","yes","no","40-59yo"
"82","activity_09","yes","no","40-59yo"
"82","activity_02","yes","no","40-59yo"
"82","activity_04","yes","no","40-59yo"
"83","activity_02","yes","no","80yo+"
"83","activity_09","yes","no","80yo+"
"83","activity_01","yes","no","80yo+"
"83","noise_2","yes","no","80yo+"
"83","activity_09","yes","no","80yo+"
"83","activity_05","yes","no","80yo+"
"84","activity_02","no","yes","0-19yo"
"84","activity_07","no","yes","0-19yo"
"84","activity_06","no","yes","0-19yo"
"84","noise_2","no","yes","0-19yo"
"84","activity_01","no","yes","0-19yo"
"85","activity_09","yes","no","20-39yo"
"85","noise_4","yes","no","20-39yo"
"85","activity_10","yes","no","20-39yo"
"86","activity_02","yes","no","0-19yo"
"86","activity_07","yes","no","0-19yo"
"86","activity_06","yes","no","0-19yo"
"87","noise_1","yes","yes","0-19yo"
"87","activity_02","yes","yes","0-19yo"
"87","activity_06","yes","yes","0-19yo"
"88","activity_02","yes","no","80yo+"
"88","activity_06","yes","no","80yo+"
"88","activity_07","yes","no","80yo+"
"89","activity_05","yes","no","80yo+"
"89","activity_08","yes","no","80yo+"
"89","noise_0","yes","no","80yo+"
"89","activity_06","yes","no","80yo+"
"89","activity_03","yes","no","80yo+"
"90","activity_02","no","no","60-79yo"
"90","activity_05","no","no","60-79yo"
"91","activity_06","no","no","60-79yo"
"91","noise_0","no","no","60-79yo"
"91","activity_07","no","no","60-79yo"
"92","activity_02","yes","yes","0-19yo"
"92","activity_07","yes","yes","0-19yo"
"92","activity_06","yes","yes","0-19yo"
"93","activity_06","yes","no","60-79yo"
"94","activity_08","yes","no","0-19yo"
"94","activity_04","yes","no","0-19yo"
"94","activity_07","yes","no","0-19yo"
"94","activity_02","yes","no","0-19yo"
"94","activity_06","yes","no","0-19yo"
"95","activity_02","yes","yes","0-19yo"
"95","activity_07","yes","yes","0-19yo"
"95","activity_06","yes","yes","0-19yo"
"96","activity_02","no","yes","60-79yo"
"96","activity_08","no","yes","60-79yo"
"96","activity_07","no","yes","60-79yo"
"96","noise_0","no","yes","60-79yo"
"96","noise_3","no","yes","60-79yo"
"97","activity_06","no","yes","20-39yo"
"97","activity_05","no","yes","20-39yo"
"97","activity_02","no","yes","20-39yo"
"97","activity_07","no","yes","20-39yo"
"97","activity_08","no","yes","20-39yo"
"97","activity_01","no","yes","20-39yo"
"98","noise_0","no","no","80yo+"
"98","activity_06","no","no","80yo+"
"98","activity_07","no","no","80yo+"
"99","activity_10","no","yes","80yo+"
"99","activity_06","no","yes","80yo+"
"99","activity_02","no","yes","80yo+"
"99","activity_04","no","yes","80yo+"
