"trace_id","activities","owner","employed","car_owner","income","g"
"4","activity_03","yes","no","no","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"5","noise_2","no","yes","yes","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_05","no","yes","yes","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_10","no","yes","yes","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_05","no","yes","yes","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"5","activity_07","no","yes","yes","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"6","activity_07","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"6","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"6","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"6","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"7","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"7","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"7","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"7","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"8","noise_3","no","no","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"8","activity_08","no","no","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"8","activity_08","no","no","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"8","activity_11","no","no","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"8","activity_06","no","no","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"9","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"9","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"9","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"9","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"10","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"10","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"10","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"10","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"11","activity_02","yes","no","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"11","activity_01","yes","no","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"11","activity_03","yes","no","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"11","activity_04","yes","no","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"11","activity_01","yes","no","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"11","activity_03","yes","no","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"11","activity_03","yes","no","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"12","activity_04","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_05","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_10","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_11","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_11","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"13","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"13","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"13","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"13","activity_08","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"13","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"14","activity_03","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_02","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_01","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_04","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_01","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_11","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_01","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_03","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"15","activity_08","no","no","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"15","activity_09","no","no","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"15","activity_08","no","no","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"15","activity_06","no","no","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"16","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"16","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"16","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"16","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"16","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"16","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"16","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"17","activity_02","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"17","activity_01","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"17","activity_03","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"17","activity_04","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"17","activity_01","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"17","activity_03","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"17","activity_03","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"18","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"18","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"18","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"19","activity_02","no","yes","yes","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_01","no","yes","yes","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_03","no","yes","yes","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_04","no","yes","yes","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_01","no","yes","yes","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_03","no","yes","yes","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_03","no","yes","yes","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"20","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"20","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"20","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"20","activity_06","no","yes","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"21","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"21","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"21","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"22","activity_11","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"22","noise_2","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"22","activity_05","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"22","activity_10","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"22","activity_11","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"22","activity_10","yes","yes","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"23","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_07","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"24","activity_04","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"24","activity_05","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"24","activity_10","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"24","activity_11","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"24","activity_11","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"25","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"25","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"25","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"25","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"26","noise_2","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"26","noise_4","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"26","activity_04","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"26","activity_10","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"26","activity_11","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"26","activity_05","yes","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"27","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"27","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"27","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"27","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"28","activity_02","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"28","activity_01","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"28","activity_03","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"28","activity_04","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"28","activity_01","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"28","activity_03","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"28","activity_03","no","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"29","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"29","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"29","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"29","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"30","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"30","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"30","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"30","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"30","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"30","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"30","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"31","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"31","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"31","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"31","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"32","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"32","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"32","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"32","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"33","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"33","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"33","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"33","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"34","activity_06","no","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"34","activity_05","no","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"34","noise_2","no","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"34","activity_05","no","yes","no","middle","activity_05__+__activity_05__+__activity_06__+__activity_07"
"35","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"35","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"35","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"35","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"35","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"36","activity_04","yes","yes","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"36","activity_05","yes","yes","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"36","activity_10","yes","yes","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"36","activity_11","yes","yes","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"36","activity_11","yes","yes","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"37","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"37","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"37","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"37","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"38","activity_06","no","no","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"38","activity_08","no","no","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"38","noise_2","no","no","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"39","activity_04","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"39","activity_05","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"39","activity_10","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"39","activity_11","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"39","activity_11","no","no","no","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"40","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"40","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"40","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"40","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"40","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"41","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"41","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"41","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"41","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"42","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"42","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"42","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"42","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"43","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"43","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"43","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"43","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"43","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"43","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"44","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"44","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"44","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"44","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"44","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"44","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"44","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"45","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"45","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"45","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"45","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"46","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"46","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"46","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"46","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"46","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"47","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"47","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"47","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"47","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"47","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"48","activity_08","yes","no","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"48","activity_09","yes","no","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"48","activity_08","yes","no","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"48","activity_06","yes","no","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"49","activity_08","yes","yes","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"49","activity_09","yes","yes","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"49","activity_08","yes","yes","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"49","activity_06","yes","yes","yes","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"50","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","noise_2","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","noise_2","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"51","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"51","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
