"trace_id","activities","owner","employed","car_owner","income","g"
"3","activity_03","yes","yes","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"4","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"4","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"4","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"5","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"5","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"5","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"5","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"6","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"6","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"6","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"6","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"7","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"7","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"7","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"7","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"7","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"8","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"8","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"8","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"8","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"8","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"9","activity_02","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_01","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_03","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_01","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_04","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_03","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","noise_0","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"9","activity_03","no","no","no","high","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"10","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"10","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"10","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"10","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"10","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"11","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"11","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"11","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"11","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"12","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","noise_3","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"12","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"13","activity_08","yes","yes","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"13","activity_09","yes","yes","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"13","activity_08","yes","yes","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"13","activity_06","yes","yes","yes","middle","activity_08__+__activity_09__+__activity_08__+__activity_06"
"14","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"14","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"15","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"15","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"15","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"15","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"16","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"16","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"16","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"16","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"16","activity_02","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"16","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"17","noise_1","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"17","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"17","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"17","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"17","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"17","noise_2","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"17","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"18","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"18","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"18","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"18","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"19","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_10","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"19","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"20","activity_02","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"20","activity_01","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"20","activity_03","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"20","activity_04","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"20","activity_01","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"20","activity_03","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"20","activity_03","no","no","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"21","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"21","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"21","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"21","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"22","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"22","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"22","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"22","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"23","activity_02","yes","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_01","yes","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_03","yes","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_04","yes","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_01","yes","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_03","yes","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"23","activity_03","yes","yes","yes","low","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"24","noise_3","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"24","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"24","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"24","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"24","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"25","activity_04","no","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"25","activity_05","no","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"25","activity_10","no","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"25","activity_11","no","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"25","activity_11","no","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"26","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"26","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"26","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"26","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"27","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"27","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"27","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"27","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"27","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"28","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"28","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"28","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"28","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"29","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"29","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"29","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"29","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"30","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"30","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"30","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"30","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"30","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"31","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"31","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"31","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"31","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"31","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"32","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"32","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"32","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"32","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"33","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"33","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"33","activity_11","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"33","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"33","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"33","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"33","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"33","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"34","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"34","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"34","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"34","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"35","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"35","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"35","noise_1","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"36","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"36","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"36","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"37","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"37","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"37","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"37","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"37","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"38","activity_08","no","yes","yes","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"38","activity_09","no","yes","yes","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"38","noise_2","no","yes","yes","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"38","noise_3","no","yes","yes","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"38","activity_05","no","yes","yes","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"38","activity_08","no","yes","yes","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"38","activity_06","no","yes","yes","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"39","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"39","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"39","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"39","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"39","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"40","activity_05","no","yes","no","low","activity_05__+__activity_05__+__activity_06__+__activity_07"
"40","activity_05","no","yes","no","low","activity_05__+__activity_05__+__activity_06__+__activity_07"
"40","activity_06","no","yes","no","low","activity_05__+__activity_05__+__activity_06__+__activity_07"
"40","activity_07","no","yes","no","low","activity_05__+__activity_05__+__activity_06__+__activity_07"
"41","activity_04","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"41","activity_05","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"41","activity_10","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"41","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"41","activity_11","yes","no","no","low","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"42","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"42","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"42","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"42","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"43","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"43","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"43","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"43","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"44","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"44","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"44","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"44","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"45","activity_04","yes","no","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"45","activity_05","yes","no","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"45","activity_10","yes","no","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"45","activity_11","yes","no","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"45","activity_11","yes","no","yes","high","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"46","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"46","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"46","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"46","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"47","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"47","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"47","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"47","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"48","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"48","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"48","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"48","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"49","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"49","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"49","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"49","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"50","activity_10","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"50","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"51","activity_04","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"51","activity_05","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"51","activity_10","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"51","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"51","activity_11","yes","no","no","middle","activity_04__+__activity_05__+__activity_10__+__activity_11__+__activity_11"
"52","activity_08","yes","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"52","activity_09","yes","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"52","activity_08","yes","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
"52","activity_06","yes","yes","no","high","activity_08__+__activity_09__+__activity_08__+__activity_06"
