,actual,original_pattern
105,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
106,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
107,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
108,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
109,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
110,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
111,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
112,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
113,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
114,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
115,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
116,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
117,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
118,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
119,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
120,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
121,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
122,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
123,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
124,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
125,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
126,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
127,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
128,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
129,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
130,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
131,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
132,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
133,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
134,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
135,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
136,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
137,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
138,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
139,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
140,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
141,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
142,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
143,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
144,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
145,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
146,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
147,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
148,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
149,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
150,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
151,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
152,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
153,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
154,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
155,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
156,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
157,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
158,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
159,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
160,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
161,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
162,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
163,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
164,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
165,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
166,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
167,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
168,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
169,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
170,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
171,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
172,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
173,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
174,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
175,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
176,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
177,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
178,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
179,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
180,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
181,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
182,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
183,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
184,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
185,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
186,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
187,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
188,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
189,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
190,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
191,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
192,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
193,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
194,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
195,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
196,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
197,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
198,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
199,activity_04-activity_01-activity_02-activity_03-activity_04,activity_04-activity_01-activity_02-activity_03-activity_04
200,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
201,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
202,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
203,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
204,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
205,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
206,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
207,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
208,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
209,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
210,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
211,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
212,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
213,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
214,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
215,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
216,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
217,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
218,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
219,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
220,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
221,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
222,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
223,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
224,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
225,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
226,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
227,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
228,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
229,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
230,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
231,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
232,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
233,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
234,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
235,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
236,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
237,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
238,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
239,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
240,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
241,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
242,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
243,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
244,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
245,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
246,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
247,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
248,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
249,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
250,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
251,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
252,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
253,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
254,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
255,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
256,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
257,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
258,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
259,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
260,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
261,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
262,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
263,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
264,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
265,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
266,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
267,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
268,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
269,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
270,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
271,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
272,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
273,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
274,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
275,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
276,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
277,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
278,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
279,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
280,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
281,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
282,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
283,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
284,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
285,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
286,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
287,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
288,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
289,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
290,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
291,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
292,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
293,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
294,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
295,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
296,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
297,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
298,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
299,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
300,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
301,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
302,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
303,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
304,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
305,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
306,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
307,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
308,activity_05-activity_02-activity_04-activity_01,activity_05-activity_02-activity_04-activity_01
