"trace_id","activities","owner","age","car_owner","income","g"
"9","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"9","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"10","activity_03","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"10","activity_10","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"10","activity_06","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"10","activity_11","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"11","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"11","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"11","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"12","activity_09","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"12","activity_01","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"12","activity_04","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"12","activity_04","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"13","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"13","noise_0","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"13","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"13","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"14","activity_10","no","40-59yo","no","low","activity_03__+__activity_10__+__activity_06__+__activity_11"
"14","activity_03","no","40-59yo","no","low","activity_03__+__activity_10__+__activity_06__+__activity_11"
"15","activity_03","yes","40-59yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"15","activity_02","yes","40-59yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"15","activity_01","yes","40-59yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"15","activity_04","yes","40-59yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"16","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"16","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"16","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"16","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"17","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"17","activity_10","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"17","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"18","activity_03","yes","40-59yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"18","activity_02","yes","40-59yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"18","activity_01","yes","40-59yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"18","activity_04","yes","40-59yo","yes","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"19","activity_04","yes","40-59yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"19","activity_01","yes","40-59yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"19","activity_03","yes","40-59yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"19","activity_08","yes","40-59yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"19","activity_07","yes","40-59yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"19","activity_06","yes","40-59yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"20","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"20","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"20","noise_2","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"20","activity_06","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"20","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"21","activity_09","yes","20-39yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"21","activity_01","yes","20-39yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"21","activity_04","yes","20-39yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"21","activity_04","yes","20-39yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"22","activity_09","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"22","activity_01","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"22","activity_04","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"22","activity_04","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"23","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"23","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"23","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"23","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"24","activity_01","no","60-79yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"24","activity_01","no","60-79yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"24","activity_09","no","60-79yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"24","activity_04","no","60-79yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"25","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"25","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"25","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"25","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"26","activity_04","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"26","noise_2","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"26","activity_03","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"26","activity_08","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"26","activity_06","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"27","activity_04","yes","80yo+","yes","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"27","activity_01","yes","80yo+","yes","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"27","activity_03","yes","80yo+","yes","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"27","activity_08","yes","80yo+","yes","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"27","activity_07","yes","80yo+","yes","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"27","activity_06","yes","80yo+","yes","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"28","activity_02","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"28","noise_1","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"28","activity_01","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"28","activity_04","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"29","activity_09","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"29","activity_01","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"29","activity_04","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"29","activity_04","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"30","activity_09","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"30","activity_01","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"30","activity_04","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"30","activity_04","yes","0-19yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"31","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"31","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"31","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"31","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"32","noise_3","yes","80yo+","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"32","activity_04","yes","80yo+","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"32","activity_01","yes","80yo+","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"33","activity_04","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"33","activity_01","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"33","activity_03","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"33","activity_08","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"33","activity_07","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"33","activity_06","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"34","activity_09","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"34","activity_01","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"34","activity_04","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"34","activity_04","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"35","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"35","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"35","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"35","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"36","activity_03","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"36","activity_10","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"36","activity_06","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"36","activity_11","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"37","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"37","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"37","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"37","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"38","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"38","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"38","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"38","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"39","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"39","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"39","noise_2","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"39","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"39","noise_2","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"39","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"40","activity_01","yes","60-79yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"40","activity_09","yes","60-79yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"40","activity_04","yes","60-79yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"40","activity_04","yes","60-79yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"41","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"41","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"41","activity_11","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"41","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"41","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"42","activity_01","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"42","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"42","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"43","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"43","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"43","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"43","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"44","activity_09","no","60-79yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"44","activity_01","no","60-79yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"44","activity_04","no","60-79yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"44","activity_04","no","60-79yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"45","activity_04","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"45","activity_03","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"46","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"46","activity_01","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"46","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"47","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"48","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"48","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"48","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"48","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","noise_0","yes","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","activity_09","yes","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","activity_04","yes","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","activity_01","yes","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","activity_04","yes","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","noise_0","yes","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"50","activity_07","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"50","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"50","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"50","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"51","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"51","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"51","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"51","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"52","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"52","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"52","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"52","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"53","activity_04","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"53","activity_01","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"53","activity_03","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"53","activity_08","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"53","activity_07","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"53","activity_06","no","60-79yo","no","middle","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"54","activity_04","no","0-19yo","no","middle","activity_04__+__activity_01__+__activity_04"
"54","activity_01","no","0-19yo","no","middle","activity_04__+__activity_01__+__activity_04"
"54","activity_04","no","0-19yo","no","middle","activity_04__+__activity_01__+__activity_04"
"55","activity_01","yes","40-59yo","no","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"55","activity_03","yes","40-59yo","no","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"55","activity_07","yes","40-59yo","no","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"55","activity_03","yes","40-59yo","no","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"55","activity_06","yes","40-59yo","no","high","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
"56","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"56","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"56","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"56","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"57","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"57","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"57","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"57","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"58","activity_04","no","20-39yo","yes","middle","activity_03__+__activity_10__+__activity_06__+__activity_11"
"58","activity_10","no","20-39yo","yes","middle","activity_03__+__activity_10__+__activity_06__+__activity_11"
"58","activity_06","no","20-39yo","yes","middle","activity_03__+__activity_10__+__activity_06__+__activity_11"
"58","activity_11","no","20-39yo","yes","middle","activity_03__+__activity_10__+__activity_06__+__activity_11"
"59","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"59","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"59","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"59","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"60","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"60","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"60","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"60","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"61","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"61","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"61","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"61","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"62","activity_03","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"62","activity_10","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"62","activity_06","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"62","activity_11","yes","40-59yo","yes","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"63","activity_03","no","40-59yo","no","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"63","activity_02","no","40-59yo","no","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"63","activity_01","no","40-59yo","no","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"63","activity_04","no","40-59yo","no","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"64","activity_01","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"64","activity_08","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"64","activity_04","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"64","activity_09","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"64","activity_04","yes","40-59yo","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"65","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"65","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"65","noise_4","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"65","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","activity_09","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","activity_01","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","activity_04","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","activity_04","yes","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"67","activity_09","yes","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"67","activity_01","yes","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"67","activity_04","yes","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"67","activity_04","yes","80yo+","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"68","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"68","activity_11","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"68","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"68","activity_01","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"69","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"69","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
