"trace_id","activities","owner","age","car_owner","income","g"
"42","noise_4","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"42","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"42","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"42","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"43","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"43","activity_01","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"44","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"44","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"44","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"44","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"45","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"45","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"45","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"45","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"46","activity_09","no","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"46","activity_01","no","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"46","activity_04","no","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"46","activity_04","no","40-59yo","yes","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","noise_1","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","activity_10","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","activity_09","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","activity_04","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","noise_4","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","activity_01","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"47","activity_04","no","0-19yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"48","activity_09","no","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"48","activity_01","no","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"48","activity_04","no","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"48","activity_04","no","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"49","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"50","activity_03","yes","20-39yo","no","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"50","activity_02","yes","20-39yo","no","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"50","activity_01","yes","20-39yo","no","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"50","activity_04","yes","20-39yo","no","middle","activity_03__+__activity_02__+__activity_01__+__activity_04"
"51","activity_09","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"51","noise_2","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"51","activity_04","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"51","activity_04","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"51","activity_01","no","0-19yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"52","activity_09","no","0-19yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"52","activity_01","no","0-19yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"52","activity_04","no","0-19yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"53","activity_09","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"53","activity_01","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"53","noise_1","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"53","activity_04","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"53","activity_04","yes","40-59yo","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"54","activity_10","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"54","activity_02","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"54","activity_03","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"54","activity_02","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"54","activity_01","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"54","activity_04","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"55","activity_04","no","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"55","activity_09","no","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"55","activity_01","no","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"55","activity_04","no","80yo+","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"56","activity_09","no","60-79yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"56","activity_01","no","60-79yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"56","activity_04","no","60-79yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"56","activity_04","no","60-79yo","yes","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"57","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"57","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"57","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"57","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"58","noise_0","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"58","activity_04","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"58","activity_09","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"58","activity_01","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"58","activity_04","yes","80yo+","yes","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"59","activity_01","no","20-39yo","no","middle","activity_04__+__activity_01__+__activity_04"
"59","activity_04","no","20-39yo","no","middle","activity_04__+__activity_01__+__activity_04"
"60","activity_03","no","40-59yo","no","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"60","activity_10","no","40-59yo","no","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"60","activity_06","no","40-59yo","no","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"60","activity_11","no","40-59yo","no","high","activity_03__+__activity_10__+__activity_06__+__activity_11"
"61","activity_09","yes","0-19yo","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"61","activity_01","yes","0-19yo","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"61","activity_04","yes","0-19yo","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"61","activity_04","yes","0-19yo","no","middle","activity_09__+__activity_01__+__activity_04__+__activity_04"
"62","activity_02","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"62","activity_04","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"62","activity_01","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"62","activity_03","no","20-39yo","yes","high","activity_03__+__activity_02__+__activity_01__+__activity_04"
"63","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"63","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"63","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"63","activity_04","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"64","activity_01","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"64","activity_09","yes","80yo+","no","low","activity_09__+__activity_01__+__activity_04__+__activity_04"
"65","activity_09","no","20-39yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"65","activity_01","no","20-39yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"65","activity_04","no","20-39yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"65","activity_04","no","20-39yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","activity_09","yes","40-59yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","noise_4","yes","40-59yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","activity_04","yes","40-59yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","activity_04","yes","40-59yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"66","activity_01","yes","40-59yo","no","high","activity_09__+__activity_01__+__activity_04__+__activity_04"
"67","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"67","activity_01","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"67","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"68","activity_01","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"68","activity_02","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"68","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"68","activity_04","yes","0-19yo","yes","low","activity_04__+__activity_01__+__activity_04"
"69","activity_04","yes","80yo+","yes","low","activity_04__+__activity_01__+__activity_03__+__activity_08__+__activity_07__+__activity_06"
