"trace_id","activities","owner","employed","car_owner"
"51","activity_14","yes","no","no"
"52","activity_12","no","yes","no"
"52","activity_07","no","yes","no"
"52","activity_06","no","yes","no"
"52","activity_05","no","yes","no"
"52","activity_02","no","yes","no"
"52","activity_13","no","yes","no"
"52","activity_14","no","yes","no"
"53","activity_12","no","yes","no"
"53","activity_07","no","yes","no"
"53","activity_06","no","yes","no"
"53","activity_05","no","yes","no"
"53","activity_02","no","yes","no"
"53","activity_13","no","yes","no"
"53","activity_14","no","yes","no"
"54","activity_02","no","no","no"
"54","activity_10","no","no","no"
"54","activity_02","no","no","no"
"54","activity_10","no","no","no"
"54","activity_13","no","no","no"
"54","activity_03","no","no","no"
"54","activity_02","no","no","no"
"55","activity_12","no","yes","no"
"55","activity_07","no","yes","no"
"55","activity_06","no","yes","no"
"55","activity_05","no","yes","no"
"55","activity_02","no","yes","no"
"55","activity_13","no","yes","no"
"55","activity_14","no","yes","no"
"56","activity_12","yes","yes","no"
"56","activity_07","yes","yes","no"
"56","activity_06","yes","yes","no"
"56","activity_05","yes","yes","no"
"56","activity_02","yes","yes","no"
"56","activity_13","yes","yes","no"
"56","activity_14","yes","yes","no"
"57","activity_12","yes","no","no"
"57","activity_07","yes","no","no"
"57","activity_06","yes","no","no"
"57","activity_05","yes","no","no"
"57","activity_02","yes","no","no"
"57","activity_13","yes","no","no"
"57","activity_14","yes","no","no"
"58","activity_12","no","yes","no"
"58","activity_07","no","yes","no"
"58","activity_06","no","yes","no"
"58","activity_05","no","yes","no"
"58","activity_02","no","yes","no"
"58","activity_13","no","yes","no"
"58","activity_14","no","yes","no"
"59","activity_02","no","no","yes"
"59","activity_10","no","no","yes"
"59","activity_03","no","no","yes"
"59","activity_02","no","no","yes"
"60","activity_12","no","no","no"
"60","activity_07","no","no","no"
"60","activity_06","no","no","no"
"60","activity_05","no","no","no"
"60","activity_02","no","no","no"
"60","activity_13","no","no","no"
"60","activity_14","no","no","no"
"61","activity_12","no","yes","yes"
"61","activity_07","no","yes","yes"
"61","activity_06","no","yes","yes"
"61","activity_05","no","yes","yes"
"61","activity_02","no","yes","yes"
"61","activity_13","no","yes","yes"
"61","activity_14","no","yes","yes"
"62","activity_12","no","no","no"
"62","activity_07","no","no","no"
"62","activity_06","no","no","no"
"62","activity_05","no","no","no"
"62","activity_02","no","no","no"
"62","activity_13","no","no","no"
"62","activity_14","no","no","no"
"63","activity_12","no","yes","no"
"63","activity_07","no","yes","no"
"63","activity_06","no","yes","no"
"63","activity_05","no","yes","no"
"63","activity_02","no","yes","no"
"63","activity_13","no","yes","no"
"63","activity_14","no","yes","no"
"64","activity_12","no","yes","no"
"64","activity_07","no","yes","no"
"64","activity_06","no","yes","no"
"64","activity_05","no","yes","no"
"64","activity_02","no","yes","no"
"64","activity_13","no","yes","no"
"64","activity_14","no","yes","no"
"65","activity_07","yes","no","no"
"65","activity_05","yes","no","no"
"65","activity_12","yes","no","no"
"65","activity_06","yes","no","no"
"65","activity_02","yes","no","no"
"65","activity_14","yes","no","no"
"66","activity_12","yes","yes","no"
"66","activity_07","yes","yes","no"
"66","activity_06","yes","yes","no"
"66","activity_05","yes","yes","no"
"66","activity_02","yes","yes","no"
"66","activity_13","yes","yes","no"
"66","activity_14","yes","yes","no"
"67","activity_12","yes","yes","no"
"67","activity_07","yes","yes","no"
"67","activity_06","yes","yes","no"
"67","activity_05","yes","yes","no"
"67","activity_02","yes","yes","no"
"67","activity_13","yes","yes","no"
"67","activity_14","yes","yes","no"
"68","activity_12","no","no","no"
"68","activity_06","no","no","no"
"68","activity_05","no","no","no"
"68","activity_02","no","no","no"
"68","noise_1","no","no","no"
"68","activity_13","no","no","no"
"68","activity_14","no","no","no"
"69","activity_12","yes","yes","no"
"69","activity_06","yes","yes","no"
"69","activity_05","yes","yes","no"
"69","activity_02","yes","yes","no"
"69","activity_13","yes","yes","no"
"69","activity_14","yes","yes","no"
"69","activity_07","yes","yes","no"
"70","activity_12","no","no","no"
"70","activity_07","no","no","no"
"70","activity_06","no","no","no"
"70","activity_05","no","no","no"
"70","activity_02","no","no","no"
"70","activity_13","no","no","no"
"70","activity_14","no","no","no"
"71","activity_12","yes","no","no"
"71","activity_07","yes","no","no"
"71","activity_06","yes","no","no"
"71","activity_05","yes","no","no"
"71","activity_02","yes","no","no"
"71","activity_13","yes","no","no"
"71","activity_14","yes","no","no"
"72","activity_10","yes","yes","no"
"72","activity_13","yes","yes","no"
"72","activity_08","yes","yes","no"
"72","activity_02","yes","yes","no"
"73","activity_12","yes","yes","yes"
"73","activity_07","yes","yes","yes"
"73","activity_06","yes","yes","yes"
"73","activity_05","yes","yes","yes"
"73","activity_02","yes","yes","yes"
"73","activity_13","yes","yes","yes"
"73","activity_14","yes","yes","yes"
"74","activity_12","yes","no","yes"
"74","activity_07","yes","no","yes"
"74","activity_06","yes","no","yes"
"74","activity_05","yes","no","yes"
"74","activity_02","yes","no","yes"
"74","activity_13","yes","no","yes"
"74","activity_14","yes","no","yes"
"75","activity_12","no","yes","no"
"75","activity_07","no","yes","no"
"75","activity_06","no","yes","no"
"75","activity_05","no","yes","no"
"75","activity_02","no","yes","no"
"75","activity_13","no","yes","no"
"75","activity_14","no","yes","no"
"76","activity_12","no","yes","no"
"76","activity_07","no","yes","no"
"76","activity_06","no","yes","no"
"76","activity_05","no","yes","no"
"76","activity_02","no","yes","no"
"76","activity_13","no","yes","no"
"76","activity_14","no","yes","no"
"77","activity_12","yes","yes","no"
"77","activity_07","yes","yes","no"
"77","activity_06","yes","yes","no"
"77","activity_05","yes","yes","no"
"77","activity_02","yes","yes","no"
"77","activity_13","yes","yes","no"
"77","activity_14","yes","yes","no"
"78","activity_12","no","no","no"
"78","activity_07","no","no","no"
"78","activity_06","no","no","no"
"78","activity_05","no","no","no"
"78","activity_02","no","no","no"
"78","activity_13","no","no","no"
"78","activity_14","no","no","no"
"79","activity_12","yes","no","no"
"79","activity_07","yes","no","no"
"79","activity_06","yes","no","no"
"79","activity_05","yes","no","no"
"79","activity_02","yes","no","no"
"79","activity_13","yes","no","no"
"79","activity_14","yes","no","no"
"80","activity_12","no","yes","no"
"80","activity_07","no","yes","no"
"80","activity_06","no","yes","no"
"80","activity_05","no","yes","no"
"80","activity_02","no","yes","no"
"80","activity_13","no","yes","no"
"80","activity_14","no","yes","no"
"81","activity_10","yes","no","no"
"81","noise_0","yes","no","no"
"81","activity_13","yes","no","no"
"81","activity_08","yes","no","no"
"81","activity_02","yes","no","no"
"82","activity_05","no","yes","yes"
"82","activity_04","no","yes","yes"
"82","activity_02","no","yes","yes"
"82","activity_05","no","yes","yes"
"83","activity_12","yes","no","no"
"83","activity_07","yes","no","no"
"83","activity_06","yes","no","no"
"83","activity_05","yes","no","no"
"83","activity_02","yes","no","no"
"83","activity_13","yes","no","no"
"83","activity_14","yes","no","no"
"84","activity_12","yes","yes","no"
"84","activity_07","yes","yes","no"
"84","activity_06","yes","yes","no"
"84","activity_05","yes","yes","no"
"84","activity_02","yes","yes","no"
"84","activity_13","yes","yes","no"
"84","activity_14","yes","yes","no"
"85","activity_10","yes","no","yes"
"85","activity_01","yes","no","yes"
"85","activity_02","yes","no","yes"
"85","activity_03","yes","no","yes"
"86","activity_12","no","no","no"
"86","activity_07","no","no","no"
"86","activity_06","no","no","no"
"86","activity_05","no","no","no"
"86","activity_02","no","no","no"
"86","activity_13","no","no","no"
"86","activity_14","no","no","no"
"87","activity_12","yes","yes","yes"
"87","activity_07","yes","yes","yes"
"87","activity_06","yes","yes","yes"
"87","activity_05","yes","yes","yes"
"87","activity_02","yes","yes","yes"
"87","activity_13","yes","yes","yes"
"87","activity_14","yes","yes","yes"
"88","activity_12","no","yes","no"
"88","activity_07","no","yes","no"
"88","activity_06","no","yes","no"
"88","activity_05","no","yes","no"
"88","activity_02","no","yes","no"
"88","activity_13","no","yes","no"
"88","activity_14","no","yes","no"
"89","activity_07","no","yes","no"
"89","activity_06","no","yes","no"
"89","activity_02","no","yes","no"
"89","activity_05","no","yes","no"
"89","activity_13","no","yes","no"
"89","activity_14","no","yes","no"
"90","activity_12","no","yes","no"
"90","activity_07","no","yes","no"
"90","activity_06","no","yes","no"
"90","activity_05","no","yes","no"
"90","activity_02","no","yes","no"
"90","activity_13","no","yes","no"
"90","activity_14","no","yes","no"
"91","activity_12","no","yes","no"
"91","activity_07","no","yes","no"
"91","activity_06","no","yes","no"
"91","activity_05","no","yes","no"
"91","activity_02","no","yes","no"
"91","activity_13","no","yes","no"
"91","activity_14","no","yes","no"
"92","activity_12","yes","no","no"
"92","activity_07","yes","no","no"
"92","activity_06","yes","no","no"
"92","activity_05","yes","no","no"
"92","activity_02","yes","no","no"
"92","activity_13","yes","no","no"
"92","activity_14","yes","no","no"
"93","activity_12","no","no","no"
"93","activity_07","no","no","no"
"93","activity_06","no","no","no"
"93","activity_05","no","no","no"
"93","activity_02","no","no","no"
"93","activity_13","no","no","no"
"93","activity_14","no","no","no"
"94","activity_02","no","yes","yes"
"94","noise_1","no","yes","yes"
"94","noise_0","no","yes","yes"
"94","activity_12","no","yes","yes"
"94","activity_15","no","yes","yes"
"95","activity_07","no","yes","no"
"95","activity_12","no","yes","no"
"95","activity_02","no","yes","no"
"95","activity_13","no","yes","no"
"95","activity_14","no","yes","no"
"96","activity_02","no","no","no"
"96","activity_12","no","no","no"
"96","activity_10","no","no","no"
"96","activity_15","no","no","no"
"97","activity_12","no","yes","no"
"97","activity_07","no","yes","no"
"97","activity_06","no","yes","no"
"97","activity_05","no","yes","no"
"97","activity_02","no","yes","no"
"97","activity_13","no","yes","no"
"97","activity_14","no","yes","no"
"98","activity_12","no","yes","no"
"98","activity_07","no","yes","no"
"98","activity_06","no","yes","no"
"98","activity_05","no","yes","no"
"98","activity_02","no","yes","no"
"98","activity_13","no","yes","no"
"98","activity_14","no","yes","no"
"99","activity_12","yes","no","no"
"99","activity_07","yes","no","no"
"99","activity_06","yes","no","no"
"99","activity_05","yes","no","no"
"99","activity_02","yes","no","no"
"99","activity_13","yes","no","no"
"99","activity_14","yes","no","no"
