"trace_id","activities","owner","employed","car_owner"
"74","activity_12","yes","yes","no"
"74","activity_07","yes","yes","no"
"74","activity_06","yes","yes","no"
"74","activity_05","yes","yes","no"
"74","activity_02","yes","yes","no"
"74","activity_13","yes","yes","no"
"74","activity_14","yes","yes","no"
"75","activity_12","yes","yes","no"
"75","activity_07","yes","yes","no"
"75","activity_06","yes","yes","no"
"75","activity_05","yes","yes","no"
"75","activity_02","yes","yes","no"
"75","activity_13","yes","yes","no"
"75","activity_14","yes","yes","no"
"76","activity_12","yes","no","no"
"76","activity_07","yes","no","no"
"76","activity_06","yes","no","no"
"76","activity_05","yes","no","no"
"76","activity_02","yes","no","no"
"76","activity_13","yes","no","no"
"76","activity_14","yes","no","no"
"77","activity_12","no","yes","no"
"77","activity_07","no","yes","no"
"77","activity_06","no","yes","no"
"77","activity_05","no","yes","no"
"77","activity_02","no","yes","no"
"77","activity_13","no","yes","no"
"77","activity_14","no","yes","no"
"78","activity_12","yes","no","no"
"78","activity_07","yes","no","no"
"78","activity_06","yes","no","no"
"78","activity_05","yes","no","no"
"78","activity_02","yes","no","no"
"78","activity_13","yes","no","no"
"78","activity_14","yes","no","no"
"79","activity_12","no","yes","no"
"79","activity_07","no","yes","no"
"79","activity_06","no","yes","no"
"79","activity_05","no","yes","no"
"79","activity_02","no","yes","no"
"79","activity_13","no","yes","no"
"79","activity_14","no","yes","no"
"80","activity_02","no","yes","no"
"80","activity_12","no","yes","no"
"80","activity_10","no","yes","no"
"80","activity_15","no","yes","no"
"81","activity_12","yes","no","no"
"81","activity_07","yes","no","no"
"81","activity_06","yes","no","no"
"81","activity_05","yes","no","no"
"81","activity_02","yes","no","no"
"81","activity_13","yes","no","no"
"81","activity_14","yes","no","no"
"82","activity_12","no","no","no"
"82","activity_07","no","no","no"
"82","activity_06","no","no","no"
"82","activity_05","no","no","no"
"82","activity_02","no","no","no"
"82","activity_13","no","no","no"
"82","activity_14","no","no","no"
"83","activity_10","yes","no","yes"
"83","activity_13","yes","no","yes"
"83","activity_08","yes","no","yes"
"83","activity_02","yes","no","yes"
"84","activity_12","yes","no","no"
"84","activity_07","yes","no","no"
"84","activity_06","yes","no","no"
"84","activity_05","yes","no","no"
"84","activity_02","yes","no","no"
"84","activity_13","yes","no","no"
"84","activity_14","yes","no","no"
"85","activity_12","no","yes","no"
"85","activity_07","no","yes","no"
"85","activity_06","no","yes","no"
"85","activity_05","no","yes","no"
"85","activity_02","no","yes","no"
"85","activity_13","no","yes","no"
"85","activity_14","no","yes","no"
"86","activity_12","no","no","no"
"86","activity_07","no","no","no"
"86","activity_06","no","no","no"
"86","activity_05","no","no","no"
"86","activity_02","no","no","no"
"86","activity_13","no","no","no"
"86","activity_14","no","no","no"
"87","activity_12","no","no","no"
"87","activity_07","no","no","no"
"87","activity_06","no","no","no"
"87","activity_05","no","no","no"
"87","activity_02","no","no","no"
"87","activity_13","no","no","no"
"87","activity_14","no","no","no"
"88","activity_12","no","no","no"
"88","activity_07","no","no","no"
"88","activity_06","no","no","no"
"88","activity_05","no","no","no"
"88","activity_02","no","no","no"
"88","activity_13","no","no","no"
"88","activity_14","no","no","no"
"89","activity_12","no","yes","no"
"89","activity_07","no","yes","no"
"89","activity_06","no","yes","no"
"89","activity_05","no","yes","no"
"89","activity_02","no","yes","no"
"89","activity_13","no","yes","no"
"89","activity_14","no","yes","no"
"90","activity_02","no","no","yes"
"90","activity_10","no","no","yes"
"90","activity_03","no","no","yes"
"90","activity_02","no","no","yes"
"91","activity_12","yes","yes","no"
"91","activity_07","yes","yes","no"
"91","activity_06","yes","yes","no"
"91","activity_05","yes","yes","no"
"91","activity_02","yes","yes","no"
"91","activity_13","yes","yes","no"
"91","activity_14","yes","yes","no"
"92","activity_12","no","no","no"
"92","activity_07","no","no","no"
"92","activity_06","no","no","no"
"92","activity_05","no","no","no"
"92","activity_02","no","no","no"
"92","activity_13","no","no","no"
"92","activity_14","no","no","no"
"93","activity_12","yes","yes","no"
"93","activity_07","yes","yes","no"
"93","activity_06","yes","yes","no"
"93","activity_05","yes","yes","no"
"93","activity_02","yes","yes","no"
"93","activity_13","yes","yes","no"
"93","activity_14","yes","yes","no"
"94","activity_10","yes","yes","no"
"94","activity_13","yes","yes","no"
"94","activity_08","yes","yes","no"
"94","activity_02","yes","yes","no"
"95","activity_12","yes","no","no"
"95","activity_07","yes","no","no"
"95","activity_06","yes","no","no"
"95","activity_05","yes","no","no"
"95","activity_02","yes","no","no"
"95","activity_13","yes","no","no"
"95","activity_14","yes","no","no"
"96","activity_12","no","no","no"
"96","activity_07","no","no","no"
"96","activity_06","no","no","no"
"96","activity_05","no","no","no"
"96","activity_02","no","no","no"
"96","activity_13","no","no","no"
"96","activity_14","no","no","no"
"97","activity_12","no","yes","no"
"97","activity_07","no","yes","no"
"97","activity_06","no","yes","no"
"97","activity_05","no","yes","no"
"97","activity_02","no","yes","no"
"97","activity_13","no","yes","no"
"97","activity_14","no","yes","no"
"98","activity_12","yes","no","no"
"98","activity_07","yes","no","no"
"98","activity_06","yes","no","no"
"98","activity_05","yes","no","no"
"98","activity_02","yes","no","no"
"98","activity_13","yes","no","no"
"98","activity_14","yes","no","no"
"99","activity_12","no","no","no"
"99","activity_07","no","no","no"
"99","activity_06","no","no","no"
"99","activity_05","no","no","no"
"99","activity_02","no","no","no"
"99","activity_13","no","no","no"
"99","activity_14","no","no","no"
