"trace_id","activities","owner","employed","car_owner"
"47","activity_05","yes","yes","no"
"47","activity_02","yes","yes","no"
"47","activity_13","yes","yes","no"
"47","activity_14","yes","yes","no"
"48","activity_12","yes","yes","no"
"48","activity_07","yes","yes","no"
"48","activity_06","yes","yes","no"
"48","activity_02","yes","yes","no"
"48","activity_05","yes","yes","no"
"48","activity_06","yes","yes","no"
"48","activity_02","yes","yes","no"
"48","activity_14","yes","yes","no"
"49","activity_02","no","yes","no"
"49","activity_12","no","yes","no"
"50","activity_12","no","no","no"
"50","activity_07","no","no","no"
"50","activity_06","no","no","no"
"50","activity_05","no","no","no"
"50","activity_02","no","no","no"
"50","activity_13","no","no","no"
"50","activity_14","no","no","no"
"51","activity_02","no","no","yes"
"51","activity_10","no","no","yes"
"51","activity_03","no","no","yes"
"51","activity_02","no","no","yes"
"52","activity_05","no","no","yes"
"52","activity_04","no","no","yes"
"52","activity_02","no","no","yes"
"52","activity_05","no","no","yes"
"53","activity_12","yes","yes","no"
"53","activity_07","yes","yes","no"
"53","activity_06","yes","yes","no"
"53","activity_05","yes","yes","no"
"53","activity_02","yes","yes","no"
"53","activity_13","yes","yes","no"
"53","activity_14","yes","yes","no"
"54","activity_12","no","yes","yes"
"54","activity_07","no","yes","yes"
"54","activity_06","no","yes","yes"
"54","activity_05","no","yes","yes"
"54","activity_02","no","yes","yes"
"54","activity_13","no","yes","yes"
"54","activity_14","no","yes","yes"
"55","activity_12","no","no","no"
"55","activity_07","no","no","no"
"55","activity_06","no","no","no"
"55","activity_05","no","no","no"
"55","activity_02","no","no","no"
"56","activity_12","no","no","no"
"56","activity_07","no","no","no"
"56","activity_06","no","no","no"
"56","activity_05","no","no","no"
"56","activity_02","no","no","no"
"56","activity_13","no","no","no"
"56","activity_14","no","no","no"
"57","activity_12","no","yes","no"
"57","activity_07","no","yes","no"
"57","activity_06","no","yes","no"
"57","noise_3","no","yes","no"
"57","activity_14","no","yes","no"
"57","activity_05","no","yes","no"
"57","activity_02","no","yes","no"
"58","activity_12","no","no","no"
"58","activity_07","no","no","no"
"58","activity_06","no","no","no"
"58","activity_05","no","no","no"
"58","activity_02","no","no","no"
"58","activity_13","no","no","no"
"58","activity_14","no","no","no"
"59","activity_04","yes","yes","yes"
"59","activity_14","yes","yes","yes"
"59","activity_07","yes","yes","yes"
"59","activity_05","yes","yes","yes"
"59","activity_06","yes","yes","yes"
"59","activity_13","yes","yes","yes"
"59","activity_05","yes","yes","yes"
"59","activity_02","yes","yes","yes"
"60","activity_12","yes","no","no"
"60","activity_06","yes","no","no"
"60","activity_05","yes","no","no"
"60","activity_14","yes","no","no"
"61","activity_12","yes","no","no"
"61","activity_07","yes","no","no"
"61","activity_06","yes","no","no"
"61","activity_13","yes","no","no"
"61","activity_14","yes","no","no"
"62","activity_12","no","yes","no"
"62","activity_07","no","yes","no"
"62","activity_06","no","yes","no"
"62","activity_05","no","yes","no"
"62","activity_02","no","yes","no"
"62","activity_13","no","yes","no"
"62","activity_14","no","yes","no"
"63","activity_12","no","yes","yes"
"63","activity_07","no","yes","yes"
"63","activity_06","no","yes","yes"
"63","activity_05","no","yes","yes"
"63","activity_02","no","yes","yes"
"63","activity_13","no","yes","yes"
"63","activity_14","no","yes","yes"
"64","activity_12","no","no","no"
"64","activity_07","no","no","no"
"64","activity_06","no","no","no"
"64","activity_05","no","no","no"
"64","activity_02","no","no","no"
"64","activity_13","no","no","no"
"64","activity_14","no","no","no"
"65","activity_02","no","yes","no"
"65","activity_10","no","yes","no"
"65","activity_03","no","yes","no"
"65","activity_02","no","yes","no"
"66","activity_12","no","no","no"
"66","activity_07","no","no","no"
"66","activity_06","no","no","no"
"66","activity_05","no","no","no"
"66","activity_02","no","no","no"
"66","activity_13","no","no","no"
"66","activity_14","no","no","no"
"67","activity_12","no","no","no"
"67","activity_07","no","no","no"
"67","activity_06","no","no","no"
"67","activity_05","no","no","no"
"67","noise_1","no","no","no"
"67","activity_02","no","no","no"
"67","activity_13","no","no","no"
"67","activity_14","no","no","no"
"68","activity_12","no","no","no"
"68","activity_07","no","no","no"
"68","activity_06","no","no","no"
"68","activity_05","no","no","no"
"68","activity_02","no","no","no"
"68","activity_13","no","no","no"
"68","activity_14","no","no","no"
"69","activity_12","no","no","no"
"69","noise_0","no","no","no"
"69","activity_07","no","no","no"
"69","activity_06","no","no","no"
"69","activity_05","no","no","no"
"69","activity_02","no","no","no"
"69","activity_13","no","no","no"
"69","activity_14","no","no","no"
"70","activity_12","yes","no","no"
"70","activity_07","yes","no","no"
"70","activity_06","yes","no","no"
"70","activity_05","yes","no","no"
"70","activity_02","yes","no","no"
"70","activity_13","yes","no","no"
"70","activity_14","yes","no","no"
"71","activity_12","yes","yes","no"
"71","activity_07","yes","yes","no"
"71","activity_06","yes","yes","no"
"71","activity_05","yes","yes","no"
"71","activity_02","yes","yes","no"
"71","activity_13","yes","yes","no"
"71","activity_14","yes","yes","no"
"72","activity_12","no","no","yes"
"72","activity_07","no","no","yes"
"72","activity_06","no","no","yes"
"72","activity_05","no","no","yes"
"72","activity_02","no","no","yes"
"72","activity_13","no","no","yes"
"72","activity_14","no","no","yes"
"73","activity_13","no","no","yes"
"73","activity_02","no","no","yes"
"73","activity_10","no","no","yes"
"73","activity_03","no","no","yes"
"73","activity_02","no","no","yes"
"74","activity_12","no","yes","no"
"74","activity_07","no","yes","no"
"74","activity_06","no","yes","no"
"74","activity_05","no","yes","no"
"74","activity_02","no","yes","no"
"74","activity_13","no","yes","no"
"74","activity_14","no","yes","no"
"75","activity_02","no","no","no"
"75","activity_10","no","no","no"
"75","activity_02","no","no","no"
"75","activity_03","no","no","no"
"76","activity_12","yes","yes","yes"
"76","activity_07","yes","yes","yes"
"76","activity_06","yes","yes","yes"
"76","activity_05","yes","yes","yes"
"76","activity_02","yes","yes","yes"
"76","activity_13","yes","yes","yes"
"76","activity_14","yes","yes","yes"
"77","activity_12","yes","yes","no"
"77","activity_07","yes","yes","no"
"77","activity_06","yes","yes","no"
"77","activity_05","yes","yes","no"
"77","activity_02","yes","yes","no"
"77","activity_13","yes","yes","no"
"77","activity_14","yes","yes","no"
"78","activity_12","yes","yes","no"
"78","activity_07","yes","yes","no"
"78","activity_06","yes","yes","no"
"78","activity_05","yes","yes","no"
"78","activity_02","yes","yes","no"
"78","activity_13","yes","yes","no"
"78","activity_14","yes","yes","no"
"79","activity_12","yes","no","no"
"79","activity_07","yes","no","no"
"79","activity_06","yes","no","no"
"79","activity_05","yes","no","no"
"79","activity_02","yes","no","no"
"79","activity_13","yes","no","no"
"79","activity_14","yes","no","no"
"80","activity_12","no","yes","no"
"80","activity_07","no","yes","no"
"80","activity_06","no","yes","no"
"80","activity_05","no","yes","no"
"80","activity_02","no","yes","no"
"80","activity_13","no","yes","no"
"80","activity_14","no","yes","no"
"81","activity_07","yes","no","no"
"81","activity_07","yes","no","no"
"81","activity_06","yes","no","no"
"81","activity_05","yes","no","no"
"81","activity_02","yes","no","no"
"81","activity_04","yes","no","no"
"81","activity_04","yes","no","no"
"81","activity_13","yes","no","no"
"82","activity_12","no","no","no"
"82","activity_07","no","no","no"
"82","activity_06","no","no","no"
"82","activity_05","no","no","no"
"82","activity_02","no","no","no"
"82","activity_13","no","no","no"
"82","activity_14","no","no","no"
"83","activity_12","yes","no","no"
"83","activity_07","yes","no","no"
"83","activity_06","yes","no","no"
"83","activity_05","yes","no","no"
"83","activity_02","yes","no","no"
"83","activity_13","yes","no","no"
"83","activity_14","yes","no","no"
"84","activity_12","no","no","no"
"84","activity_07","no","no","no"
"84","activity_06","no","no","no"
"84","activity_05","no","no","no"
"84","activity_02","no","no","no"
"84","activity_13","no","no","no"
"84","activity_14","no","no","no"
"85","activity_12","no","no","no"
"85","activity_07","no","no","no"
"85","activity_06","no","no","no"
"85","activity_05","no","no","no"
"85","activity_02","no","no","no"
"85","activity_13","no","no","no"
"85","activity_14","no","no","no"
"86","activity_04","no","no","yes"
"86","activity_02","no","no","yes"
"86","activity_10","no","no","yes"
"86","activity_01","no","no","yes"
"87","activity_12","yes","no","no"
"87","activity_07","yes","no","no"
"87","activity_06","yes","no","no"
"87","activity_05","yes","no","no"
"87","activity_02","yes","no","no"
"87","activity_13","yes","no","no"
"87","activity_14","yes","no","no"
"88","activity_10","yes","no","no"
"88","activity_06","yes","no","no"
"88","activity_01","yes","no","no"
"89","activity_12","no","yes","no"
"89","activity_07","no","yes","no"
"89","activity_06","no","yes","no"
"89","activity_05","no","yes","no"
"89","activity_02","no","yes","no"
"89","activity_13","no","yes","no"
"89","activity_14","no","yes","no"
"90","activity_12","no","yes","no"
"90","activity_05","no","yes","no"
"90","activity_06","no","yes","no"
"90","activity_07","no","yes","no"
"90","activity_02","no","yes","no"
"90","activity_14","no","yes","no"
"91","activity_12","no","no","yes"
"91","activity_07","no","no","yes"
"91","activity_05","no","no","yes"
"91","activity_02","no","no","yes"
"91","activity_13","no","no","yes"
"91","activity_06","no","no","yes"
"91","activity_14","no","no","yes"
"92","activity_10","no","no","yes"
"92","activity_13","no","no","yes"
"92","activity_08","no","no","yes"
"92","activity_02","no","no","yes"
"93","activity_04","yes","yes","yes"
"93","activity_05","yes","yes","yes"
"94","activity_10","no","yes","yes"
"94","activity_01","no","yes","yes"
"94","activity_02","no","yes","yes"
"94","activity_03","no","yes","yes"
"95","activity_12","yes","yes","yes"
"95","activity_07","yes","yes","yes"
"95","activity_06","yes","yes","yes"
"95","activity_05","yes","yes","yes"
"95","activity_13","yes","yes","yes"
"95","activity_14","yes","yes","yes"
"96","activity_12","yes","no","yes"
"96","activity_07","yes","no","yes"
"96","activity_06","yes","no","yes"
"96","activity_05","yes","no","yes"
"96","activity_02","yes","no","yes"
"96","activity_13","yes","no","yes"
"96","activity_14","yes","no","yes"
"97","noise_1","yes","no","no"
"97","activity_13","yes","no","no"
"97","activity_10","yes","no","no"
"97","activity_08","yes","no","no"
"98","activity_07","yes","yes","yes"
"98","activity_06","yes","yes","yes"
"98","noise_3","yes","yes","yes"
"98","activity_05","yes","yes","yes"
"98","activity_12","yes","yes","yes"
"98","activity_02","yes","yes","yes"
"98","activity_13","yes","yes","yes"
"99","activity_12","no","yes","no"
"99","activity_07","no","yes","no"
"99","activity_05","no","yes","no"
"99","activity_02","no","yes","no"
"99","activity_13","no","yes","no"
"99","activity_14","no","yes","no"
"99","activity_06","no","yes","no"
