"trace_id","activities","owner","employed","car_owner","income","g"
"6","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"6","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"6","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"7","activity_02","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"7","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"7","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"7","activity_04","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"7","activity_01","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"7","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"7","activity_03","no","yes","yes","middle","activity_02__+__activity_01__+__activity_03__+__activity_04__+__activity_01__+__activity_03__+__activity_03"
"8","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"8","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"8","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"8","activity_06","yes","yes","no","low","activity_08__+__activity_09__+__activity_08__+__activity_06"
"9","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"9","activity_05","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"9","activity_06","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
"9","activity_07","no","no","yes","high","activity_05__+__activity_05__+__activity_06__+__activity_07"
