"trace_id","activities","owner","income"
"36","noise_1","no","high"
"36","activity_03","no","high"
"36","activity_01","no","high"
"36","activity_02","no","high"
"37","activity_02","no","high"
"37","activity_03","no","high"
"37","activity_01","no","high"
"37","activity_01","no","high"
"37","activity_01","no","high"
"38","activity_03","yes","high"
"38","activity_02","yes","high"
"38","activity_01","yes","high"
"38","activity_01","yes","high"
"39","activity_03","yes","high"
"39","noise_0","yes","high"
"39","activity_01","yes","high"
"39","activity_01","yes","high"
"39","activity_04","yes","high"
"39","activity_01","yes","high"
"40","activity_01","no","low"
"40","noise_3","no","low"
"40","activity_02","no","low"
"40","activity_02","no","low"
"40","activity_01","no","low"
"41","noise_4","no","low"
"41","activity_01","no","low"
"41","activity_02","no","low"
"41","activity_02","no","low"
"42","noise_3","no","middle"
"42","activity_02","no","middle"
"42","activity_03","no","middle"
"42","activity_01","no","middle"
"42","activity_01","no","middle"
"43","activity_03","yes","middle"
"43","noise_0","yes","middle"
"43","activity_02","yes","middle"
"43","activity_01","yes","middle"
"43","activity_01","yes","middle"
"43","activity_01","yes","middle"
"44","activity_01","yes","middle"
"44","activity_01","yes","middle"
"44","noise_4","yes","middle"
"44","activity_02","yes","middle"
"45","activity_03","no","high"
"45","activity_01","no","high"
"45","activity_01","no","high"
"46","activity_02","no","high"
"46","noise_4","no","high"
"46","activity_01","no","high"
"46","activity_01","no","high"
"47","activity_02","yes","middle"
"47","activity_03","yes","middle"
"47","activity_01","yes","middle"
"47","noise_2","yes","middle"
"47","activity_01","yes","middle"
"48","activity_01","no","middle"
"48","activity_01","no","middle"
"48","activity_01","no","middle"
"49","noise_0","yes","high"
"49","activity_01","yes","high"
"49","activity_02","yes","high"
"49","activity_03","yes","high"
"49","activity_01","yes","high"
"50","activity_02","yes","low"
"50","activity_01","yes","low"
"50","noise_4","yes","low"
"50","activity_01","yes","low"
"50","activity_03","yes","low"
"51","activity_02","no","high"
"51","activity_03","no","high"
"51","activity_01","no","high"
"51","noise_2","no","high"
"51","activity_01","no","high"
"51","activity_01","no","high"
"52","activity_02","yes","middle"
"52","activity_01","yes","middle"
"52","activity_01","yes","middle"
"52","activity_03","yes","middle"
"52","activity_01","yes","middle"
"53","noise_3","yes","middle"
"53","activity_01","yes","middle"
"54","activity_03","yes","middle"
"54","activity_01","yes","middle"
"54","activity_02","yes","middle"
"54","activity_01","yes","middle"
"54","activity_01","yes","middle"
"55","activity_02","yes","middle"
"55","activity_03","yes","middle"
"55","activity_01","yes","middle"
"55","activity_01","yes","middle"
"55","activity_01","yes","middle"
"56","noise_4","yes","middle"
"56","activity_02","yes","middle"
"56","activity_03","yes","middle"
"56","noise_3","yes","middle"
"56","activity_01","yes","middle"
"56","activity_02","yes","middle"
"56","activity_01","yes","middle"
"57","activity_02","yes","middle"
"57","noise_4","yes","middle"
"57","activity_01","yes","middle"
"57","activity_03","yes","middle"
"57","activity_01","yes","middle"
"57","activity_01","yes","middle"
"57","activity_01","yes","middle"
"58","activity_02","yes","low"
"58","activity_04","yes","low"
"58","activity_04","yes","low"
"58","activity_03","yes","low"
"58","activity_01","yes","low"
"58","activity_01","yes","low"
"59","activity_01","no","low"
"59","activity_02","no","low"
"59","activity_01","no","low"
"60","noise_3","no","middle"
"60","activity_02","no","middle"
"60","noise_2","no","middle"
"60","activity_02","no","middle"
"60","activity_03","no","middle"
"60","activity_01","no","middle"
"60","activity_01","no","middle"
"60","activity_01","no","middle"
"61","activity_02","yes","low"
"61","activity_01","yes","low"
"61","activity_03","yes","low"
"61","activity_01","yes","low"
"61","activity_01","yes","low"
"62","activity_02","no","low"
"62","activity_03","no","low"
"62","activity_01","no","low"
"62","activity_01","no","low"
"62","activity_01","no","low"
"63","activity_01","yes","high"
"63","activity_02","yes","high"
"63","activity_03","yes","high"
"63","activity_01","yes","high"
"63","noise_0","yes","high"
"63","activity_01","yes","high"
"64","activity_02","yes","middle"
"64","activity_03","yes","middle"
"64","activity_01","yes","middle"
"64","activity_01","yes","middle"
"64","activity_01","yes","middle"
"65","activity_01","no","high"
"65","activity_01","no","high"
"65","activity_04","no","high"
"65","activity_02","no","high"
"65","activity_03","no","high"
"66","activity_02","no","low"
"66","activity_03","no","low"
"66","activity_01","no","low"
"66","activity_01","no","low"
"67","activity_02","no","high"
"67","activity_03","no","high"
"67","noise_2","no","high"
"67","activity_03","no","high"
"67","activity_01","no","high"
"67","activity_01","no","high"
"68","activity_02","no","high"
"68","activity_01","no","high"
"68","activity_01","no","high"
"69","activity_02","no","high"
"69","activity_02","no","high"
"69","activity_03","no","high"
"69","activity_01","no","high"
"69","activity_01","no","high"
"69","activity_01","no","high"
"70","activity_01","no","high"
"70","activity_01","no","high"
"71","activity_01","yes","middle"
"71","noise_2","yes","middle"
"71","activity_01","yes","middle"
"71","activity_02","yes","middle"
"72","activity_01","yes","low"
"72","activity_01","yes","low"
"72","activity_04","yes","low"
"72","activity_03","yes","low"
"73","activity_04","yes","middle"
"73","activity_03","yes","middle"
"73","activity_03","yes","middle"
"73","activity_01","yes","middle"
"73","activity_01","yes","middle"
"73","activity_04","yes","middle"
"73","activity_01","yes","middle"
"74","activity_04","no","high"
"74","activity_03","no","high"
"74","activity_01","no","high"
"75","activity_04","no","low"
"75","activity_02","no","low"
"75","activity_01","no","low"
"75","activity_03","no","low"
"76","activity_02","no","high"
"76","activity_01","no","high"
"76","activity_01","no","high"
"76","activity_01","no","high"
"77","activity_04","yes","middle"
"77","noise_0","yes","middle"
"77","activity_01","yes","middle"
"77","activity_03","yes","middle"
"78","activity_02","yes","low"
"78","activity_03","yes","low"
"78","activity_01","yes","low"
"78","activity_01","yes","low"
"78","activity_01","yes","low"
"79","noise_3","yes","low"
"79","activity_02","yes","low"
"79","activity_03","yes","low"
"80","activity_01","yes","high"
"80","activity_02","yes","high"
"80","activity_03","yes","high"
"80","noise_1","yes","high"
"80","activity_01","yes","high"
"81","activity_02","yes","low"
"81","activity_02","yes","low"
"81","activity_03","yes","low"
"81","activity_01","yes","low"
"81","activity_01","yes","low"
"81","activity_01","yes","low"
"82","activity_01","yes","middle"
"82","activity_01","yes","middle"
"82","activity_02","yes","middle"
"83","activity_02","no","high"
"83","activity_02","no","high"
"83","activity_03","no","high"
"83","activity_01","no","high"
"83","activity_01","no","high"
"84","noise_3","no","middle"
"84","activity_03","no","middle"
"84","activity_02","no","middle"
"84","activity_01","no","middle"
"84","activity_01","no","middle"
"85","noise_0","yes","middle"
"85","activity_02","yes","middle"
"85","activity_01","yes","middle"
"85","activity_01","yes","middle"
"85","activity_01","yes","middle"
"86","noise_4","yes","high"
"87","activity_03","yes","high"
"87","activity_01","yes","high"
"88","activity_02","yes","high"
"88","activity_03","yes","high"
"88","activity_01","yes","high"
"88","activity_01","yes","high"
"88","activity_01","yes","high"
"89","activity_01","no","high"
"89","activity_01","no","high"
"89","activity_02","no","high"
"89","noise_1","no","high"
"89","activity_03","no","high"
"89","activity_01","no","high"
"90","activity_04","no","high"
"90","activity_03","no","high"
"90","noise_3","no","high"
"90","activity_01","no","high"
"91","activity_02","no","low"
"92","activity_04","no","high"
"92","activity_02","no","high"
"92","noise_3","no","high"
"92","activity_02","no","high"
"92","activity_03","no","high"
"92","activity_01","no","high"
"92","activity_01","no","high"
"92","activity_01","no","high"
"93","activity_02","no","middle"
"93","activity_03","no","middle"
"93","activity_01","no","middle"
"93","activity_01","no","middle"
"93","activity_01","no","middle"
"94","activity_01","yes","high"
"94","activity_01","yes","high"
"94","activity_01","yes","high"
"94","activity_01","yes","high"
"95","activity_02","yes","high"
"95","activity_03","yes","high"
"95","activity_01","yes","high"
"95","activity_01","yes","high"
"95","activity_01","yes","high"
"96","activity_04","no","high"
"96","activity_03","no","high"
"96","activity_01","no","high"
"96","noise_1","no","high"
"97","activity_02","no","high"
"97","noise_3","no","high"
"97","noise_1","no","high"
"97","activity_03","no","high"
"97","activity_01","no","high"
"97","activity_01","no","high"
"97","activity_01","no","high"
"98","activity_02","yes","middle"
"98","activity_03","yes","middle"
"98","activity_03","yes","middle"
"98","activity_03","yes","middle"
"98","activity_01","yes","middle"
"98","activity_01","yes","middle"
"98","activity_01","yes","middle"
"99","activity_01","no","middle"
"99","activity_02","no","middle"
