"trace_id","activities","owner","income"
"43","noise_1","yes","high"
"43","noise_4","yes","high"
"43","activity_01","yes","high"
"44","activity_02","yes","middle"
"44","activity_03","yes","middle"
"44","activity_01","yes","middle"
"44","activity_01","yes","middle"
"45","activity_02","yes","high"
"45","activity_03","yes","high"
"45","activity_01","yes","high"
"45","activity_01","yes","high"
"45","activity_01","yes","high"
"46","activity_03","no","high"
"46","activity_01","no","high"
"46","activity_01","no","high"
"47","activity_02","no","high"
"47","activity_03","no","high"
"47","activity_01","no","high"
"47","activity_04","no","high"
"47","noise_1","no","high"
"47","activity_01","no","high"
"47","activity_01","no","high"
"48","activity_02","no","low"
"48","activity_03","no","low"
"48","activity_01","no","low"
"48","activity_01","no","low"
"48","activity_01","no","low"
"49","activity_02","yes","high"
"49","activity_03","yes","high"
"49","activity_01","yes","high"
"49","activity_01","yes","high"
"49","activity_01","yes","high"
"50","activity_01","no","high"
"50","activity_01","no","high"
"50","activity_03","no","high"
"51","noise_3","no","middle"
"51","activity_01","no","middle"
"52","activity_02","no","high"
"52","activity_03","no","high"
"52","activity_01","no","high"
"52","activity_01","no","high"
"52","activity_01","no","high"
"53","activity_04","no","high"
"53","activity_02","no","high"
"53","activity_03","no","high"
"53","activity_01","no","high"
"53","activity_01","no","high"
"54","activity_02","yes","high"
"54","activity_02","yes","high"
"54","activity_03","yes","high"
"54","activity_01","yes","high"
"54","activity_01","yes","high"
"54","activity_01","yes","high"
"55","activity_02","yes","middle"
"55","activity_03","yes","middle"
"55","activity_01","yes","middle"
"55","activity_01","yes","middle"
"55","activity_01","yes","middle"
"56","activity_02","no","high"
"56","activity_03","no","high"
"56","activity_01","no","high"
"56","activity_01","no","high"
"56","activity_01","no","high"
"57","noise_0","no","middle"
"57","activity_04","no","middle"
"57","activity_01","no","middle"
"57","activity_03","no","middle"
"58","activity_02","no","high"
"58","activity_03","no","high"
"58","activity_01","no","high"
"58","activity_01","no","high"
"58","activity_01","no","high"
"59","activity_02","no","middle"
"59","activity_03","no","middle"
"59","activity_01","no","middle"
"59","activity_01","no","middle"
"59","activity_01","no","middle"
"60","activity_02","yes","high"
"60","activity_03","yes","high"
"60","activity_01","yes","high"
"60","activity_01","yes","high"
"60","activity_01","yes","high"
"61","activity_02","no","high"
"61","activity_03","no","high"
"61","activity_01","no","high"
"61","activity_01","no","high"
"61","noise_3","no","high"
"62","activity_02","yes","low"
"62","activity_01","yes","low"
"62","activity_03","yes","low"
"62","activity_01","yes","low"
"62","activity_01","yes","low"
"63","activity_03","no","middle"
"63","activity_01","no","middle"
"63","activity_01","no","middle"
"63","activity_01","no","middle"
"64","activity_02","no","high"
"64","activity_03","no","high"
"64","activity_01","no","high"
"64","activity_01","no","high"
"64","activity_01","no","high"
"65","activity_01","no","middle"
"65","activity_01","no","middle"
"65","activity_02","no","middle"
"66","activity_03","yes","low"
"66","activity_01","yes","low"
"66","activity_04","yes","low"
"66","activity_02","yes","low"
"66","activity_03","yes","low"
"67","activity_02","yes","high"
"67","noise_2","yes","high"
"68","activity_01","no","middle"
"68","activity_01","no","middle"
"69","noise_1","yes","low"
"69","activity_03","yes","low"
"69","activity_01","yes","low"
"69","noise_0","yes","low"
"69","activity_04","yes","low"
"70","activity_02","no","low"
"70","activity_03","no","low"
"70","activity_01","no","low"
"70","activity_01","no","low"
"70","activity_04","no","low"
"70","activity_01","no","low"
"71","activity_02","yes","middle"
"71","activity_01","yes","middle"
"71","noise_1","yes","middle"
"71","activity_03","yes","middle"
"71","activity_01","yes","middle"
"72","activity_02","no","high"
"72","activity_03","no","high"
"72","activity_01","no","high"
"72","activity_01","no","high"
"72","activity_01","no","high"
"73","activity_04","yes","high"
"73","activity_02","yes","high"
"73","activity_03","yes","high"
"73","activity_01","yes","high"
"73","activity_01","yes","high"
"74","activity_04","no","low"
"74","activity_03","no","low"
"74","activity_01","no","low"
"75","activity_02","yes","high"
"75","activity_03","yes","high"
"75","noise_2","yes","high"
"75","activity_01","yes","high"
"75","activity_01","yes","high"
"75","activity_01","yes","high"
"76","noise_0","yes","high"
"76","activity_02","yes","high"
"76","activity_03","yes","high"
"76","activity_01","yes","high"
"76","activity_04","yes","high"
"76","activity_01","yes","high"
"77","activity_02","yes","low"
"77","activity_01","yes","low"
"77","activity_03","yes","low"
"77","activity_01","yes","low"
"78","activity_02","yes","high"
"78","activity_01","yes","high"
"78","noise_0","yes","high"
"78","activity_03","yes","high"
"78","activity_01","yes","high"
"78","activity_01","yes","high"
"78","activity_01","yes","high"
"79","activity_02","yes","middle"
"79","noise_4","yes","middle"
"79","activity_01","yes","middle"
"79","activity_03","yes","middle"
"79","activity_01","yes","middle"
"79","activity_01","yes","middle"
"79","activity_02","yes","middle"
"80","activity_02","no","high"
"80","activity_01","no","high"
"80","activity_01","no","high"
"80","activity_01","no","high"
"81","activity_04","yes","high"
"81","activity_01","yes","high"
"81","activity_01","yes","high"
"81","activity_01","yes","high"
"82","activity_02","yes","low"
"82","activity_03","yes","low"
"82","activity_01","yes","low"
"82","activity_01","yes","low"
"82","activity_01","yes","low"
"83","activity_01","yes","high"
"83","activity_01","yes","high"
"83","activity_02","yes","high"
"84","activity_04","yes","high"
"84","activity_03","yes","high"
"84","activity_01","yes","high"
"85","activity_01","yes","middle"
"85","activity_02","yes","middle"
"85","activity_03","yes","middle"
"86","activity_02","yes","middle"
"86","activity_03","yes","middle"
"86","activity_01","yes","middle"
"86","activity_01","yes","middle"
"86","activity_01","yes","middle"
"87","activity_02","no","middle"
"87","activity_03","no","middle"
"87","activity_01","no","middle"
"87","activity_01","no","middle"
"87","activity_01","no","middle"
"88","activity_03","no","middle"
"88","activity_01","no","middle"
"88","activity_02","no","middle"
"88","activity_01","no","middle"
"89","activity_02","no","high"
"89","activity_03","no","high"
"89","activity_01","no","high"
"89","activity_01","no","high"
"89","activity_01","no","high"
"90","activity_02","no","high"
"90","activity_03","no","high"
"90","noise_0","no","high"
"90","activity_01","no","high"
"90","activity_01","no","high"
"90","activity_01","no","high"
"91","activity_02","yes","middle"
"91","activity_03","yes","middle"
"91","activity_01","yes","middle"
"91","activity_01","yes","middle"
"91","activity_01","yes","middle"
"92","activity_02","no","middle"
"92","activity_03","no","middle"
"92","activity_01","no","middle"
"92","activity_01","no","middle"
"92","activity_01","no","middle"
"93","activity_02","no","high"
"93","activity_03","no","high"
"93","activity_01","no","high"
"93","activity_01","no","high"
"93","activity_01","no","high"
"94","activity_01","yes","high"
"94","activity_03","yes","high"
"94","activity_01","yes","high"
"95","activity_01","yes","high"
"95","activity_02","yes","high"
"95","activity_03","yes","high"
"95","activity_04","yes","high"
"95","activity_01","yes","high"
"95","noise_1","yes","high"
"95","activity_01","yes","high"
"96","activity_02","yes","high"
"96","activity_03","yes","high"
"96","activity_01","yes","high"
"96","activity_01","yes","high"
"96","activity_01","yes","high"
"97","activity_01","yes","high"
"97","activity_03","yes","high"
"97","activity_01","yes","high"
"97","noise_1","yes","high"
"97","activity_01","yes","high"
"98","activity_02","no","middle"
"98","activity_01","no","middle"
"98","activity_03","no","middle"
"98","activity_01","no","middle"
"99","activity_04","yes","low"
"99","activity_03","yes","low"
"99","activity_01","yes","low"
