"trace_id","activities","owner","income"
"26","activity_03","yes","high"
"26","activity_01","yes","high"
"26","activity_01","yes","high"
"26","activity_01","yes","high"
"27","activity_02","yes","high"
"27","activity_03","yes","high"
"27","activity_01","yes","high"
"27","activity_01","yes","high"
"27","activity_01","yes","high"
"28","activity_02","no","high"
"28","activity_03","no","high"
"28","activity_01","no","high"
"28","activity_01","no","high"
"28","activity_01","no","high"
"29","activity_01","no","high"
"29","noise_2","no","high"
"29","activity_04","no","high"
"29","activity_02","no","high"
"29","activity_03","no","high"
"29","activity_01","no","high"
"30","activity_02","no","high"
"30","activity_03","no","high"
"30","activity_01","no","high"
"30","activity_01","no","high"
"30","activity_01","no","high"
"31","activity_01","no","middle"
"31","activity_01","no","middle"
"31","activity_02","no","middle"
"32","activity_01","no","low"
"32","activity_01","no","low"
"32","activity_01","no","low"
"32","activity_03","no","low"
"33","activity_02","yes","middle"
"33","activity_03","yes","middle"
"33","activity_01","yes","middle"
"33","activity_01","yes","middle"
"33","activity_01","yes","middle"
"34","noise_1","yes","high"
"34","activity_03","yes","high"
"34","activity_02","yes","high"
"35","activity_01","no","middle"
"35","activity_03","no","middle"
"35","activity_02","no","middle"
"35","activity_01","no","middle"
"35","activity_01","no","middle"
"36","activity_02","no","low"
"36","activity_03","no","low"
"36","activity_01","no","low"
"36","activity_01","no","low"
"36","activity_01","no","low"
"37","activity_02","no","high"
"37","activity_03","no","high"
"37","activity_01","no","high"
"37","activity_01","no","high"
"37","activity_01","no","high"
"38","noise_0","yes","low"
"38","activity_03","yes","low"
"38","activity_01","yes","low"
"38","activity_01","yes","low"
"39","activity_02","yes","high"
"39","activity_01","yes","high"
"39","activity_01","yes","high"
"39","activity_01","yes","high"
"40","activity_02","no","low"
"40","activity_03","no","low"
"40","activity_01","no","low"
"40","activity_01","no","low"
"40","activity_01","no","low"
"41","activity_01","no","high"
"41","activity_02","no","high"
"41","activity_03","no","high"
"41","activity_01","no","high"
"42","activity_02","no","middle"
"42","activity_03","no","middle"
"42","activity_01","no","middle"
"42","activity_01","no","middle"
"42","activity_01","no","middle"
"43","activity_02","yes","low"
"43","activity_03","yes","low"
"43","activity_01","yes","low"
"43","activity_01","yes","low"
"43","activity_01","yes","low"
"44","activity_02","yes","middle"
"44","activity_03","yes","middle"
"44","activity_01","yes","middle"
"44","activity_01","yes","middle"
"44","activity_01","yes","middle"
"45","activity_02","yes","high"
"45","activity_01","yes","high"
"45","noise_3","yes","high"
"45","activity_03","yes","high"
"46","activity_03","yes","low"
"46","activity_04","yes","low"
"46","activity_01","yes","low"
"46","activity_04","yes","low"
"47","activity_01","no","low"
"47","activity_01","no","low"
"47","activity_02","no","low"
"48","activity_02","no","low"
"48","activity_03","no","low"
"48","activity_01","no","low"
"48","activity_01","no","low"
"48","activity_01","no","low"
"49","activity_01","no","low"
"49","activity_01","no","low"
"49","activity_02","no","low"
"49","activity_03","no","low"
"50","activity_02","yes","high"
"50","activity_03","yes","high"
"50","activity_01","yes","high"
"50","activity_01","yes","high"
"50","activity_01","yes","high"
"51","activity_01","yes","high"
"51","activity_02","yes","high"
"51","noise_4","yes","high"
"51","activity_03","yes","high"
"51","activity_01","yes","high"
"52","activity_04","yes","middle"
"52","activity_03","yes","middle"
"52","activity_01","yes","middle"
"53","noise_0","no","high"
"53","activity_01","no","high"
"53","activity_01","no","high"
"53","noise_2","no","high"
"54","noise_1","yes","high"
"54","noise_1","yes","high"
"54","activity_01","yes","high"
"54","activity_02","yes","high"
"54","activity_03","yes","high"
"54","activity_01","yes","high"
"54","activity_01","yes","high"
"55","activity_02","no","middle"
"55","activity_03","no","middle"
"55","activity_01","no","middle"
"55","activity_01","no","middle"
"55","activity_01","no","middle"
"56","activity_02","yes","high"
"56","noise_4","yes","high"
"56","activity_03","yes","high"
"56","activity_01","yes","high"
"56","activity_01","yes","high"
"57","activity_02","yes","middle"
"57","activity_03","yes","middle"
"57","activity_01","yes","middle"
"57","activity_01","yes","middle"
"57","activity_01","yes","middle"
"58","activity_02","yes","low"
"58","activity_03","yes","low"
"58","activity_01","yes","low"
"58","activity_01","yes","low"
"58","activity_01","yes","low"
"59","noise_2","yes","high"
"59","activity_03","yes","high"
"59","activity_01","yes","high"
"59","activity_01","yes","high"
"59","activity_01","yes","high"
"60","activity_02","yes","high"
"60","activity_03","yes","high"
"60","activity_01","yes","high"
"60","activity_01","yes","high"
"60","activity_01","yes","high"
"61","activity_03","no","low"
"61","noise_1","no","low"
"61","activity_01","no","low"
"61","activity_02","no","low"
"61","activity_01","no","low"
"61","activity_01","no","low"
"62","activity_04","yes","low"
"62","activity_01","yes","low"
"63","activity_02","yes","high"
"63","activity_03","yes","high"
"63","activity_01","yes","high"
"63","activity_01","yes","high"
"63","activity_01","yes","high"
"64","activity_02","no","high"
"64","activity_03","no","high"
"64","activity_01","no","high"
"64","activity_01","no","high"
"64","activity_01","no","high"
"65","activity_02","yes","low"
"65","activity_03","yes","low"
"65","activity_01","yes","low"
"65","activity_01","yes","low"
"65","activity_01","yes","low"
"66","activity_02","yes","high"
"66","activity_03","yes","high"
"66","activity_01","yes","high"
"66","activity_01","yes","high"
"66","activity_01","yes","high"
"67","activity_02","yes","high"
"67","activity_03","yes","high"
"67","activity_01","yes","high"
"67","activity_01","yes","high"
"67","activity_01","yes","high"
"68","activity_04","yes","low"
"68","activity_03","yes","low"
"68","activity_01","yes","low"
"69","activity_01","yes","middle"
"69","activity_01","yes","middle"
"69","activity_02","yes","middle"
"70","activity_04","no","low"
"70","activity_03","no","low"
"70","activity_01","no","low"
"71","activity_02","yes","high"
"71","activity_01","yes","high"
"71","activity_03","yes","high"
"72","activity_01","no","high"
"72","activity_01","no","high"
"72","activity_02","no","high"
"73","activity_02","yes","high"
"73","activity_03","yes","high"
"73","activity_01","yes","high"
"73","activity_01","yes","high"
"73","activity_01","yes","high"
"74","activity_04","no","low"
"74","noise_2","no","low"
"74","activity_03","no","low"
"75","activity_03","no","high"
"75","activity_02","no","high"
"76","activity_02","yes","high"
"76","activity_03","yes","high"
"76","activity_01","yes","high"
"76","activity_01","yes","high"
"76","activity_01","yes","high"
"77","activity_02","yes","high"
"77","activity_03","yes","high"
"77","activity_01","yes","high"
"77","activity_01","yes","high"
"77","activity_01","yes","high"
"78","activity_02","no","high"
"78","activity_03","no","high"
"78","activity_01","no","high"
"78","activity_01","no","high"
"78","activity_01","no","high"
"79","activity_01","yes","high"
"79","activity_03","yes","high"
"79","activity_02","yes","high"
"79","activity_03","yes","high"
"79","activity_01","yes","high"
"79","activity_01","yes","high"
"80","activity_02","yes","high"
"80","activity_03","yes","high"
"80","activity_01","yes","high"
"80","activity_01","yes","high"
"80","activity_01","yes","high"
"81","activity_02","yes","high"
"81","activity_03","yes","high"
"81","activity_01","yes","high"
"81","activity_01","yes","high"
"81","activity_01","yes","high"
"82","activity_02","no","high"
"82","activity_03","no","high"
"82","activity_01","no","high"
"82","activity_01","no","high"
"82","activity_01","no","high"
"83","activity_02","yes","high"
"83","activity_03","yes","high"
"83","activity_01","yes","high"
"83","activity_01","yes","high"
"83","activity_01","yes","high"
"84","activity_01","no","low"
"84","activity_04","no","low"
"85","activity_02","yes","high"
"85","activity_03","yes","high"
"85","activity_01","yes","high"
"85","activity_01","yes","high"
"85","activity_01","yes","high"
"86","activity_02","yes","high"
"86","activity_03","yes","high"
"86","activity_01","yes","high"
"86","activity_01","yes","high"
"86","activity_01","yes","high"
"87","noise_4","yes","high"
"87","activity_03","yes","high"
"87","activity_02","yes","high"
"87","activity_01","yes","high"
"88","activity_01","no","middle"
"88","activity_01","no","middle"
"88","activity_02","no","middle"
"89","activity_02","no","middle"
"89","activity_03","no","middle"
"89","activity_01","no","middle"
"89","activity_01","no","middle"
"89","activity_01","no","middle"
"90","activity_02","yes","high"
"90","activity_03","yes","high"
"90","activity_01","yes","high"
"90","activity_01","yes","high"
"90","activity_01","yes","high"
"91","activity_02","no","high"
"91","activity_03","no","high"
"91","activity_01","no","high"
"91","activity_01","no","high"
"91","activity_01","no","high"
"92","activity_02","yes","middle"
"92","activity_03","yes","middle"
"92","activity_01","yes","middle"
"92","activity_01","yes","middle"
"92","activity_01","yes","middle"
"93","activity_02","no","high"
"93","activity_03","no","high"
"93","activity_01","no","high"
"93","activity_01","no","high"
"93","activity_01","no","high"
"94","activity_03","yes","high"
"94","activity_01","yes","high"
"94","activity_01","yes","high"
"94","activity_03","yes","high"
"94","activity_01","yes","high"
"95","activity_02","no","high"
"95","activity_03","no","high"
"95","activity_01","no","high"
"95","activity_01","no","high"
"95","activity_01","no","high"
"96","activity_02","no","high"
"96","activity_03","no","high"
"96","activity_01","no","high"
"96","activity_01","no","high"
"96","activity_01","no","high"
"97","activity_02","yes","high"
"97","noise_3","yes","high"
"97","activity_03","yes","high"
"97","noise_2","yes","high"
"97","activity_01","yes","high"
"97","activity_01","yes","high"
"97","activity_01","yes","high"
"98","activity_02","no","low"
"98","activity_03","no","low"
"98","activity_01","no","low"
"98","activity_01","no","low"
"98","activity_01","no","low"
"99","activity_02","yes","high"
"99","activity_03","yes","high"
"99","activity_01","yes","high"
"99","activity_01","yes","high"
"99","activity_01","yes","high"
