"trace_id","activities","owner","income"
"41","activity_01","yes","high"
"41","activity_01","yes","high"
"42","activity_04","no","low"
"42","activity_03","no","low"
"42","activity_01","no","low"
"43","activity_04","yes","high"
"43","activity_02","yes","high"
"43","activity_03","yes","high"
"43","activity_01","yes","high"
"43","noise_0","yes","high"
"44","activity_01","yes","middle"
"44","activity_01","yes","middle"
"44","activity_02","yes","middle"
"45","activity_02","yes","high"
"45","activity_03","yes","high"
"45","activity_01","yes","high"
"45","activity_01","yes","high"
"45","activity_01","yes","high"
"46","activity_02","yes","high"
"46","activity_03","yes","high"
"46","activity_01","yes","high"
"46","activity_01","yes","high"
"46","activity_01","yes","high"
"47","activity_02","yes","high"
"47","activity_03","yes","high"
"47","activity_01","yes","high"
"47","activity_01","yes","high"
"47","activity_01","yes","high"
"48","activity_01","yes","low"
"48","noise_4","yes","low"
"48","activity_02","yes","low"
"49","activity_04","no","low"
"49","activity_03","no","low"
"49","activity_01","no","low"
"50","activity_02","yes","high"
"50","activity_03","yes","high"
"50","activity_01","yes","high"
"50","activity_01","yes","high"
"50","activity_01","yes","high"
"51","activity_02","no","high"
"51","activity_03","no","high"
"51","activity_01","no","high"
"51","activity_01","no","high"
"51","activity_01","no","high"
"52","activity_02","yes","high"
"52","activity_03","yes","high"
"52","activity_01","yes","high"
"52","activity_01","yes","high"
"52","activity_01","yes","high"
"53","activity_02","no","low"
"53","activity_03","no","low"
"53","activity_01","no","low"
"53","activity_01","no","low"
"53","activity_01","no","low"
"54","activity_02","no","high"
"54","activity_03","no","high"
"54","activity_01","no","high"
"54","activity_01","no","high"
"54","activity_01","no","high"
"55","activity_01","no","middle"
"55","activity_01","no","middle"
"55","activity_02","no","middle"
"56","noise_4","yes","high"
"56","activity_04","yes","high"
"56","activity_02","yes","high"
"56","activity_01","yes","high"
"56","noise_1","yes","high"
"56","activity_01","yes","high"
"56","activity_01","yes","high"
"57","activity_02","no","high"
"57","activity_03","no","high"
"57","activity_01","no","high"
"57","activity_01","no","high"
"57","activity_01","no","high"
"58","activity_02","yes","high"
"58","activity_03","yes","high"
"58","activity_01","yes","high"
"58","activity_01","yes","high"
"58","activity_01","yes","high"
"59","activity_02","yes","middle"
"59","activity_03","yes","middle"
"59","activity_01","yes","middle"
"59","activity_01","yes","middle"
"59","activity_01","yes","middle"
"60","activity_02","yes","high"
"60","activity_03","yes","high"
"60","activity_01","yes","high"
"60","activity_01","yes","high"
"60","activity_01","yes","high"
"61","activity_02","no","high"
"61","activity_03","no","high"
"61","activity_01","no","high"
"61","activity_01","no","high"
"61","activity_01","no","high"
"62","activity_02","no","high"
"62","activity_03","no","high"
"62","activity_01","no","high"
"62","activity_01","no","high"
"62","activity_01","no","high"
"63","activity_01","yes","middle"
"63","activity_01","yes","middle"
"63","activity_02","yes","middle"
"64","activity_02","no","high"
"64","activity_03","no","high"
"64","activity_01","no","high"
"64","activity_01","no","high"
"64","activity_01","no","high"
"65","activity_02","no","high"
"65","activity_03","no","high"
"65","activity_01","no","high"
"65","activity_01","no","high"
"65","activity_01","no","high"
"66","activity_01","no","middle"
"66","activity_01","no","middle"
"66","activity_02","no","middle"
"67","activity_02","no","high"
"67","activity_03","no","high"
"67","activity_01","no","high"
"67","activity_01","no","high"
"67","activity_01","no","high"
"68","activity_02","no","high"
"68","activity_03","no","high"
"68","activity_01","no","high"
"68","activity_01","no","high"
"68","activity_01","no","high"
"69","activity_02","yes","high"
"69","activity_03","yes","high"
"69","activity_01","yes","high"
"69","activity_01","yes","high"
"69","activity_01","yes","high"
"70","activity_01","no","high"
"70","activity_01","no","high"
"70","activity_02","no","high"
"71","activity_02","yes","high"
"71","activity_03","yes","high"
"71","activity_01","yes","high"
"71","activity_01","yes","high"
"71","activity_01","yes","high"
"72","activity_02","yes","middle"
"72","activity_03","yes","middle"
"72","activity_01","yes","middle"
"72","activity_01","yes","middle"
"72","activity_01","yes","middle"
"73","activity_02","yes","high"
"73","activity_03","yes","high"
"73","activity_01","yes","high"
"73","activity_01","yes","high"
"73","activity_01","yes","high"
"74","activity_03","yes","high"
"74","activity_01","yes","high"
"74","activity_02","yes","high"
"74","activity_02","yes","high"
"74","activity_01","yes","high"
"75","activity_04","no","middle"
"75","activity_03","no","middle"
"75","activity_01","no","middle"
"76","activity_02","no","high"
"76","activity_03","no","high"
"76","activity_01","no","high"
"76","activity_01","no","high"
"76","activity_01","no","high"
"77","noise_1","no","high"
"77","activity_02","no","high"
"77","activity_03","no","high"
"77","activity_04","no","high"
"77","activity_01","no","high"
"77","activity_01","no","high"
"77","activity_01","no","high"
"78","activity_02","no","high"
"78","activity_03","no","high"
"78","activity_01","no","high"
"78","activity_01","no","high"
"78","activity_01","no","high"
"79","activity_02","yes","high"
"79","activity_03","yes","high"
"79","activity_01","yes","high"
"79","activity_01","yes","high"
"79","activity_01","yes","high"
"80","activity_02","no","high"
"80","activity_03","no","high"
"80","activity_01","no","high"
"80","activity_01","no","high"
"80","activity_01","no","high"
"81","activity_02","no","high"
"81","activity_03","no","high"
"81","activity_01","no","high"
"81","activity_01","no","high"
"81","activity_01","no","high"
"82","activity_02","no","high"
"82","activity_03","no","high"
"82","noise_1","no","high"
"82","activity_01","no","high"
"82","activity_01","no","high"
"82","activity_01","no","high"
"83","activity_02","yes","high"
"83","activity_03","yes","high"
"83","activity_01","yes","high"
"83","activity_01","yes","high"
"83","activity_01","yes","high"
"84","activity_02","yes","high"
"84","activity_03","yes","high"
"84","activity_01","yes","high"
"84","activity_01","yes","high"
"84","activity_01","yes","high"
"85","activity_02","yes","high"
"85","activity_03","yes","high"
"85","activity_01","yes","high"
"85","activity_01","yes","high"
"85","activity_01","yes","high"
"86","activity_03","no","low"
"86","activity_01","no","low"
"86","activity_04","no","low"
"86","activity_01","no","low"
"87","activity_02","yes","high"
"87","activity_03","yes","high"
"87","activity_01","yes","high"
"87","activity_01","yes","high"
"87","activity_01","yes","high"
"88","activity_02","yes","high"
"88","activity_03","yes","high"
"88","activity_01","yes","high"
"88","activity_01","yes","high"
"89","activity_02","no","high"
"89","activity_03","no","high"
"89","activity_01","no","high"
"89","activity_01","no","high"
"89","activity_01","no","high"
"90","activity_02","yes","high"
"90","activity_03","yes","high"
"90","activity_01","yes","high"
"90","activity_01","yes","high"
"90","activity_01","yes","high"
"91","activity_02","yes","high"
"91","activity_03","yes","high"
"91","activity_01","yes","high"
"91","activity_01","yes","high"
"91","activity_01","yes","high"
"92","activity_02","yes","high"
"92","activity_03","yes","high"
"92","activity_01","yes","high"
"92","activity_01","yes","high"
"92","activity_01","yes","high"
"93","activity_02","yes","low"
"93","activity_03","yes","low"
"93","activity_01","yes","low"
"93","activity_01","yes","low"
"93","activity_01","yes","low"
"94","activity_02","no","high"
"94","activity_03","no","high"
"94","activity_01","no","high"
"94","activity_01","no","high"
"94","activity_01","no","high"
"95","activity_02","yes","high"
"95","activity_03","yes","high"
"95","activity_01","yes","high"
"95","activity_01","yes","high"
"95","activity_01","yes","high"
"96","activity_02","no","high"
"96","activity_03","no","high"
"96","activity_01","no","high"
"96","activity_01","no","high"
"96","activity_01","no","high"
"97","activity_02","yes","high"
"97","activity_03","yes","high"
"97","activity_01","yes","high"
"97","activity_01","yes","high"
"97","activity_01","yes","high"
"98","activity_01","no","middle"
"98","activity_04","no","middle"
"98","activity_02","no","middle"
"99","activity_02","no","middle"
"99","activity_03","no","middle"
"99","activity_01","no","middle"
"99","activity_01","no","middle"
