"trace_id","activities","owner","employed","age","g"
"8","activity_06","no","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"8","activity_03","no","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"9","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"10","activity_06","yes","yes","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"10","activity_08","yes","yes","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"10","activity_07","yes","yes","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"10","activity_03","yes","yes","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"10","activity_05","yes","yes","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"11","activity_05","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"11","activity_06","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"11","activity_07","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"11","activity_08","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"11","activity_01","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"11","activity_03","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"12","activity_01","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","activity_09","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","activity_05","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"12","activity_02","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"13","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"13","noise_1","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"13","noise_2","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"13","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"14","activity_07","yes","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"14","activity_02","yes","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"15","activity_07","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"15","activity_02","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"15","activity_06","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"15","activity_07","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"16","noise_4","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"16","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"16","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"16","activity_04","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"16","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"17","noise_4","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"17","activity_09","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"17","activity_01","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"17","activity_02","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"17","activity_09","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"17","activity_05","yes","no","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"18","activity_02","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"18","activity_07","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"18","activity_06","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"19","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"20","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"20","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"20","noise_2","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"21","activity_06","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"21","activity_10","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"21","activity_01","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"21","activity_02","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"21","activity_09","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"22","noise_3","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"22","noise_1","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"22","activity_06","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"22","activity_02","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"23","activity_10","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"23","activity_02","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"23","noise_2","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"23","activity_07","yes","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"24","activity_05","no","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"24","activity_09","no","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"24","noise_2","no","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"24","activity_07","no","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"24","activity_04","no","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"24","activity_08","no","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"24","activity_01","no","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"24","activity_03","no","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"25","activity_09","yes","no","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"25","noise_2","yes","no","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"25","activity_10","yes","no","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"25","activity_02","yes","no","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"25","noise_2","yes","no","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"25","activity_04","yes","no","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"26","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"26","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"26","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"27","noise_0","no","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"27","activity_06","no","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"27","activity_07","no","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"27","activity_08","no","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"27","activity_05","no","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"27","activity_01","no","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"27","activity_03","no","no","20-39yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"28","activity_02","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"28","activity_07","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"28","activity_06","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"29","activity_07","no","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"29","activity_02","no","yes","40-59yo","activity_02__+__activity_07__+__activity_06"
"30","activity_04","yes","yes","60-79yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"30","activity_10","yes","yes","60-79yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"30","activity_09","yes","yes","60-79yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"30","activity_02","yes","yes","60-79yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"30","noise_4","yes","yes","60-79yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"31","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"31","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"31","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"32","noise_0","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"32","activity_08","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"32","activity_07","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"33","activity_05","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"33","activity_06","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"33","activity_07","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"33","activity_01","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"33","activity_08","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"33","activity_03","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"34","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"34","activity_07","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"34","activity_06","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"35","noise_1","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"35","activity_07","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"35","noise_0","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"35","activity_02","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"35","activity_06","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"36","activity_02","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"36","activity_06","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"36","activity_03","yes","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"37","activity_07","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"37","noise_4","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"37","activity_06","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"37","activity_02","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"38","activity_02","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"38","activity_07","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"38","activity_06","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"39","activity_01","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"39","activity_02","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"39","activity_09","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"39","activity_05","yes","yes","80yo+","activity_01__+__activity_02__+__activity_09__+__activity_05"
"40","activity_02","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"40","activity_07","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"40","activity_06","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"41","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"41","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"41","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"42","activity_02","yes","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"42","activity_07","yes","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"42","activity_06","yes","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"43","activity_01","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"43","activity_02","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"43","activity_09","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"43","activity_05","yes","yes","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"44","activity_03","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"44","activity_07","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"44","activity_05","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"45","activity_05","no","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"45","activity_03","no","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"45","activity_01","no","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"45","activity_07","no","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"45","activity_08","no","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"45","activity_03","no","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"46","activity_05","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"46","activity_06","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"46","activity_07","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"46","activity_08","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"46","activity_01","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"46","activity_03","yes","no","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"47","activity_01","no","no","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"47","activity_02","no","no","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"47","activity_09","no","no","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"47","activity_05","no","no","20-39yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"48","activity_05","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"48","activity_06","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"48","activity_01","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"48","activity_03","yes","yes","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"49","activity_10","no","yes","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"49","activity_09","no","yes","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"49","activity_04","no","yes","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"49","activity_02","no","yes","80yo+","activity_10__+__activity_09__+__activity_02__+__activity_04"
"50","activity_03","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"50","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"50","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"51","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"51","activity_07","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"51","activity_06","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"52","activity_02","no","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"52","activity_07","no","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"52","activity_06","no","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"53","activity_02","no","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"53","activity_07","no","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"53","activity_06","no","yes","20-39yo","activity_02__+__activity_07__+__activity_06"
"54","activity_02","yes","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"54","activity_07","yes","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"55","activity_05","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"55","activity_06","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"55","activity_07","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"55","activity_08","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"55","activity_01","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"55","activity_03","yes","no","0-19yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"56","activity_02","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"56","activity_07","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"56","activity_06","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"57","activity_10","yes","no","20-39yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"57","activity_09","yes","no","20-39yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"57","activity_02","yes","no","20-39yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"57","activity_04","yes","no","20-39yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"58","activity_09","no","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"58","activity_05","no","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"58","activity_02","no","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"58","activity_07","no","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"59","activity_08","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"59","activity_02","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"59","activity_07","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"59","noise_3","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"60","noise_4","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"60","activity_02","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"60","noise_4","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"61","activity_02","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"61","activity_07","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"61","activity_06","yes","no","20-39yo","activity_02__+__activity_07__+__activity_06"
"62","activity_07","no","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"62","activity_02","no","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"63","activity_02","yes","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"63","activity_07","yes","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"63","activity_06","yes","no","40-59yo","activity_02__+__activity_07__+__activity_06"
"64","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"64","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"64","activity_03","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"64","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"65","activity_05","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"65","activity_06","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"65","activity_07","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"65","activity_08","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"65","activity_01","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"65","activity_03","yes","yes","40-59yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"66","noise_0","yes","yes","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"66","activity_01","yes","yes","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"66","activity_02","yes","yes","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"66","activity_09","yes","yes","0-19yo","activity_01__+__activity_02__+__activity_09__+__activity_05"
"67","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"67","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"67","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"67","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"68","activity_02","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"68","noise_4","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"68","activity_06","yes","no","60-79yo","activity_02__+__activity_07__+__activity_06"
"69","activity_08","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"69","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"69","activity_01","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"69","activity_02","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"69","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"70","activity_05","yes","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"70","activity_06","yes","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"70","activity_07","yes","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"70","activity_08","yes","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"70","activity_01","yes","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"70","activity_03","yes","yes","80yo+","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"71","noise_2","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"71","noise_3","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"71","activity_06","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"71","activity_07","yes","no","0-19yo","activity_02__+__activity_07__+__activity_06"
"72","activity_07","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"72","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"73","activity_10","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"73","noise_1","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"73","activity_06","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"73","activity_05","yes","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"74","noise_4","no","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"74","activity_07","no","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"74","activity_02","no","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"74","activity_06","no","yes","80yo+","activity_02__+__activity_07__+__activity_06"
"75","activity_05","yes","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"75","activity_06","yes","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"75","activity_07","yes","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"75","activity_08","yes","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"75","activity_01","yes","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"75","activity_03","yes","no","60-79yo","activity_05__+__activity_06__+__activity_07__+__activity_08__+__activity_01__+__activity_03"
"76","activity_02","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"76","activity_07","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"76","activity_06","yes","yes","60-79yo","activity_02__+__activity_07__+__activity_06"
"77","activity_02","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"77","activity_07","no","yes","0-19yo","activity_02__+__activity_07__+__activity_06"
"78","activity_10","no","yes","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"78","activity_09","no","yes","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"78","activity_02","no","yes","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"78","activity_04","no","yes","40-59yo","activity_10__+__activity_09__+__activity_02__+__activity_04"
"79","activity_02","no","no","0-19yo","activity_02__+__activity_07__+__activity_06"
