"trace_id","activities","owner","employed","car_owner","income","g"
"8","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"8","activity_03","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"9","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"9","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"9","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"10","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"10","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"10","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"11","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"11","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"11","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"12","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"12","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"13","activity_07","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"13","noise_4","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"13","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"14","activity_08","yes","no","yes","middle","activity_08__+__activity_09__+__activity_03"
"14","activity_09","yes","no","yes","middle","activity_08__+__activity_09__+__activity_03"
"14","activity_03","yes","no","yes","middle","activity_08__+__activity_09__+__activity_03"
"15","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"15","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"15","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"16","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"16","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"16","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"17","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"17","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"17","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"18","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"18","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"18","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"19","activity_07","yes","yes","no","middle","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"19","activity_02","yes","yes","no","middle","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"19","noise_1","yes","yes","no","middle","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"19","activity_06","yes","yes","no","middle","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"19","activity_01","yes","yes","no","middle","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"19","activity_02","yes","yes","no","middle","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"20","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"20","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"20","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"21","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"21","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"21","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"22","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"22","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"22","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"22","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"23","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"23","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"23","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"24","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"24","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"24","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"25","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"25","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"25","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"26","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"26","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"26","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"27","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"27","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"27","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"28","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"28","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"28","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"29","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"29","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"29","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"30","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"30","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"30","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"31","activity_06","no","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"31","activity_07","no","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"31","activity_02","no","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"31","activity_01","no","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"31","activity_02","no","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"31","activity_03","no","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"32","activity_06","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"32","activity_07","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"32","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"32","activity_01","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"32","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"32","activity_03","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"33","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"33","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"33","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"34","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"34","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"34","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"35","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"35","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"35","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"36","activity_06","yes","no","yes","middle","activity_08__+__activity_09__+__activity_03"
"36","activity_08","yes","no","yes","middle","activity_08__+__activity_09__+__activity_03"
"37","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"37","activity_01","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"37","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"37","activity_08","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"38","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"38","activity_01","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"38","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"38","activity_08","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"39","noise_2","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"39","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"39","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"39","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"40","activity_08","no","yes","no","high","activity_08__+__activity_09__+__activity_03"
"40","activity_09","no","yes","no","high","activity_08__+__activity_09__+__activity_03"
"40","activity_03","no","yes","no","high","activity_08__+__activity_09__+__activity_03"
"41","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"41","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"41","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"42","activity_08","no","yes","no","low","activity_08__+__activity_09__+__activity_03"
"42","activity_09","no","yes","no","low","activity_08__+__activity_09__+__activity_03"
"42","activity_03","no","yes","no","low","activity_08__+__activity_09__+__activity_03"
"43","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"43","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"43","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"44","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"44","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"44","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"45","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"45","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"45","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"46","activity_06","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"46","activity_07","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"46","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"46","activity_01","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"46","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"46","activity_03","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"47","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_03"
"47","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_03"
"47","activity_03","yes","yes","no","low","activity_08__+__activity_09__+__activity_03"
"48","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"48","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"48","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"49","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"49","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"49","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"50","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"50","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"50","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"51","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"51","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"51","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"52","noise_3","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"52","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"52","activity_08","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"52","activity_01","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"52","activity_08","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"52","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"53","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"53","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"53","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"54","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"54","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"54","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"55","activity_09","no","no","no","middle","activity_08__+__activity_09__+__activity_03"
"56","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"56","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"56","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"57","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"57","activity_01","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"57","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"57","activity_08","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"58","activity_06","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"58","activity_07","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"58","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"58","activity_01","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"58","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"58","activity_03","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"59","activity_08","no","yes","no","middle","activity_08__+__activity_09__+__activity_03"
"59","activity_09","no","yes","no","middle","activity_08__+__activity_09__+__activity_03"
"59","activity_03","no","yes","no","middle","activity_08__+__activity_09__+__activity_03"
"60","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"60","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"60","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"61","activity_03","yes","no","yes","middle","activity_08__+__activity_09__+__activity_03"
"61","activity_09","yes","no","yes","middle","activity_08__+__activity_09__+__activity_03"
"62","activity_02","yes","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"62","activity_01","yes","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"62","activity_02","yes","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"62","activity_08","yes","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"63","noise_1","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"63","noise_1","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"63","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"63","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"64","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"64","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"64","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"65","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"65","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"65","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"66","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"66","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"66","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"67","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"67","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"67","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"68","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"68","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"68","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"69","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"69","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"70","activity_08","no","yes","yes","high","activity_08__+__activity_09__+__activity_03"
"70","activity_09","no","yes","yes","high","activity_08__+__activity_09__+__activity_03"
"70","activity_03","no","yes","yes","high","activity_08__+__activity_09__+__activity_03"
"71","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"71","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"71","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"72","activity_06","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"72","activity_07","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"72","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"72","activity_01","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"72","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"72","activity_03","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"73","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"73","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"73","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"74","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"74","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"75","activity_08","no","no","no","low","activity_08__+__activity_09__+__activity_03"
"75","activity_09","no","no","no","low","activity_08__+__activity_09__+__activity_03"
"75","activity_03","no","no","no","low","activity_08__+__activity_09__+__activity_03"
"76","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"76","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"76","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"77","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"77","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"77","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"78","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"78","activity_01","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"78","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"78","activity_08","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"79","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"79","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"79","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"80","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"80","activity_01","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"80","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"80","activity_08","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"81","activity_08","yes","yes","no","low","activity_08__+__activity_09__+__activity_03"
"81","activity_09","yes","yes","no","low","activity_08__+__activity_09__+__activity_03"
"81","activity_03","yes","yes","no","low","activity_08__+__activity_09__+__activity_03"
"82","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"82","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"82","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"83","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"83","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"83","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"84","activity_08","no","yes","no","middle","activity_08__+__activity_09__+__activity_03"
"84","activity_09","no","yes","no","middle","activity_08__+__activity_09__+__activity_03"
"84","activity_03","no","yes","no","middle","activity_08__+__activity_09__+__activity_03"
"85","activity_08","yes","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"85","activity_09","yes","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"85","activity_03","yes","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"86","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"86","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"86","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"87","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"87","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"87","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"88","activity_06","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"88","activity_07","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"88","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"88","activity_01","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"88","activity_02","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"88","activity_03","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"89","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"89","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"89","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"90","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"90","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"90","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"91","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"91","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"91","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"92","noise_3","yes","no","yes","low","activity_08__+__activity_09__+__activity_03"
"92","activity_08","yes","no","yes","low","activity_08__+__activity_09__+__activity_03"
"92","activity_03","yes","no","yes","low","activity_08__+__activity_09__+__activity_03"
"92","activity_09","yes","no","yes","low","activity_08__+__activity_09__+__activity_03"
"93","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"93","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"93","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"94","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"94","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"94","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"95","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"95","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"95","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"96","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"96","activity_01","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"96","activity_02","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"96","activity_08","no","no","yes","low","activity_02__+__activity_01__+__activity_02__+__activity_08"
"97","activity_03","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"97","noise_3","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"97","activity_08","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"97","activity_09","no","yes","yes","middle","activity_08__+__activity_09__+__activity_03"
"98","activity_06","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
"98","activity_07","yes","yes","no","high","activity_06__+__activity_07__+__activity_02__+__activity_01__+__activity_02__+__activity_03"
