"trace_id","activities","owner","age","car_owner","income"
"15","activity_01","no","60-79yo","no","middle"
"15","activity_03","no","60-79yo","no","middle"
"15","activity_06","no","60-79yo","no","middle"
"16","activity_04","no","40-59yo","no","high"
"16","activity_01","no","40-59yo","no","high"
"16","activity_04","no","40-59yo","no","high"
"17","activity_09","yes","80yo+","no","low"
"17","activity_04","yes","80yo+","no","low"
"17","activity_04","yes","80yo+","no","low"
"18","activity_04","no","0-19yo","yes","high"
"18","activity_09","no","0-19yo","yes","high"
"18","activity_01","no","0-19yo","yes","high"
"18","activity_02","no","0-19yo","yes","high"
"18","activity_04","no","0-19yo","yes","high"
"18","noise_1","no","0-19yo","yes","high"
"19","noise_3","no","20-39yo","yes","low"
"19","activity_09","no","20-39yo","yes","low"
"19","activity_01","no","20-39yo","yes","low"
"19","activity_04","no","20-39yo","yes","low"
"19","activity_04","no","20-39yo","yes","low"
"20","activity_09","yes","80yo+","no","low"
"20","activity_01","yes","80yo+","no","low"
"20","activity_04","yes","80yo+","no","low"
"20","activity_04","yes","80yo+","no","low"
"21","activity_09","no","60-79yo","no","low"
"21","activity_04","no","60-79yo","no","low"
"21","activity_01","no","60-79yo","no","low"
"21","activity_04","no","60-79yo","no","low"
"21","activity_04","no","60-79yo","no","low"
"22","activity_01","yes","0-19yo","yes","low"
"22","activity_09","yes","0-19yo","yes","low"
"22","activity_04","yes","0-19yo","yes","low"
"22","activity_04","yes","0-19yo","yes","low"
"22","noise_2","yes","0-19yo","yes","low"
"22","activity_04","yes","0-19yo","yes","low"
"23","noise_4","yes","80yo+","yes","high"
"23","activity_04","yes","80yo+","yes","high"
"23","activity_01","yes","80yo+","yes","high"
"23","activity_08","yes","80yo+","yes","high"
"23","activity_07","yes","80yo+","yes","high"
"23","activity_03","yes","80yo+","yes","high"
"23","activity_06","yes","80yo+","yes","high"
"24","activity_04","yes","0-19yo","yes","low"
"25","noise_0","yes","20-39yo","yes","low"
"25","activity_04","yes","20-39yo","yes","low"
"25","activity_09","yes","20-39yo","yes","low"
"25","activity_04","yes","20-39yo","yes","low"
"26","activity_10","yes","40-59yo","yes","high"
"26","activity_03","yes","40-59yo","yes","high"
"26","noise_0","yes","40-59yo","yes","high"
"26","activity_11","yes","40-59yo","yes","high"
"27","activity_09","yes","60-79yo","no","middle"
"27","activity_04","yes","60-79yo","no","middle"
"27","activity_01","yes","60-79yo","no","middle"
"27","activity_04","yes","60-79yo","no","middle"
"28","activity_09","yes","80yo+","no","low"
"28","activity_01","yes","80yo+","no","low"
"28","activity_04","yes","80yo+","no","low"
"28","activity_04","yes","80yo+","no","low"
"29","activity_04","no","60-79yo","no","middle"
"29","activity_01","no","60-79yo","no","middle"
"29","activity_03","no","60-79yo","no","middle"
"29","activity_08","no","60-79yo","no","middle"
"29","activity_07","no","60-79yo","no","middle"
"29","activity_06","no","60-79yo","no","middle"
"30","activity_09","yes","80yo+","no","low"
"30","activity_01","yes","80yo+","no","low"
"30","activity_04","yes","80yo+","no","low"
"31","activity_09","no","60-79yo","yes","low"
"31","activity_01","no","60-79yo","yes","low"
"31","activity_04","no","60-79yo","yes","low"
"31","activity_04","no","60-79yo","yes","low"
"32","activity_09","yes","80yo+","no","low"
"32","activity_01","yes","80yo+","no","low"
"32","activity_04","yes","80yo+","no","low"
"32","activity_04","yes","80yo+","no","low"
"33","activity_04","yes","20-39yo","no","high"
"33","activity_01","yes","20-39yo","no","high"
"33","activity_04","yes","20-39yo","no","high"
"34","activity_09","no","60-79yo","no","middle"
"34","activity_01","no","60-79yo","no","middle"
"34","activity_04","no","60-79yo","no","middle"
"34","activity_04","no","60-79yo","no","middle"
"35","activity_09","yes","80yo+","no","low"
"35","activity_02","yes","80yo+","no","low"
"35","noise_0","yes","80yo+","no","low"
"35","activity_01","yes","80yo+","no","low"
"35","activity_04","yes","80yo+","no","low"
"36","activity_09","no","0-19yo","no","middle"
"36","activity_01","no","0-19yo","no","middle"
"36","activity_04","no","0-19yo","no","middle"
"37","activity_04","yes","0-19yo","yes","middle"
"37","activity_01","yes","0-19yo","yes","middle"
"37","activity_03","yes","0-19yo","yes","middle"
"37","activity_08","yes","0-19yo","yes","middle"
"37","activity_07","yes","0-19yo","yes","middle"
"37","activity_06","yes","0-19yo","yes","middle"
"38","activity_09","no","0-19yo","no","low"
"38","activity_01","no","0-19yo","no","low"
"38","activity_04","no","0-19yo","no","low"
"38","activity_04","no","0-19yo","no","low"
"39","activity_09","yes","80yo+","no","low"
"39","activity_01","yes","80yo+","no","low"
"39","activity_04","yes","80yo+","no","low"
"39","activity_04","yes","80yo+","no","low"
"40","activity_09","yes","80yo+","no","low"
"40","activity_04","yes","80yo+","no","low"
"40","activity_04","yes","80yo+","no","low"
"41","activity_04","yes","80yo+","yes","low"
"41","activity_02","yes","80yo+","yes","low"
"41","activity_01","yes","80yo+","yes","low"
"42","activity_09","yes","80yo+","no","low"
"42","noise_4","yes","80yo+","no","low"
"42","noise_4","yes","80yo+","no","low"
"42","activity_01","yes","80yo+","no","low"
"42","activity_04","yes","80yo+","no","low"
"42","activity_04","yes","80yo+","no","low"
"43","activity_04","yes","0-19yo","yes","low"
"43","activity_01","yes","0-19yo","yes","low"
"44","activity_09","yes","80yo+","no","low"
"44","activity_01","yes","80yo+","no","low"
"44","activity_04","yes","80yo+","no","low"
"44","activity_04","yes","80yo+","no","low"
"45","activity_09","yes","80yo+","no","low"
"45","activity_01","yes","80yo+","no","low"
"45","activity_04","yes","80yo+","no","low"
"45","activity_04","yes","80yo+","no","low"
"46","activity_09","no","40-59yo","yes","high"
"46","activity_01","no","40-59yo","yes","high"
"46","activity_04","no","40-59yo","yes","high"
"46","activity_04","no","40-59yo","yes","high"
"47","noise_1","no","0-19yo","yes","low"
"47","activity_10","no","0-19yo","yes","low"
"47","activity_09","no","0-19yo","yes","low"
"47","activity_04","no","0-19yo","yes","low"
"47","noise_4","no","0-19yo","yes","low"
"47","activity_01","no","0-19yo","yes","low"
"47","activity_04","no","0-19yo","yes","low"
"48","activity_09","no","80yo+","no","low"
"48","activity_01","no","80yo+","no","low"
"48","activity_04","no","80yo+","no","low"
"48","activity_04","no","80yo+","no","low"
"49","activity_01","yes","80yo+","no","low"
"49","activity_09","yes","80yo+","no","low"
"49","activity_04","yes","80yo+","no","low"
"50","activity_03","yes","20-39yo","no","middle"
"50","activity_02","yes","20-39yo","no","middle"
"50","activity_01","yes","20-39yo","no","middle"
"50","activity_04","yes","20-39yo","no","middle"
"51","activity_09","no","0-19yo","no","high"
"51","noise_2","no","0-19yo","no","high"
"51","activity_04","no","0-19yo","no","high"
"51","activity_04","no","0-19yo","no","high"
"51","activity_01","no","0-19yo","no","high"
"52","activity_09","no","0-19yo","yes","middle"
"52","activity_01","no","0-19yo","yes","middle"
"52","activity_04","no","0-19yo","yes","middle"
"53","activity_09","yes","40-59yo","yes","low"
"53","activity_01","yes","40-59yo","yes","low"
"53","noise_1","yes","40-59yo","yes","low"
"53","activity_04","yes","40-59yo","yes","low"
"53","activity_04","yes","40-59yo","yes","low"
"54","activity_10","no","20-39yo","yes","high"
"54","activity_02","no","20-39yo","yes","high"
"54","activity_03","no","20-39yo","yes","high"
"54","activity_02","no","20-39yo","yes","high"
"54","activity_01","no","20-39yo","yes","high"
"54","activity_04","no","20-39yo","yes","high"
"55","activity_04","no","80yo+","no","middle"
"55","activity_09","no","80yo+","no","middle"
"55","activity_01","no","80yo+","no","middle"
"55","activity_04","no","80yo+","no","middle"
"56","activity_09","no","60-79yo","yes","middle"
"56","activity_01","no","60-79yo","yes","middle"
"56","activity_04","no","60-79yo","yes","middle"
"56","activity_04","no","60-79yo","yes","middle"
"57","activity_09","yes","80yo+","no","low"
"57","activity_01","yes","80yo+","no","low"
"57","activity_04","yes","80yo+","no","low"
"57","activity_04","yes","80yo+","no","low"
"58","noise_0","yes","80yo+","yes","low"
"58","activity_04","yes","80yo+","yes","low"
"58","activity_09","yes","80yo+","yes","low"
"58","activity_01","yes","80yo+","yes","low"
"58","activity_04","yes","80yo+","yes","low"
"59","activity_01","no","20-39yo","no","middle"
"59","activity_04","no","20-39yo","no","middle"
"60","activity_03","no","40-59yo","no","high"
"60","activity_10","no","40-59yo","no","high"
"60","activity_06","no","40-59yo","no","high"
"60","activity_11","no","40-59yo","no","high"
"61","activity_09","yes","0-19yo","no","middle"
"61","activity_01","yes","0-19yo","no","middle"
"61","activity_04","yes","0-19yo","no","middle"
"61","activity_04","yes","0-19yo","no","middle"
"62","activity_02","no","20-39yo","yes","high"
"62","activity_04","no","20-39yo","yes","high"
"62","activity_01","no","20-39yo","yes","high"
"62","activity_03","no","20-39yo","yes","high"
"63","activity_04","yes","80yo+","no","low"
"63","activity_01","yes","80yo+","no","low"
"63","activity_09","yes","80yo+","no","low"
"63","activity_04","yes","80yo+","no","low"
"64","activity_01","yes","80yo+","no","low"
"64","activity_09","yes","80yo+","no","low"
"65","activity_09","no","20-39yo","no","high"
"65","activity_01","no","20-39yo","no","high"
"65","activity_04","no","20-39yo","no","high"
"65","activity_04","no","20-39yo","no","high"
"66","activity_09","yes","40-59yo","no","high"
"66","noise_4","yes","40-59yo","no","high"
"66","activity_04","yes","40-59yo","no","high"
"66","activity_04","yes","40-59yo","no","high"
"66","activity_01","yes","40-59yo","no","high"
"67","activity_04","yes","0-19yo","yes","low"
"67","activity_01","yes","0-19yo","yes","low"
"67","activity_04","yes","0-19yo","yes","low"
"68","activity_01","yes","0-19yo","yes","low"
"68","activity_02","yes","0-19yo","yes","low"
"68","activity_04","yes","0-19yo","yes","low"
"68","activity_04","yes","0-19yo","yes","low"
"69","activity_04","yes","80yo+","yes","low"
"69","activity_01","yes","80yo+","yes","low"
"69","activity_03","yes","80yo+","yes","low"
"69","activity_08","yes","80yo+","yes","low"
"69","activity_07","yes","80yo+","yes","low"
"69","activity_06","yes","80yo+","yes","low"
"70","activity_01","yes","80yo+","no","low"
"70","activity_04","yes","80yo+","no","low"
"70","activity_04","yes","80yo+","no","low"
"71","activity_09","yes","80yo+","no","low"
"71","activity_04","yes","80yo+","no","low"
"71","activity_01","yes","80yo+","no","low"
"72","activity_09","yes","0-19yo","yes","high"
"72","activity_01","yes","0-19yo","yes","high"
"72","activity_04","yes","0-19yo","yes","high"
"72","activity_08","yes","0-19yo","yes","high"
"72","activity_04","yes","0-19yo","yes","high"
"73","activity_09","yes","0-19yo","no","low"
"73","activity_01","yes","0-19yo","no","low"
"73","activity_04","yes","0-19yo","no","low"
"73","activity_04","yes","0-19yo","no","low"
"74","activity_09","yes","80yo+","no","low"
"74","activity_01","yes","80yo+","no","low"
"74","activity_04","yes","80yo+","no","low"
"74","activity_04","yes","80yo+","no","low"
"75","noise_4","no","40-59yo","yes","high"
"75","activity_04","no","40-59yo","yes","high"
"75","activity_04","no","40-59yo","yes","high"
"76","activity_09","no","80yo+","yes","high"
"76","activity_01","no","80yo+","yes","high"
"76","activity_04","no","80yo+","yes","high"
"76","activity_04","no","80yo+","yes","high"
"77","activity_10","yes","20-39yo","yes","high"
"77","activity_01","yes","20-39yo","yes","high"
"77","activity_09","yes","20-39yo","yes","high"
"77","activity_04","yes","20-39yo","yes","high"
"78","activity_04","yes","80yo+","yes","low"
"78","activity_01","yes","80yo+","yes","low"
"78","activity_03","yes","80yo+","yes","low"
"78","activity_08","yes","80yo+","yes","low"
"78","activity_07","yes","80yo+","yes","low"
"78","activity_06","yes","80yo+","yes","low"
"79","activity_03","yes","60-79yo","yes","middle"
"79","activity_02","yes","60-79yo","yes","middle"
"79","activity_01","yes","60-79yo","yes","middle"
"79","activity_04","yes","60-79yo","yes","middle"
"80","activity_09","yes","60-79yo","no","low"
"80","activity_01","yes","60-79yo","no","low"
"80","activity_04","yes","60-79yo","no","low"
"80","activity_04","yes","60-79yo","no","low"
"81","activity_03","yes","40-59yo","yes","high"
"81","activity_10","yes","40-59yo","yes","high"
"81","activity_11","yes","40-59yo","yes","high"
"81","activity_06","yes","40-59yo","yes","high"
"82","activity_04","yes","80yo+","no","middle"
"82","activity_01","yes","80yo+","no","middle"
"83","activity_04","no","60-79yo","no","middle"
"83","activity_06","no","60-79yo","no","middle"
"83","activity_01","no","60-79yo","no","middle"
"83","activity_08","no","60-79yo","no","middle"
"84","activity_04","no","60-79yo","no","high"
"84","activity_01","no","60-79yo","no","high"
"84","activity_04","no","60-79yo","no","high"
"85","activity_09","yes","60-79yo","yes","low"
"85","activity_01","yes","60-79yo","yes","low"
"85","activity_04","yes","60-79yo","yes","low"
"85","activity_04","yes","60-79yo","yes","low"
"86","noise_0","yes","80yo+","no","low"
"86","activity_09","yes","80yo+","no","low"
"86","activity_11","yes","80yo+","no","low"
"86","activity_04","yes","80yo+","no","low"
"87","activity_03","no","80yo+","no","middle"
"87","activity_10","no","80yo+","no","middle"
"88","activity_01","yes","80yo+","no","low"
"88","activity_04","yes","80yo+","no","low"
"88","activity_04","yes","80yo+","no","low"
"89","activity_01","no","0-19yo","yes","low"
"89","activity_09","no","0-19yo","yes","low"
"89","noise_2","no","0-19yo","yes","low"
"89","activity_01","no","0-19yo","yes","low"
"89","activity_04","no","0-19yo","yes","low"
"90","activity_01","yes","80yo+","no","low"
"90","activity_04","yes","80yo+","no","low"
"90","activity_09","yes","80yo+","no","low"
"91","activity_09","yes","0-19yo","yes","low"
"91","activity_01","yes","0-19yo","yes","low"
"91","activity_04","yes","0-19yo","yes","low"
"91","activity_04","yes","0-19yo","yes","low"
"92","activity_01","no","20-39yo","yes","high"
"92","activity_08","no","20-39yo","yes","high"
"92","activity_08","no","20-39yo","yes","high"
"92","activity_06","no","20-39yo","yes","high"
"92","activity_03","no","20-39yo","yes","high"
"93","activity_09","yes","40-59yo","no","middle"
"93","activity_01","yes","40-59yo","no","middle"
"93","activity_04","yes","40-59yo","no","middle"
"93","activity_04","yes","40-59yo","no","middle"
"94","activity_01","yes","80yo+","yes","high"
"94","activity_04","yes","80yo+","yes","high"
"94","activity_10","yes","80yo+","yes","high"
"94","activity_04","yes","80yo+","yes","high"
"95","activity_04","yes","80yo+","no","low"
"95","activity_09","yes","80yo+","no","low"
"95","activity_01","yes","80yo+","no","low"
"95","activity_09","yes","80yo+","no","low"
"96","activity_03","no","80yo+","yes","high"
"96","activity_02","no","80yo+","yes","high"
"96","activity_01","no","80yo+","yes","high"
"96","activity_04","no","80yo+","yes","high"
"97","activity_01","yes","80yo+","no","low"
"97","activity_04","yes","80yo+","no","low"
"98","activity_09","yes","80yo+","no","low"
"98","noise_1","yes","80yo+","no","low"
"98","activity_01","yes","80yo+","no","low"
"98","activity_04","yes","80yo+","no","low"
"99","activity_01","no","60-79yo","no","middle"
"99","activity_01","no","60-79yo","no","middle"
"99","activity_03","no","60-79yo","no","middle"
"99","activity_08","no","60-79yo","no","middle"
"99","activity_02","no","60-79yo","no","middle"
"99","activity_07","no","60-79yo","no","middle"
"99","activity_06","no","60-79yo","no","middle"
