"trace_id","activities","owner","age","car_owner","income"
"29","activity_01","yes","80yo+","no","low"
"29","activity_04","yes","80yo+","no","low"
"29","activity_04","yes","80yo+","no","low"
"30","activity_03","no","20-39yo","yes","high"
"30","activity_02","no","20-39yo","yes","high"
"30","activity_01","no","20-39yo","yes","high"
"30","activity_04","no","20-39yo","yes","high"
"31","activity_03","no","20-39yo","yes","high"
"31","activity_02","no","20-39yo","yes","high"
"31","activity_01","no","20-39yo","yes","high"
"31","activity_04","no","20-39yo","yes","high"
"32","activity_01","yes","60-79yo","no","middle"
"32","activity_04","yes","60-79yo","no","middle"
"32","activity_04","yes","60-79yo","no","middle"
"33","activity_03","no","20-39yo","yes","high"
"33","activity_02","no","20-39yo","yes","high"
"33","activity_01","no","20-39yo","yes","high"
"33","activity_04","no","20-39yo","yes","high"
"34","activity_09","yes","80yo+","no","low"
"34","activity_01","yes","80yo+","no","low"
"34","activity_04","yes","80yo+","no","low"
"34","activity_04","yes","80yo+","no","low"
"35","activity_09","no","20-39yo","yes","high"
"35","activity_01","no","20-39yo","yes","high"
"35","activity_04","no","20-39yo","yes","high"
"35","activity_04","no","20-39yo","yes","high"
"36","activity_03","yes","40-59yo","yes","high"
"36","activity_10","yes","40-59yo","yes","high"
"36","activity_06","yes","40-59yo","yes","high"
"36","activity_11","yes","40-59yo","yes","high"
"37","activity_04","no","40-59yo","no","middle"
"37","activity_01","no","40-59yo","no","middle"
"37","activity_04","no","40-59yo","no","middle"
"38","activity_04","no","60-79yo","no","middle"
"38","activity_01","no","60-79yo","no","middle"
"38","activity_03","no","60-79yo","no","middle"
"38","activity_08","no","60-79yo","no","middle"
"38","activity_07","no","60-79yo","no","middle"
"38","activity_06","no","60-79yo","no","middle"
"39","activity_09","yes","80yo+","no","low"
"39","activity_01","yes","80yo+","no","low"
"39","activity_04","yes","80yo+","no","low"
"39","activity_04","yes","80yo+","no","low"
"40","activity_04","yes","0-19yo","yes","low"
"40","activity_01","yes","0-19yo","yes","low"
"40","activity_04","yes","0-19yo","yes","low"
"41","activity_09","yes","80yo+","no","low"
"41","activity_01","yes","80yo+","no","low"
"41","activity_04","yes","80yo+","no","low"
"41","activity_04","yes","80yo+","no","low"
"42","activity_09","yes","80yo+","no","low"
"42","activity_01","yes","80yo+","no","low"
"42","activity_04","yes","80yo+","no","low"
"42","activity_04","yes","80yo+","no","low"
"43","activity_04","yes","0-19yo","yes","low"
"43","activity_01","yes","0-19yo","yes","low"
"43","activity_04","yes","0-19yo","yes","low"
"44","activity_09","no","0-19yo","yes","high"
"44","activity_01","no","0-19yo","yes","high"
"44","activity_04","no","0-19yo","yes","high"
"44","activity_04","no","0-19yo","yes","high"
"45","activity_03","no","20-39yo","yes","high"
"45","activity_01","no","20-39yo","yes","high"
"46","activity_09","yes","80yo+","no","middle"
"46","activity_01","yes","80yo+","no","middle"
"46","activity_04","yes","80yo+","no","middle"
"46","activity_04","yes","80yo+","no","middle"
"47","activity_09","yes","80yo+","no","low"
"47","activity_01","yes","80yo+","no","low"
"47","activity_04","yes","80yo+","no","low"
"47","activity_04","yes","80yo+","no","low"
"48","activity_09","yes","80yo+","no","low"
"48","activity_01","yes","80yo+","no","low"
"48","activity_04","yes","80yo+","no","low"
"48","activity_04","yes","80yo+","no","low"
"49","activity_09","yes","80yo+","no","low"
"49","activity_01","yes","80yo+","no","low"
"49","activity_04","yes","80yo+","no","low"
"49","activity_04","yes","80yo+","no","low"
"50","activity_09","yes","80yo+","no","low"
"50","activity_01","yes","80yo+","no","low"
"50","activity_04","yes","80yo+","no","low"
"50","activity_04","yes","80yo+","no","low"
"51","activity_09","yes","80yo+","no","low"
"51","activity_01","yes","80yo+","no","low"
"51","activity_04","yes","80yo+","no","low"
"51","activity_04","yes","80yo+","no","low"
"52","activity_09","yes","60-79yo","yes","low"
"52","activity_01","yes","60-79yo","yes","low"
"52","activity_04","yes","60-79yo","yes","low"
"52","activity_04","yes","60-79yo","yes","low"
"53","activity_09","no","40-59yo","yes","middle"
"53","activity_01","no","40-59yo","yes","middle"
"54","activity_04","yes","0-19yo","yes","low"
"54","activity_01","yes","0-19yo","yes","low"
"54","activity_08","yes","0-19yo","yes","low"
"54","activity_04","yes","0-19yo","yes","low"
"55","activity_09","yes","80yo+","no","low"
"55","activity_01","yes","80yo+","no","low"
"55","activity_04","yes","80yo+","no","low"
"55","activity_04","yes","80yo+","no","low"
"56","activity_09","no","40-59yo","no","middle"
"56","activity_01","no","40-59yo","no","middle"
"56","activity_04","no","40-59yo","no","middle"
"56","activity_04","no","40-59yo","no","middle"
"57","activity_09","yes","80yo+","no","low"
"57","activity_01","yes","80yo+","no","low"
"57","activity_04","yes","80yo+","no","low"
"57","activity_04","yes","80yo+","no","low"
"58","activity_04","yes","0-19yo","yes","middle"
"58","activity_01","yes","0-19yo","yes","middle"
"58","activity_03","yes","0-19yo","yes","middle"
"58","activity_08","yes","0-19yo","yes","middle"
"58","activity_07","yes","0-19yo","yes","middle"
"58","activity_06","yes","0-19yo","yes","middle"
"59","activity_04","yes","0-19yo","yes","low"
"59","activity_01","yes","0-19yo","yes","low"
"59","activity_04","yes","0-19yo","yes","low"
"60","activity_09","yes","80yo+","no","low"
"60","activity_01","yes","80yo+","no","low"
"60","activity_04","yes","80yo+","no","low"
"60","activity_04","yes","80yo+","no","low"
"61","activity_09","yes","80yo+","no","low"
"61","activity_01","yes","80yo+","no","low"
"61","activity_04","yes","80yo+","no","low"
"61","activity_04","yes","80yo+","no","low"
"62","activity_09","yes","80yo+","no","low"
"62","activity_01","yes","80yo+","no","low"
"62","activity_04","yes","80yo+","no","low"
"62","activity_04","yes","80yo+","no","low"
"63","activity_09","yes","80yo+","no","low"
"63","activity_01","yes","80yo+","no","low"
"63","activity_04","yes","80yo+","no","low"
"63","activity_04","yes","80yo+","no","low"
"64","activity_03","no","20-39yo","yes","high"
"64","activity_02","no","20-39yo","yes","high"
"64","activity_01","no","20-39yo","yes","high"
"64","activity_04","no","20-39yo","yes","high"
"65","activity_09","yes","80yo+","no","low"
"65","activity_01","yes","80yo+","no","low"
"65","activity_04","yes","80yo+","no","low"
"65","activity_04","yes","80yo+","no","low"
"66","activity_01","no","60-79yo","no","middle"
"66","activity_03","no","60-79yo","no","middle"
"66","activity_07","no","60-79yo","no","middle"
"66","activity_04","no","60-79yo","no","middle"
"66","activity_08","no","60-79yo","no","middle"
"66","activity_06","no","60-79yo","no","middle"
"67","activity_09","yes","80yo+","no","low"
"67","activity_01","yes","80yo+","no","low"
"67","activity_04","yes","80yo+","no","low"
"67","activity_04","yes","80yo+","no","low"
"68","activity_09","yes","80yo+","no","low"
"68","activity_01","yes","80yo+","no","low"
"68","activity_04","yes","80yo+","no","low"
"68","noise_2","yes","80yo+","no","low"
"68","activity_04","yes","80yo+","no","low"
"69","activity_03","no","20-39yo","yes","high"
"69","activity_02","no","20-39yo","yes","high"
"69","activity_01","no","20-39yo","yes","high"
"69","activity_04","no","20-39yo","yes","high"
"70","activity_01","yes","80yo+","no","low"
"70","activity_04","yes","80yo+","no","low"
"70","activity_01","yes","80yo+","no","low"
"70","activity_09","yes","80yo+","no","low"
"70","activity_04","yes","80yo+","no","low"
"71","activity_09","yes","80yo+","no","low"
"71","activity_01","yes","80yo+","no","low"
"71","activity_04","yes","80yo+","no","low"
"71","activity_04","yes","80yo+","no","low"
"72","activity_04","no","60-79yo","no","middle"
"72","activity_01","no","60-79yo","no","middle"
"72","activity_03","no","60-79yo","no","middle"
"72","activity_08","no","60-79yo","no","middle"
"72","activity_07","no","60-79yo","no","middle"
"72","activity_06","no","60-79yo","no","middle"
"73","activity_09","yes","80yo+","no","low"
"73","activity_01","yes","80yo+","no","low"
"73","activity_04","yes","80yo+","no","low"
"73","activity_04","yes","80yo+","no","low"
"74","activity_04","no","60-79yo","no","middle"
"74","activity_01","no","60-79yo","no","middle"
"74","activity_03","no","60-79yo","no","middle"
"74","activity_08","no","60-79yo","no","middle"
"74","activity_07","no","60-79yo","no","middle"
"74","activity_06","no","60-79yo","no","middle"
"75","activity_09","yes","80yo+","no","low"
"75","activity_01","yes","80yo+","no","low"
"75","activity_04","yes","80yo+","no","low"
"75","activity_04","yes","80yo+","no","low"
"76","activity_09","yes","80yo+","no","low"
"76","activity_01","yes","80yo+","no","low"
"76","activity_04","yes","80yo+","no","low"
"76","activity_04","yes","80yo+","no","low"
"77","activity_09","yes","80yo+","no","low"
"77","activity_01","yes","80yo+","no","low"
"77","activity_04","yes","80yo+","no","low"
"77","activity_04","yes","80yo+","no","low"
"78","activity_04","yes","80yo+","no","low"
"78","activity_04","yes","80yo+","no","low"
"78","activity_01","yes","80yo+","no","low"
"78","activity_09","yes","80yo+","no","low"
"79","activity_04","no","60-79yo","no","middle"
"79","activity_01","no","60-79yo","no","middle"
"79","activity_03","no","60-79yo","no","middle"
"79","activity_08","no","60-79yo","no","middle"
"79","activity_07","no","60-79yo","no","middle"
"79","activity_06","no","60-79yo","no","middle"
"80","activity_09","yes","80yo+","no","low"
"80","activity_01","yes","80yo+","no","low"
"80","activity_04","yes","80yo+","no","low"
"80","activity_04","yes","80yo+","no","low"
"81","activity_09","yes","80yo+","no","low"
"81","activity_01","yes","80yo+","no","low"
"81","activity_04","yes","80yo+","no","low"
"81","activity_04","yes","80yo+","no","low"
"82","activity_09","yes","0-19yo","no","high"
"82","activity_01","yes","0-19yo","no","high"
"82","activity_04","yes","0-19yo","no","high"
"83","activity_09","yes","80yo+","no","low"
"83","activity_01","yes","80yo+","no","low"
"83","activity_04","yes","80yo+","no","low"
"83","activity_04","yes","80yo+","no","low"
"84","activity_03","yes","40-59yo","yes","high"
"84","activity_03","yes","40-59yo","yes","high"
"84","activity_10","yes","40-59yo","yes","high"
"84","activity_11","yes","40-59yo","yes","high"
"85","activity_04","no","60-79yo","no","middle"
"85","activity_01","no","60-79yo","no","middle"
"85","activity_03","no","60-79yo","no","middle"
"85","activity_08","no","60-79yo","no","middle"
"85","activity_07","no","60-79yo","no","middle"
"85","activity_06","no","60-79yo","no","middle"
"86","noise_0","no","0-19yo","yes","high"
"86","activity_01","no","0-19yo","yes","high"
"87","activity_09","yes","80yo+","no","low"
"87","activity_01","yes","80yo+","no","low"
"87","activity_04","yes","80yo+","no","low"
"87","activity_04","yes","80yo+","no","low"
"88","activity_04","yes","0-19yo","yes","low"
"88","activity_01","yes","0-19yo","yes","low"
"88","activity_04","yes","0-19yo","yes","low"
"89","activity_09","yes","80yo+","no","low"
"89","activity_01","yes","80yo+","no","low"
"89","activity_04","yes","80yo+","no","low"
"89","activity_04","yes","80yo+","no","low"
"90","activity_03","no","0-19yo","no","low"
"90","activity_10","no","0-19yo","no","low"
"90","activity_06","no","0-19yo","no","low"
"90","activity_11","no","0-19yo","no","low"
"91","activity_09","yes","80yo+","no","low"
"91","activity_01","yes","80yo+","no","low"
"91","activity_04","yes","80yo+","no","low"
"91","activity_04","yes","80yo+","no","low"
"92","activity_09","yes","80yo+","no","low"
"92","activity_01","yes","80yo+","no","low"
"92","activity_04","yes","80yo+","no","low"
"92","activity_04","yes","80yo+","no","low"
"93","activity_09","yes","80yo+","no","low"
"93","activity_04","yes","80yo+","no","low"
"93","noise_3","yes","80yo+","no","low"
"93","activity_04","yes","80yo+","no","low"
"93","activity_01","yes","80yo+","no","low"
"93","activity_04","yes","80yo+","no","low"
"94","activity_04","yes","0-19yo","yes","low"
"94","activity_01","yes","0-19yo","yes","low"
"94","activity_04","yes","0-19yo","yes","low"
"95","activity_09","yes","80yo+","no","low"
"95","activity_01","yes","80yo+","no","low"
"95","activity_04","yes","80yo+","no","low"
"95","activity_04","yes","80yo+","no","low"
"96","activity_04","no","60-79yo","no","middle"
"96","activity_01","no","60-79yo","no","middle"
"96","activity_03","no","60-79yo","no","middle"
"96","activity_08","no","60-79yo","no","middle"
"96","activity_07","no","60-79yo","no","middle"
"96","activity_06","no","60-79yo","no","middle"
"97","activity_09","yes","80yo+","no","low"
"97","activity_01","yes","80yo+","no","low"
"97","activity_04","yes","80yo+","no","low"
"97","activity_04","yes","80yo+","no","low"
"98","activity_09","yes","80yo+","no","low"
"98","activity_01","yes","80yo+","no","low"
"98","activity_04","yes","80yo+","no","low"
"98","activity_04","yes","80yo+","no","low"
"99","activity_04","yes","0-19yo","yes","low"
"99","activity_01","yes","0-19yo","yes","low"
"99","activity_04","yes","0-19yo","yes","low"
