"trace_id","activities","owner","age","car_owner","income"
"17","activity_04","yes","80yo+","no","low"
"18","activity_03","yes","40-59yo","yes","middle"
"18","activity_02","yes","40-59yo","yes","middle"
"18","activity_01","yes","40-59yo","yes","middle"
"18","activity_04","yes","40-59yo","yes","middle"
"19","activity_04","yes","40-59yo","no","middle"
"19","activity_01","yes","40-59yo","no","middle"
"19","activity_03","yes","40-59yo","no","middle"
"19","activity_08","yes","40-59yo","no","middle"
"19","activity_07","yes","40-59yo","no","middle"
"19","activity_06","yes","40-59yo","no","middle"
"20","activity_09","yes","80yo+","no","low"
"20","activity_01","yes","80yo+","no","low"
"20","noise_2","yes","80yo+","no","low"
"20","activity_06","yes","80yo+","no","low"
"20","activity_04","yes","80yo+","no","low"
"21","activity_09","yes","20-39yo","no","high"
"21","activity_01","yes","20-39yo","no","high"
"21","activity_04","yes","20-39yo","no","high"
"21","activity_04","yes","20-39yo","no","high"
"22","activity_09","yes","80yo+","yes","low"
"22","activity_01","yes","80yo+","yes","low"
"22","activity_04","yes","80yo+","yes","low"
"22","activity_04","yes","80yo+","yes","low"
"23","activity_09","yes","80yo+","no","low"
"23","activity_01","yes","80yo+","no","low"
"23","activity_04","yes","80yo+","no","low"
"23","activity_04","yes","80yo+","no","low"
"24","activity_01","no","60-79yo","no","high"
"24","activity_01","no","60-79yo","no","high"
"24","activity_09","no","60-79yo","no","high"
"24","activity_04","no","60-79yo","no","high"
"25","activity_09","yes","80yo+","no","low"
"25","activity_01","yes","80yo+","no","low"
"25","activity_04","yes","80yo+","no","low"
"25","activity_04","yes","80yo+","no","low"
"26","activity_04","no","60-79yo","no","middle"
"26","noise_2","no","60-79yo","no","middle"
"26","activity_03","no","60-79yo","no","middle"
"26","activity_08","no","60-79yo","no","middle"
"26","activity_06","no","60-79yo","no","middle"
"27","activity_04","yes","80yo+","yes","middle"
"27","activity_01","yes","80yo+","yes","middle"
"27","activity_03","yes","80yo+","yes","middle"
"27","activity_08","yes","80yo+","yes","middle"
"27","activity_07","yes","80yo+","yes","middle"
"27","activity_06","yes","80yo+","yes","middle"
"28","activity_02","no","20-39yo","yes","high"
"28","noise_1","no","20-39yo","yes","high"
"28","activity_01","no","20-39yo","yes","high"
"28","activity_04","no","20-39yo","yes","high"
"29","activity_09","yes","0-19yo","no","high"
"29","activity_01","yes","0-19yo","no","high"
"29","activity_04","yes","0-19yo","no","high"
"29","activity_04","yes","0-19yo","no","high"
"30","activity_09","yes","0-19yo","yes","high"
"30","activity_01","yes","0-19yo","yes","high"
"30","activity_04","yes","0-19yo","yes","high"
"30","activity_04","yes","0-19yo","yes","high"
"31","activity_09","yes","80yo+","no","low"
"31","activity_01","yes","80yo+","no","low"
"31","activity_04","yes","80yo+","no","low"
"31","activity_04","yes","80yo+","no","low"
"32","noise_3","yes","80yo+","yes","middle"
"32","activity_04","yes","80yo+","yes","middle"
"32","activity_01","yes","80yo+","yes","middle"
"33","activity_04","no","60-79yo","no","middle"
"33","activity_01","no","60-79yo","no","middle"
"33","activity_03","no","60-79yo","no","middle"
"33","activity_08","no","60-79yo","no","middle"
"33","activity_07","no","60-79yo","no","middle"
"33","activity_06","no","60-79yo","no","middle"
"34","activity_09","yes","40-59yo","yes","low"
"34","activity_01","yes","40-59yo","yes","low"
"34","activity_04","yes","40-59yo","yes","low"
"34","activity_04","yes","40-59yo","yes","low"
"35","activity_09","yes","80yo+","no","low"
"35","activity_01","yes","80yo+","no","low"
"35","activity_04","yes","80yo+","no","low"
"35","activity_04","yes","80yo+","no","low"
"36","activity_03","yes","40-59yo","yes","high"
"36","activity_10","yes","40-59yo","yes","high"
"36","activity_06","yes","40-59yo","yes","high"
"36","activity_11","yes","40-59yo","yes","high"
"37","activity_09","yes","80yo+","no","low"
"37","activity_01","yes","80yo+","no","low"
"37","activity_04","yes","80yo+","no","low"
"37","activity_04","yes","80yo+","no","low"
"38","activity_04","yes","80yo+","no","low"
"38","activity_04","yes","80yo+","no","low"
"38","activity_01","yes","80yo+","no","low"
"38","activity_04","yes","80yo+","no","low"
"39","activity_09","yes","80yo+","no","low"
"39","activity_01","yes","80yo+","no","low"
"39","noise_2","yes","80yo+","no","low"
"39","activity_04","yes","80yo+","no","low"
"39","noise_2","yes","80yo+","no","low"
"39","activity_04","yes","80yo+","no","low"
"40","activity_01","yes","60-79yo","yes","high"
"40","activity_09","yes","60-79yo","yes","high"
"40","activity_04","yes","60-79yo","yes","high"
"40","activity_04","yes","60-79yo","yes","high"
"41","activity_09","yes","80yo+","no","low"
"41","activity_04","yes","80yo+","no","low"
"41","activity_11","yes","80yo+","no","low"
"41","activity_04","yes","80yo+","no","low"
"41","activity_01","yes","80yo+","no","low"
"42","activity_01","yes","0-19yo","yes","low"
"42","activity_04","yes","0-19yo","yes","low"
"42","activity_04","yes","0-19yo","yes","low"
"43","activity_04","yes","80yo+","no","low"
"43","activity_09","yes","80yo+","no","low"
"43","activity_04","yes","80yo+","no","low"
"43","activity_01","yes","80yo+","no","low"
"44","activity_09","no","60-79yo","no","high"
"44","activity_01","no","60-79yo","no","high"
"44","activity_04","no","60-79yo","no","high"
"44","activity_04","no","60-79yo","no","high"
"45","activity_04","no","20-39yo","yes","high"
"45","activity_03","no","20-39yo","yes","high"
"46","activity_04","yes","0-19yo","yes","low"
"46","activity_01","yes","0-19yo","yes","low"
"46","activity_04","yes","0-19yo","yes","low"
"47","activity_01","yes","80yo+","no","low"
"47","activity_04","yes","80yo+","no","low"
"47","activity_04","yes","80yo+","no","low"
"48","activity_09","yes","80yo+","no","low"
"48","activity_01","yes","80yo+","no","low"
"48","activity_04","yes","80yo+","no","low"
"48","activity_04","yes","80yo+","no","low"
"49","noise_0","yes","40-59yo","yes","high"
"49","activity_09","yes","40-59yo","yes","high"
"49","activity_04","yes","40-59yo","yes","high"
"49","activity_01","yes","40-59yo","yes","high"
"49","activity_04","yes","40-59yo","yes","high"
"49","noise_0","yes","40-59yo","yes","high"
"50","activity_07","yes","80yo+","no","low"
"50","activity_01","yes","80yo+","no","low"
"50","activity_04","yes","80yo+","no","low"
"50","activity_04","yes","80yo+","no","low"
"51","activity_09","yes","80yo+","no","low"
"51","activity_01","yes","80yo+","no","low"
"51","activity_04","yes","80yo+","no","low"
"51","activity_04","yes","80yo+","no","low"
"52","activity_09","yes","80yo+","no","low"
"52","activity_01","yes","80yo+","no","low"
"52","activity_04","yes","80yo+","no","low"
"52","activity_04","yes","80yo+","no","low"
"53","activity_04","no","60-79yo","no","middle"
"53","activity_01","no","60-79yo","no","middle"
"53","activity_03","no","60-79yo","no","middle"
"53","activity_08","no","60-79yo","no","middle"
"53","activity_07","no","60-79yo","no","middle"
"53","activity_06","no","60-79yo","no","middle"
"54","activity_04","no","0-19yo","no","middle"
"54","activity_01","no","0-19yo","no","middle"
"54","activity_04","no","0-19yo","no","middle"
"55","activity_01","yes","40-59yo","no","high"
"55","activity_03","yes","40-59yo","no","high"
"55","activity_07","yes","40-59yo","no","high"
"55","activity_03","yes","40-59yo","no","high"
"55","activity_06","yes","40-59yo","no","high"
"56","activity_09","yes","80yo+","no","low"
"56","activity_01","yes","80yo+","no","low"
"56","activity_04","yes","80yo+","no","low"
"56","activity_04","yes","80yo+","no","low"
"57","activity_09","yes","80yo+","no","low"
"57","activity_01","yes","80yo+","no","low"
"57","activity_04","yes","80yo+","no","low"
"57","activity_04","yes","80yo+","no","low"
"58","activity_04","no","20-39yo","yes","middle"
"58","activity_10","no","20-39yo","yes","middle"
"58","activity_06","no","20-39yo","yes","middle"
"58","activity_11","no","20-39yo","yes","middle"
"59","activity_09","yes","80yo+","no","low"
"59","activity_01","yes","80yo+","no","low"
"59","activity_04","yes","80yo+","no","low"
"59","activity_04","yes","80yo+","no","low"
"60","activity_09","yes","80yo+","no","low"
"60","activity_01","yes","80yo+","no","low"
"60","activity_04","yes","80yo+","no","low"
"60","activity_04","yes","80yo+","no","low"
"61","activity_09","yes","80yo+","no","low"
"61","activity_01","yes","80yo+","no","low"
"61","activity_04","yes","80yo+","no","low"
"61","activity_04","yes","80yo+","no","low"
"62","activity_03","yes","40-59yo","yes","high"
"62","activity_10","yes","40-59yo","yes","high"
"62","activity_06","yes","40-59yo","yes","high"
"62","activity_11","yes","40-59yo","yes","high"
"63","activity_03","no","40-59yo","no","middle"
"63","activity_02","no","40-59yo","no","middle"
"63","activity_01","no","40-59yo","no","middle"
"63","activity_04","no","40-59yo","no","middle"
"64","activity_01","yes","40-59yo","no","low"
"64","activity_08","yes","40-59yo","no","low"
"64","activity_04","yes","40-59yo","no","low"
"64","activity_09","yes","40-59yo","no","low"
"64","activity_04","yes","40-59yo","no","low"
"65","activity_04","yes","80yo+","no","low"
"65","activity_09","yes","80yo+","no","low"
"65","noise_4","yes","80yo+","no","low"
"65","activity_04","yes","80yo+","no","low"
"66","activity_09","yes","0-19yo","no","high"
"66","activity_01","yes","0-19yo","no","high"
"66","activity_04","yes","0-19yo","no","high"
"66","activity_04","yes","0-19yo","no","high"
"67","activity_09","yes","80yo+","yes","high"
"67","activity_01","yes","80yo+","yes","high"
"67","activity_04","yes","80yo+","yes","high"
"67","activity_04","yes","80yo+","yes","high"
"68","activity_04","yes","0-19yo","yes","low"
"68","activity_11","yes","0-19yo","yes","low"
"68","activity_04","yes","0-19yo","yes","low"
"68","activity_01","yes","0-19yo","yes","low"
"69","activity_09","yes","80yo+","no","low"
"69","activity_01","yes","80yo+","no","low"
"69","activity_04","yes","80yo+","no","low"
"69","activity_04","yes","80yo+","no","low"
"70","activity_09","yes","80yo+","no","low"
"70","activity_01","yes","80yo+","no","low"
"70","noise_0","yes","80yo+","no","low"
"71","activity_09","yes","80yo+","no","low"
"71","activity_01","yes","80yo+","no","low"
"71","activity_04","yes","80yo+","no","low"
"71","activity_04","yes","80yo+","no","low"
"72","activity_04","yes","0-19yo","yes","low"
"72","activity_01","yes","0-19yo","yes","low"
"72","activity_04","yes","0-19yo","yes","low"
"73","activity_03","no","20-39yo","yes","high"
"73","activity_02","no","20-39yo","yes","high"
"73","activity_01","no","20-39yo","yes","high"
"73","activity_04","no","20-39yo","yes","high"
"74","activity_09","yes","80yo+","no","low"
"74","activity_01","yes","80yo+","no","low"
"74","activity_04","yes","80yo+","no","low"
"74","activity_04","yes","80yo+","no","low"
"75","activity_04","no","40-59yo","no","low"
"75","activity_01","no","40-59yo","no","low"
"75","activity_04","no","40-59yo","no","low"
"76","activity_09","yes","80yo+","no","low"
"76","activity_01","yes","80yo+","no","low"
"76","activity_04","yes","80yo+","no","low"
"76","activity_04","yes","80yo+","no","low"
"77","activity_04","no","60-79yo","yes","middle"
"77","activity_04","no","60-79yo","yes","middle"
"78","activity_09","yes","80yo+","no","low"
"78","activity_01","yes","80yo+","no","low"
"78","activity_04","yes","80yo+","no","low"
"78","activity_04","yes","80yo+","no","low"
"79","activity_09","yes","80yo+","no","low"
"79","activity_01","yes","80yo+","no","low"
"79","activity_04","yes","80yo+","no","low"
"79","activity_04","yes","80yo+","no","low"
"80","activity_09","yes","80yo+","no","low"
"80","activity_01","yes","80yo+","no","low"
"80","activity_04","yes","80yo+","no","low"
"80","activity_04","yes","80yo+","no","low"
"81","activity_04","yes","80yo+","no","low"
"81","activity_03","yes","80yo+","no","low"
"81","activity_09","yes","80yo+","no","low"
"81","activity_01","yes","80yo+","no","low"
"82","activity_04","no","60-79yo","no","middle"
"82","activity_03","no","60-79yo","no","middle"
"82","activity_01","no","60-79yo","no","middle"
"82","activity_08","no","60-79yo","no","middle"
"82","activity_07","no","60-79yo","no","middle"
"83","activity_09","yes","40-59yo","yes","middle"
"83","activity_01","yes","40-59yo","yes","middle"
"83","activity_04","yes","40-59yo","yes","middle"
"83","activity_04","yes","40-59yo","yes","middle"
"84","activity_09","no","60-79yo","no","low"
"84","activity_01","no","60-79yo","no","low"
"84","activity_04","no","60-79yo","no","low"
"84","activity_04","no","60-79yo","no","low"
"85","activity_09","yes","80yo+","no","low"
"85","activity_01","yes","80yo+","no","low"
"85","activity_04","yes","80yo+","no","low"
"85","activity_04","yes","80yo+","no","low"
"86","activity_09","yes","80yo+","no","low"
"86","activity_04","yes","80yo+","no","low"
"86","noise_1","yes","80yo+","no","low"
"86","activity_04","yes","80yo+","no","low"
"87","activity_01","yes","80yo+","no","low"
"87","activity_04","yes","80yo+","no","low"
"87","activity_09","yes","80yo+","no","low"
"88","activity_09","no","60-79yo","no","low"
"88","activity_06","no","60-79yo","no","low"
"88","activity_01","no","60-79yo","no","low"
"88","activity_04","no","60-79yo","no","low"
"88","activity_04","no","60-79yo","no","low"
"89","activity_09","yes","80yo+","no","low"
"89","activity_04","yes","80yo+","no","low"
"89","activity_04","yes","80yo+","no","low"
"89","noise_0","yes","80yo+","no","low"
"90","activity_09","yes","80yo+","no","low"
"90","activity_01","yes","80yo+","no","low"
"90","activity_04","yes","80yo+","no","low"
"90","activity_04","yes","80yo+","no","low"
"91","activity_09","no","0-19yo","no","low"
"91","activity_01","no","0-19yo","no","low"
"91","activity_04","no","0-19yo","no","low"
"91","activity_04","no","0-19yo","no","low"
"92","activity_09","yes","80yo+","no","middle"
"92","activity_01","yes","80yo+","no","middle"
"92","activity_04","yes","80yo+","no","middle"
"93","activity_04","no","60-79yo","no","middle"
"93","activity_01","no","60-79yo","no","middle"
"93","activity_03","no","60-79yo","no","middle"
"93","activity_08","no","60-79yo","no","middle"
"93","activity_07","no","60-79yo","no","middle"
"93","activity_06","no","60-79yo","no","middle"
"94","activity_09","yes","80yo+","no","low"
"94","activity_01","yes","80yo+","no","low"
"95","activity_09","yes","0-19yo","no","high"
"95","noise_2","yes","0-19yo","no","high"
"95","activity_07","yes","0-19yo","no","high"
"95","activity_04","yes","0-19yo","no","high"
"95","activity_04","yes","0-19yo","no","high"
"95","activity_01","yes","0-19yo","no","high"
"96","activity_04","no","60-79yo","no","middle"
"96","activity_01","no","60-79yo","no","middle"
"96","activity_03","no","60-79yo","no","middle"
"96","activity_08","no","60-79yo","no","middle"
"96","activity_07","no","60-79yo","no","middle"
"96","activity_06","no","60-79yo","no","middle"
"97","activity_09","no","0-19yo","no","high"
"97","activity_01","no","0-19yo","no","high"
"97","activity_04","no","0-19yo","no","high"
"97","activity_04","no","0-19yo","no","high"
"98","activity_09","no","40-59yo","yes","low"
"98","activity_01","no","40-59yo","yes","low"
"98","activity_04","no","40-59yo","yes","low"
"98","activity_04","no","40-59yo","yes","low"
"99","activity_03","no","20-39yo","yes","high"
"99","activity_02","no","20-39yo","yes","high"
"99","activity_01","no","20-39yo","yes","high"
"99","activity_04","no","20-39yo","yes","high"
