"trace_id","activities","owner","employed","car_owner","income"
"30","activity_08","no","yes","yes","middle"
"30","activity_09","no","yes","yes","middle"
"30","activity_03","no","yes","yes","middle"
"31","activity_08","no","yes","yes","middle"
"31","activity_09","no","yes","yes","middle"
"31","activity_03","no","yes","yes","middle"
"32","activity_08","no","yes","yes","middle"
"32","activity_09","no","yes","yes","middle"
"32","activity_03","no","yes","yes","middle"
"33","activity_02","no","no","yes","low"
"33","activity_01","no","no","yes","low"
"33","activity_02","no","no","yes","low"
"33","activity_08","no","no","yes","low"
"34","activity_08","no","yes","yes","middle"
"34","activity_09","no","yes","yes","middle"
"34","activity_03","no","yes","yes","middle"
"35","activity_08","no","yes","yes","middle"
"35","activity_09","no","yes","yes","middle"
"35","activity_03","no","yes","yes","middle"
"36","activity_08","no","yes","yes","middle"
"36","activity_09","no","yes","yes","middle"
"36","activity_03","no","yes","yes","middle"
"37","activity_08","no","yes","yes","middle"
"37","activity_09","no","yes","yes","middle"
"37","activity_03","no","yes","yes","middle"
"38","activity_08","no","yes","yes","middle"
"38","activity_09","no","yes","yes","middle"
"38","activity_03","no","yes","yes","middle"
"39","activity_08","no","yes","yes","middle"
"39","activity_09","no","yes","yes","middle"
"39","activity_03","no","yes","yes","middle"
"40","activity_02","no","no","yes","low"
"40","activity_01","no","no","yes","low"
"40","activity_02","no","no","yes","low"
"40","activity_08","no","no","yes","low"
"41","activity_08","no","yes","yes","middle"
"41","activity_09","no","yes","yes","middle"
"41","activity_03","no","yes","yes","middle"
"42","activity_08","no","yes","yes","middle"
"42","activity_09","no","yes","yes","middle"
"42","activity_03","no","yes","yes","middle"
"43","activity_08","no","yes","yes","middle"
"43","activity_09","no","yes","yes","middle"
"43","activity_03","no","yes","yes","middle"
"44","activity_08","no","yes","yes","middle"
"44","activity_09","no","yes","yes","middle"
"44","activity_03","no","yes","yes","middle"
"45","activity_08","no","yes","yes","middle"
"45","activity_09","no","yes","yes","middle"
"45","activity_03","no","yes","yes","middle"
"46","activity_08","no","yes","yes","middle"
"46","activity_09","no","yes","yes","middle"
"46","activity_03","no","yes","yes","middle"
"47","activity_08","no","yes","yes","middle"
"47","activity_09","no","yes","yes","middle"
"47","activity_03","no","yes","yes","middle"
"48","activity_08","no","yes","yes","middle"
"48","activity_09","no","yes","yes","middle"
"48","activity_03","no","yes","yes","middle"
"49","activity_08","no","yes","yes","middle"
"49","activity_09","no","yes","yes","middle"
"49","activity_03","no","yes","yes","middle"
"50","activity_02","no","no","yes","low"
"50","activity_01","no","no","yes","low"
"50","activity_02","no","no","yes","low"
"50","activity_08","no","no","yes","low"
"51","activity_08","no","yes","yes","middle"
"51","activity_09","no","yes","yes","middle"
"51","activity_03","no","yes","yes","middle"
"52","activity_08","no","yes","yes","middle"
"52","activity_09","no","yes","yes","middle"
"52","activity_03","no","yes","yes","middle"
"53","activity_08","no","yes","yes","middle"
"53","activity_09","no","yes","yes","middle"
"53","activity_03","no","yes","yes","middle"
"54","activity_08","no","yes","yes","middle"
"54","activity_09","no","yes","yes","middle"
"54","activity_03","no","yes","yes","middle"
"55","activity_08","no","yes","yes","middle"
"55","activity_09","no","yes","yes","middle"
"55","activity_03","no","yes","yes","middle"
"56","activity_08","no","yes","yes","middle"
"56","activity_09","no","yes","yes","middle"
"56","activity_03","no","yes","yes","middle"
"57","activity_02","no","no","yes","low"
"57","activity_01","no","no","yes","low"
"57","activity_02","no","no","yes","low"
"57","activity_08","no","no","yes","low"
"58","activity_08","no","yes","yes","middle"
"58","activity_09","no","yes","yes","middle"
"58","activity_03","no","yes","yes","middle"
"59","activity_08","no","yes","yes","middle"
"59","activity_09","no","yes","yes","middle"
"59","activity_03","no","yes","yes","middle"
"60","activity_08","no","yes","yes","middle"
"60","activity_09","no","yes","yes","middle"
"60","activity_03","no","yes","yes","middle"
"61","activity_08","no","yes","yes","middle"
"61","activity_09","no","yes","yes","middle"
"61","activity_03","no","yes","yes","middle"
"62","activity_08","no","yes","yes","middle"
"62","activity_09","no","yes","yes","middle"
"62","activity_03","no","yes","yes","middle"
"63","activity_08","no","yes","yes","middle"
"63","activity_09","no","yes","yes","middle"
"63","activity_03","no","yes","yes","middle"
"64","activity_08","no","yes","yes","middle"
"64","activity_09","no","yes","yes","middle"
"64","activity_03","no","yes","yes","middle"
"65","activity_08","no","yes","yes","middle"
"65","activity_09","no","yes","yes","middle"
"65","activity_03","no","yes","yes","middle"
"66","activity_08","no","yes","yes","middle"
"66","activity_09","no","yes","yes","middle"
"66","activity_03","no","yes","yes","middle"
"67","activity_08","no","yes","yes","middle"
"67","activity_09","no","yes","yes","middle"
"67","activity_03","no","yes","yes","middle"
"68","activity_06","yes","yes","no","high"
"68","activity_07","yes","yes","no","high"
"68","activity_02","yes","yes","no","high"
"68","activity_01","yes","yes","no","high"
"68","activity_02","yes","yes","no","high"
"68","activity_03","yes","yes","no","high"
"69","activity_08","no","yes","yes","middle"
"69","activity_09","no","yes","yes","middle"
"69","activity_03","no","yes","yes","middle"
"70","activity_08","no","yes","yes","middle"
"70","activity_09","no","yes","yes","middle"
"70","activity_03","no","yes","yes","middle"
"71","activity_06","yes","yes","no","high"
"71","activity_07","yes","yes","no","high"
"71","activity_02","yes","yes","no","high"
"71","activity_01","yes","yes","no","high"
"71","activity_02","yes","yes","no","high"
"71","activity_03","yes","yes","no","high"
"72","activity_08","no","yes","yes","middle"
"72","activity_09","no","yes","yes","middle"
"72","activity_03","no","yes","yes","middle"
"73","activity_08","no","yes","yes","middle"
"73","activity_09","no","yes","yes","middle"
"73","activity_03","no","yes","yes","middle"
"74","activity_08","no","yes","yes","middle"
"74","activity_09","no","yes","yes","middle"
"74","activity_03","no","yes","yes","middle"
"75","activity_08","no","yes","yes","middle"
"75","activity_09","no","yes","yes","middle"
"75","activity_03","no","yes","yes","middle"
"76","activity_08","no","yes","yes","middle"
"76","activity_09","no","yes","yes","middle"
"76","activity_03","no","yes","yes","middle"
"77","activity_02","no","no","yes","low"
"77","activity_01","no","no","yes","low"
"77","activity_02","no","no","yes","low"
"77","activity_08","no","no","yes","low"
"78","activity_06","yes","yes","no","high"
"78","activity_07","yes","yes","no","high"
"78","activity_02","yes","yes","no","high"
"78","activity_01","yes","yes","no","high"
"78","activity_02","yes","yes","no","high"
"78","activity_03","yes","yes","no","high"
"79","activity_08","no","yes","yes","middle"
"79","activity_09","no","yes","yes","middle"
"79","activity_03","no","yes","yes","middle"
"80","activity_08","no","yes","yes","middle"
"80","activity_09","no","yes","yes","middle"
"80","activity_03","no","yes","yes","middle"
"81","activity_08","no","yes","yes","middle"
"81","activity_09","no","yes","yes","middle"
"81","activity_03","no","yes","yes","middle"
"82","activity_02","no","no","yes","low"
"82","activity_01","no","no","yes","low"
"82","activity_02","no","no","yes","low"
"82","activity_08","no","no","yes","low"
"83","activity_08","no","yes","yes","middle"
"83","activity_09","no","yes","yes","middle"
"83","activity_03","no","yes","yes","middle"
"84","activity_06","yes","yes","no","high"
"84","activity_07","yes","yes","no","high"
"84","activity_02","yes","yes","no","high"
"84","activity_01","yes","yes","no","high"
"84","activity_02","yes","yes","no","high"
"84","activity_03","yes","yes","no","high"
"85","activity_08","no","yes","yes","middle"
"85","activity_09","no","yes","yes","middle"
"85","activity_03","no","yes","yes","middle"
"86","activity_08","no","yes","yes","middle"
"86","activity_09","no","yes","yes","middle"
"86","activity_03","no","yes","yes","middle"
"87","activity_08","no","yes","yes","middle"
"87","activity_09","no","yes","yes","middle"
"87","activity_03","no","yes","yes","middle"
"88","activity_08","no","yes","yes","middle"
"88","activity_09","no","yes","yes","middle"
"88","activity_03","no","yes","yes","middle"
"89","activity_08","no","yes","yes","middle"
"89","activity_09","no","yes","yes","middle"
"89","activity_03","no","yes","yes","middle"
"90","activity_02","no","no","yes","low"
"90","activity_01","no","no","yes","low"
"90","activity_02","no","no","yes","low"
"90","activity_08","no","no","yes","low"
"91","activity_08","no","yes","yes","middle"
"91","activity_09","no","yes","yes","middle"
"91","activity_03","no","yes","yes","middle"
"92","activity_08","no","yes","yes","middle"
"92","activity_09","no","yes","yes","middle"
"92","activity_03","no","yes","yes","middle"
"93","activity_08","no","yes","yes","middle"
"93","activity_09","no","yes","yes","middle"
"93","activity_03","no","yes","yes","middle"
"94","activity_08","no","yes","yes","middle"
"94","activity_09","no","yes","yes","middle"
"94","activity_03","no","yes","yes","middle"
"95","activity_08","no","yes","yes","middle"
"95","activity_09","no","yes","yes","middle"
"95","activity_03","no","yes","yes","middle"
"96","activity_08","no","yes","yes","middle"
"96","activity_09","no","yes","yes","middle"
"96","activity_03","no","yes","yes","middle"
"97","activity_06","yes","yes","no","high"
"97","activity_07","yes","yes","no","high"
"97","activity_02","yes","yes","no","high"
"97","activity_01","yes","yes","no","high"
"97","activity_02","yes","yes","no","high"
"97","activity_03","yes","yes","no","high"
"98","activity_08","no","yes","yes","middle"
"98","activity_09","no","yes","yes","middle"
"98","activity_03","no","yes","yes","middle"
"99","activity_08","no","yes","yes","middle"
"99","activity_09","no","yes","yes","middle"
"99","activity_03","no","yes","yes","middle"
